Year,Lake,Species,Grand_Total,Comments,Functional_Feeding_Group
1977,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1977,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1977,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1977,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1977,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1977,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
1978,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1978,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1978,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1978,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1978,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1978,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
1979,Saint Clair,Carp,,No catches reported since 1970,Benthic omnivore
1979,Saint Clair,Channel Catfish,,ONT: Discovery of mercury contamination in fish resulted in closure of the commercial fishery.,Benthic omnivore
1979,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1979,Saint Clair,Northern Pike,,No catches reported since 1970,Piscivore
1979,Saint Clair,Suckers,,No catches reported since 1970.,Benthic omnivore
1979,Saint Clair,Yellow Perch,,No catches reported since 1970.,Invertivore
1980,Saint Clair,Bowfin,5,,Piscivore
1980,Saint Clair,Bullhead,2,,Benthic omnivore
1980,Saint Clair,Carp,34,,Benthic omnivore
1980,Saint Clair,Channel Catfish,15,,Benthic omnivore
1980,Saint Clair,Drum,10,,Benthic invertivore
1980,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1980,Saint Clair,Northern Pike,3,,Piscivore
1980,Saint Clair,Rock Bass and Crappie,2,,Invertivore
1980,Saint Clair,Suckers,12,,Benthic omnivore
1980,Saint Clair,White Bass,4,,Piscivore
1980,Saint Clair,White Perch,0,,Invertivore
1980,Saint Clair,Yellow Perch,0,,Invertivore
1981,Saint Clair,Bowfin,7,,Piscivore
1981,Saint Clair,Bullhead,4,,Benthic omnivore
1981,Saint Clair,Carp,127,,Benthic omnivore
1981,Saint Clair,Channel Catfish,92,,Benthic omnivore
1981,Saint Clair,Drum,30,,Benthic invertivore
1981,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1981,Saint Clair,Northern Pike,5,,Piscivore
1981,Saint Clair,Rock Bass and Crappie,3,,Invertivore
1981,Saint Clair,Suckers,42,,Benthic omnivore
1981,Saint Clair,White Bass,19,,Piscivore
1981,Saint Clair,White Perch,0,,Invertivore
1981,Saint Clair,Yellow Perch,3,,Invertivore
1982,Saint Clair,Bowfin,5,,Piscivore
1982,Saint Clair,Bullhead,1,,Benthic omnivore
1982,Saint Clair,Carp,146,,Benthic omnivore
1982,Saint Clair,Channel Catfish,70,,Benthic omnivore
1982,Saint Clair,Drum,52,,Benthic invertivore
1982,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1982,Saint Clair,Northern Pike,3,,Piscivore
1982,Saint Clair,Rock Bass and Crappie,4,,Invertivore
1982,Saint Clair,Suckers,41,,Benthic omnivore
1982,Saint Clair,White Bass,20,,Piscivore
1982,Saint Clair,White Perch,0,,Invertivore
1982,Saint Clair,Yellow Perch,5,,Invertivore
1983,Saint Clair,Bowfin,16,,Piscivore
1983,Saint Clair,Bullhead,2,,Benthic omnivore
1983,Saint Clair,Carp,41,,Benthic omnivore
1983,Saint Clair,Channel Catfish,66,,Benthic omnivore
1983,Saint Clair,Drum,33,,Benthic invertivore
1983,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1983,Saint Clair,Northern Pike,5,,Piscivore
1983,Saint Clair,Rock Bass and Crappie,6,,Invertivore
1983,Saint Clair,Suckers,51,,Benthic omnivore
1983,Saint Clair,White Bass,12,,Piscivore
1983,Saint Clair,White Perch,2,,Invertivore
1983,Saint Clair,Yellow Perch,9,,Invertivore
1984,Saint Clair,Bowfin,14,,Piscivore
1984,Saint Clair,Bullhead,1,,Benthic omnivore
1984,Saint Clair,Carp,62,,Benthic omnivore
1984,Saint Clair,Channel Catfish,59,,Benthic omnivore
1984,Saint Clair,Drum,4,,Benthic invertivore
1984,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1984,Saint Clair,Northern Pike,3,,Piscivore
1984,Saint Clair,Rock Bass and Crappie,3,,Invertivore
1984,Saint Clair,Suckers,13,,Benthic omnivore
1984,Saint Clair,White Bass,6,,Piscivore
1984,Saint Clair,White Perch,0,,Invertivore
1984,Saint Clair,Yellow Perch,5,,Invertivore
1985,Saint Clair,Bowfin,7,,Piscivore
1985,Saint Clair,Bullhead,0,,Benthic omnivore
1985,Saint Clair,Carp,19,,Benthic omnivore
1985,Saint Clair,Channel Catfish,44,,Benthic omnivore
1985,Saint Clair,Drum,0,,Benthic invertivore
1985,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1985,Saint Clair,Northern Pike,1,,Piscivore
1985,Saint Clair,Rock Bass and Crappie,1,,Invertivore
1985,Saint Clair,Suckers,4,,Benthic omnivore
1985,Saint Clair,White Bass,1,,Piscivore
1985,Saint Clair,White Perch,0,,Invertivore
1985,Saint Clair,Yellow Perch,0,,Invertivore
1986,Saint Clair,Bowfin,10,,Piscivore
1986,Saint Clair,Bullhead,0,,Benthic omnivore
1986,Saint Clair,Carp,8,,Benthic omnivore
1986,Saint Clair,Channel Catfish,23,,Benthic omnivore
1986,Saint Clair,Drum,0,,Benthic invertivore
1986,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1986,Saint Clair,Northern Pike,1,,Piscivore
1986,Saint Clair,Rock Bass and Crappie,1,,Invertivore
1986,Saint Clair,Suckers,0,,Benthic omnivore
1986,Saint Clair,White Bass,0,,Piscivore
1986,Saint Clair,White Perch,0,,Invertivore
1986,Saint Clair,Yellow Perch,0,,Invertivore
1987,Saint Clair,Bowfin,13,,Piscivore
1987,Saint Clair,Bullhead,1,,Benthic omnivore
1987,Saint Clair,Carp,6,,Benthic omnivore
1987,Saint Clair,Channel Catfish,11,,Benthic omnivore
1987,Saint Clair,Drum,0,,Benthic invertivore
1987,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1987,Saint Clair,Northern Pike,3,,Piscivore
1987,Saint Clair,Rock Bass and Crappie,2,,Invertivore
1987,Saint Clair,Suckers,0,,Benthic omnivore
1987,Saint Clair,White Bass,0,,Piscivore
1987,Saint Clair,White Perch,0,,Invertivore
1987,Saint Clair,Yellow Perch,1,,Invertivore
1988,Saint Clair,Bowfin,0,,Piscivore
1988,Saint Clair,Bullhead,0,,Benthic omnivore
1988,Saint Clair,Carp,0,,Benthic omnivore
1988,Saint Clair,Channel Catfish,10,,Benthic omnivore
1988,Saint Clair,Drum,0,,Benthic invertivore
1988,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1988,Saint Clair,Northern Pike,0,,Piscivore
1988,Saint Clair,Rock Bass and Crappie,0,,Invertivore
1988,Saint Clair,Suckers,0,,Benthic omnivore
1988,Saint Clair,White Bass,0,,Piscivore
1988,Saint Clair,White Perch,0,,Invertivore
1988,Saint Clair,Yellow Perch,0,,Invertivore
1989,Saint Clair,Bowfin,2,,Piscivore
1989,Saint Clair,Bullhead,0,,Benthic omnivore
1989,Saint Clair,Carp,0,,Benthic omnivore
1989,Saint Clair,Channel Catfish,8,,Benthic omnivore
1989,Saint Clair,Drum,0,,Benthic invertivore
1989,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1989,Saint Clair,Northern Pike,0,,Piscivore
1989,Saint Clair,Rock Bass and Crappie,0,,Invertivore
1989,Saint Clair,Suckers,0,,Benthic omnivore
1989,Saint Clair,White Bass,0,,Piscivore
1989,Saint Clair,White Perch,0,,Invertivore
1989,Saint Clair,Yellow Perch,0,,Invertivore
1990,Saint Clair,Bowfin,1,,Piscivore
1990,Saint Clair,Bullhead,0,,Benthic omnivore
1990,Saint Clair,Carp,0,,Benthic omnivore
1990,Saint Clair,Channel Catfish,12,,Benthic omnivore
1990,Saint Clair,Drum,0,,Benthic invertivore
1990,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1990,Saint Clair,Northern Pike,0,,Piscivore
1990,Saint Clair,Rock Bass and Crappie,1,,Invertivore
1990,Saint Clair,Suckers,0,,Benthic omnivore
1990,Saint Clair,White Bass,0,,Piscivore
1990,Saint Clair,White Perch,0,,Invertivore
1990,Saint Clair,Yellow Perch,0,,Invertivore
1991,Saint Clair,Bowfin,15,,Piscivore
1991,Saint Clair,Bullhead,1,,Benthic omnivore
1991,Saint Clair,Carp,0,,Benthic omnivore
1991,Saint Clair,Channel Catfish,9,,Benthic omnivore
1991,Saint Clair,Drum,0,,Benthic invertivore
1991,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1991,Saint Clair,Northern Pike,0,,Piscivore
1991,Saint Clair,Rock Bass and Crappie,1,,Invertivore
1991,Saint Clair,Suckers,0,,Benthic omnivore
1991,Saint Clair,White Bass,0,,Piscivore
1991,Saint Clair,White Perch,0,,Invertivore
1991,Saint Clair,Yellow Perch,0,,Invertivore
1992,Saint Clair,Bowfin,3,,Piscivore
1992,Saint Clair,Bullhead,1,,Benthic omnivore
1992,Saint Clair,Carp,2,,Benthic omnivore
1992,Saint Clair,Channel Catfish,15,,Benthic omnivore
1992,Saint Clair,Drum,0,,Benthic invertivore
1992,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
1992,Saint Clair,Northern Pike,1,,Piscivore
1992,Saint Clair,Rock Bass and Crappie,1,,Invertivore
1992,Saint Clair,Suckers,0,,Benthic omnivore
1992,Saint Clair,White Bass,0,,Piscivore
1992,Saint Clair,White Perch,0,,Invertivore
1992,Saint Clair,Yellow Perch,0,,Invertivore
1993,Saint Clair,Bowfin,1,,Piscivore
1993,Saint Clair,Bullhead,0,,Benthic omnivore
1993,Saint Clair,Carp,0,,Benthic omnivore
1993,Saint Clair,Channel Catfish,8,,Benthic omnivore
1993,Saint Clair,Drum,0,,Benthic invertivore
1993,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1993,Saint Clair,Northern Pike,0,,Piscivore
1993,Saint Clair,Rock Bass and Crappie,0,,Invertivore
1993,Saint Clair,Suckers,0,,Benthic omnivore
1993,Saint Clair,White Bass,0,,Piscivore
1993,Saint Clair,White Perch,0,,Invertivore
1993,Saint Clair,Yellow Perch,0,,Invertivore
1994,Saint Clair,Bowfin,4,,Piscivore
1994,Saint Clair,Bullhead,0,,Benthic omnivore
1994,Saint Clair,Carp,0,,Benthic omnivore
1994,Saint Clair,Channel Catfish,5,,Benthic omnivore
1994,Saint Clair,Drum,0,,Benthic invertivore
1994,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1994,Saint Clair,Northern Pike,1,,Piscivore
1994,Saint Clair,Rock Bass and Crappie,1,,Invertivore
1994,Saint Clair,Suckers,0,,Benthic omnivore
1994,Saint Clair,White Bass,0,,Piscivore
1994,Saint Clair,White Perch,0,,Invertivore
1994,Saint Clair,Yellow Perch,1,,Invertivore
1995,Saint Clair,Bowfin,2,,Piscivore
1995,Saint Clair,Bullhead,0,,Benthic omnivore
1995,Saint Clair,Carp,0,,Benthic omnivore
1995,Saint Clair,Channel Catfish,10,,Benthic omnivore
1995,Saint Clair,Drum,0,,Benthic invertivore
1995,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1995,Saint Clair,Northern Pike,1,,Piscivore
1995,Saint Clair,Rock Bass and Crappie,0,,Invertivore
1995,Saint Clair,Suckers,1,,Benthic omnivore
1995,Saint Clair,White Bass,0,,Piscivore
1995,Saint Clair,White Perch,1,,Invertivore
1995,Saint Clair,Yellow Perch,0,,Invertivore
1996,Saint Clair,Bowfin,1,,Piscivore
1996,Saint Clair,Bullhead,0,,Benthic omnivore
1996,Saint Clair,Carp,0,,Benthic omnivore
1996,Saint Clair,Channel Catfish,9,,Benthic omnivore
1996,Saint Clair,Drum,0,,Benthic invertivore
1996,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
1996,Saint Clair,Northern Pike,1,,Piscivore
1996,Saint Clair,Rock Bass and Crappie,1,,Invertivore
1996,Saint Clair,Suckers,1,,Benthic omnivore
1996,Saint Clair,White Bass,0,,Piscivore
1996,Saint Clair,White Perch,1,,Invertivore
1996,Saint Clair,Yellow Perch,0,,Invertivore
1997,Saint Clair,Bowfin,,,Piscivore
1997,Saint Clair,Bullhead,,,Benthic omnivore
1997,Saint Clair,Carp,,,Benthic omnivore
1997,Saint Clair,Channel Catfish,,,Benthic omnivore
1997,Saint Clair,Drum,,,Benthic invertivore
1997,Saint Clair,Lake Sturgeon,,,Benthic invertivore
1997,Saint Clair,Northern Pike,,,Piscivore
1997,Saint Clair,Rock Bass and Crappie,,,Invertivore
1997,Saint Clair,Suckers,,,Benthic omnivore
1997,Saint Clair,White Bass,,,Piscivore
1997,Saint Clair,White Perch,,,Invertivore
1997,Saint Clair,Yellow Perch,,,Invertivore
1998,Saint Clair,Bowfin,0,,Piscivore
1998,Saint Clair,Bullhead,0,,Benthic omnivore
1998,Saint Clair,Carp,0,,Benthic omnivore
1998,Saint Clair,Channel Catfish,11,,Benthic omnivore
1998,Saint Clair,Drum,0,,Benthic invertivore
1998,Saint Clair,Gizzard Shad,0,,Planktivore
1998,Saint Clair,Lake Sturgeon,2,,Benthic invertivore
1998,Saint Clair,Northern Pike,0,,Piscivore
1998,Saint Clair,Quillback,4,,Benthic omnivore
1998,Saint Clair,Rock Bass and Crappie,0,,Invertivore
1998,Saint Clair,Suckers,0,,Benthic omnivore
1998,Saint Clair,White Bass,0,,Piscivore
1998,Saint Clair,White Perch,1,,Invertivore
1998,Saint Clair,Yellow Perch,0,,Invertivore
1999,Saint Clair,Bowfin,0,,Piscivore
1999,Saint Clair,Bullhead,0,,Benthic omnivore
1999,Saint Clair,Carp,0,,Benthic omnivore
1999,Saint Clair,Channel Catfish,4,,Benthic omnivore
1999,Saint Clair,Drum,0,,Benthic invertivore
1999,Saint Clair,Gizzard Shad,1,,Planktivore
1999,Saint Clair,Lake Sturgeon,2,,Benthic invertivore
1999,Saint Clair,Northern Pike,0,,Piscivore
1999,Saint Clair,Quillback,0,,Benthic omnivore
1999,Saint Clair,Rock Bass and Crappie,0,,Invertivore
1999,Saint Clair,Suckers,0,,Benthic omnivore
1999,Saint Clair,White Bass,0,,Piscivore
1999,Saint Clair,White Perch,0,,Invertivore
1999,Saint Clair,Yellow Perch,1,,Invertivore
2000,Saint Clair,Bowfin,,,Piscivore
2000,Saint Clair,Buffalo,,,Benthic omnivore
2000,Saint Clair,Bullheads,,,Benthic omnivore
2000,Saint Clair,Carp,,,Benthic omnivore
2000,Saint Clair,Channel Catfish,6,,Benthic omnivore
2000,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
2000,Saint Clair,Northern Pike,0,,Piscivore
2000,Saint Clair,Quillback,,,Benthic omnivore
2000,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2000,Saint Clair,Sheepshead,,,Benthic invertivore
2000,Saint Clair,Suckers,,,Benthic omnivore
2000,Saint Clair,White Bass,1,,Piscivore
2000,Saint Clair,White Perch,1,,Invertivore
2000,Saint Clair,Yellow Perch,0,,Invertivore
2001,Saint Clair,Bowfin,,,Piscivore
2001,Saint Clair,Buffalo,,,Benthic omnivore
2001,Saint Clair,Bullheads,,,Benthic omnivore
2001,Saint Clair,Carp,,,Benthic omnivore
2001,Saint Clair,Channel Catfish,7,,Benthic omnivore
2001,Saint Clair,Lake Sturgeon,2,,Benthic invertivore
2001,Saint Clair,Northern Pike,0,,Piscivore
2001,Saint Clair,Quillback,,,Benthic omnivore
2001,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2001,Saint Clair,Sheepshead,,,Benthic invertivore
2001,Saint Clair,Suckers,,,Benthic omnivore
2001,Saint Clair,White Bass,2,,Piscivore
2001,Saint Clair,White Perch,2,,Invertivore
2001,Saint Clair,Yellow Perch,0,,Invertivore
2002,Saint Clair,Bowfin,,,Piscivore
2002,Saint Clair,Buffalo,,,Benthic omnivore
2002,Saint Clair,Bullheads,,,Benthic omnivore
2002,Saint Clair,Carp,4,,Benthic omnivore
2002,Saint Clair,Channel Catfish,5,,Benthic omnivore
2002,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
2002,Saint Clair,Northern Pike,0,,Piscivore
2002,Saint Clair,Quillback,,,Benthic omnivore
2002,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2002,Saint Clair,Sheepshead,7,,Benthic invertivore
2002,Saint Clair,Suckers,19,,Benthic omnivore
2002,Saint Clair,White Bass,1,,Piscivore
2002,Saint Clair,White Perch,1,,Invertivore
2002,Saint Clair,Yellow Perch,0,,Invertivore
2003,Saint Clair,Bowfin,,,Piscivore
2003,Saint Clair,Buffalo,,,Benthic omnivore
2003,Saint Clair,Bullheads,,,Benthic omnivore
2003,Saint Clair,Carp,2,,Benthic omnivore
2003,Saint Clair,Channel Catfish,1,,Benthic omnivore
2003,Saint Clair,Lake Sturgeon,2,,Benthic invertivore
2003,Saint Clair,Northern Pike,0,,Piscivore
2003,Saint Clair,Quillback,,,Benthic omnivore
2003,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2003,Saint Clair,Sheepshead,3,,Benthic invertivore
2003,Saint Clair,Suckers,13,,Benthic omnivore
2003,Saint Clair,White Bass,1,,Piscivore
2003,Saint Clair,White Perch,1,,Invertivore
2003,Saint Clair,Yellow Perch,0,,Invertivore
2004,Saint Clair,Bowfin,6,,Piscivore
2004,Saint Clair,Buffalo,,,Benthic omnivore
2004,Saint Clair,Bullheads,,,Benthic omnivore
2004,Saint Clair,Carp,3,,Benthic omnivore
2004,Saint Clair,Channel Catfish,3,,Benthic omnivore
2004,Saint Clair,Lake Sturgeon,2,,Benthic invertivore
2004,Saint Clair,Northern Pike,0,,Piscivore
2004,Saint Clair,Quillback,,,Benthic omnivore
2004,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2004,Saint Clair,Sheepshead,2,,Benthic invertivore
2004,Saint Clair,Suckers,11,,Benthic omnivore
2004,Saint Clair,White Bass,1,,Piscivore
2004,Saint Clair,White Perch,2,,Invertivore
2004,Saint Clair,Yellow Perch,0,,Invertivore
2005,Saint Clair,Bowfin,0,,Piscivore
2005,Saint Clair,Buffalo,0,,Benthic omnivore
2005,Saint Clair,Bullheads,,,Benthic omnivore
2005,Saint Clair,Carp,2,,Benthic omnivore
2005,Saint Clair,Channel Catfish,9,,Benthic omnivore
2005,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
2005,Saint Clair,Northern Pike,0,,Piscivore
2005,Saint Clair,Quillback,7,,Benthic omnivore
2005,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2005,Saint Clair,Sheepshead,4,,Benthic invertivore
2005,Saint Clair,Suckers,4,,Benthic omnivore
2005,Saint Clair,White Bass,1,,Piscivore
2005,Saint Clair,White Perch,1,,Invertivore
2005,Saint Clair,Yellow Perch,0,,Invertivore
2006,Saint Clair,Bowfin,,,Piscivore
2006,Saint Clair,Buffalo,0,,Benthic omnivore
2006,Saint Clair,Bullheads,,,Benthic omnivore
2006,Saint Clair,Carp,2,,Benthic omnivore
2006,Saint Clair,Channel Catfish,6,,Benthic omnivore
2006,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
2006,Saint Clair,Northern Pike,0,,Piscivore
2006,Saint Clair,Quillback,13,,Benthic omnivore
2006,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2006,Saint Clair,Sheepshead,6,,Benthic invertivore
2006,Saint Clair,Suckers,6,,Benthic omnivore
2006,Saint Clair,White Bass,2,,Piscivore
2006,Saint Clair,White Perch,3,,Invertivore
2006,Saint Clair,Yellow Perch,0,,Invertivore
2007,Saint Clair,Bowfin,,,Piscivore
2007,Saint Clair,Buffalo,,,Benthic omnivore
2007,Saint Clair,Bullheads,,,Benthic omnivore
2007,Saint Clair,Carp,1,,Benthic omnivore
2007,Saint Clair,Channel Catfish,10,,Benthic omnivore
2007,Saint Clair,Lake Sturgeon,0,,Benthic invertivore
2007,Saint Clair,Northern Pike,0,,Piscivore
2007,Saint Clair,Quillback,11,,Benthic omnivore
2007,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2007,Saint Clair,Sheepshead,5,,Benthic invertivore
2007,Saint Clair,Suckers,5,,Benthic omnivore
2007,Saint Clair,White Bass,2,,Piscivore
2007,Saint Clair,White Perch,3,,Invertivore
2007,Saint Clair,Yellow Perch,0,,Invertivore
2008,Saint Clair,Bowfin,,,Piscivore
2008,Saint Clair,Buffalo,1,,Benthic omnivore
2008,Saint Clair,Bullheads,,,Benthic omnivore
2008,Saint Clair,Carp,1,,Benthic omnivore
2008,Saint Clair,Channel Catfish,0,,Benthic omnivore
2008,Saint Clair,Lake Sturgeon,1,,Benthic invertivore
2008,Saint Clair,Northern Pike,0,,Piscivore
2008,Saint Clair,Quillback,11,,Benthic omnivore
2008,Saint Clair,Rock Bass and Crappie,0,,Invertivore
2008,Saint Clair,Sheepshead,6,,Benthic invertivore
2008,Saint Clair,Suckers,6,,Benthic omnivore
2008,Saint Clair,White Bass,4,,Piscivore
2008,Saint Clair,White Perch,4,,Invertivore
2008,Saint Clair,Yellow Perch,,,Invertivore
