dtp,Temp_deg_C,SpCond_uS_cm
6/4/15 8:15,17.33,0.3
6/4/15 19:30,14.05,94.1
6/4/15 19:45,13.97,94.2
6/4/15 20:00,13.87,94.3
6/4/15 20:15,13.78,94.5
6/4/15 20:30,13.69,94.7
6/4/15 20:45,13.59,94.8
6/4/15 21:00,13.49,95.1
6/4/15 21:15,13.39,95.3
6/4/15 21:30,13.29,95.4
6/4/15 21:45,13.19,95.4
6/4/15 11:45,14.33,92.4
6/4/15 12:00,14.51,91.5
6/4/15 12:15,14.69,91.6
6/4/15 12:30,14.83,91.6
6/4/15 12:45,15,91.6
6/4/15 13:00,15.13,91.6
6/4/15 13:15,15.26,91.7
6/4/15 13:30,15.35,91.7
6/4/15 13:45,15.44,91.7
6/4/15 14:00,15.51,91.9
6/4/15 14:15,15.55,92
6/4/15 14:30,15.57,92.1
6/4/15 14:45,15.58,92.1
6/4/15 15:00,15.56,92.2
6/4/15 15:15,15.51,92.3
6/4/15 15:30,15.46,92.4
6/4/15 15:45,15.38,92.6
6/4/15 16:00,15.31,92.7
6/4/15 16:15,15.23,92.8
6/4/15 16:30,15.14,92.8
6/4/15 16:45,15.05,92.9
6/4/15 17:00,14.97,93
6/4/15 17:15,14.88,93.2
6/4/15 17:30,14.79,93.3
6/4/15 17:45,14.7,93.4
6/4/15 18:00,14.61,93.6
6/4/15 18:15,14.51,93.6
6/4/15 8:30,10.77,91.7
6/4/15 8:45,10.98,91.7
6/4/15 9:00,11.26,91.8
6/4/15 9:15,11.54,91.8
6/4/15 9:30,11.84,92
6/4/15 9:45,12.17,92.1
6/4/15 10:00,12.51,92.2
6/4/15 10:15,12.83,92.2
6/4/15 10:30,13.12,92.3
6/4/15 10:45,13.38,92.4
6/4/15 11:00,13.63,92.4
6/4/15 11:15,13.87,92.2
6/4/15 11:30,14.12,92.3
6/4/15 19:15,14.14,93.9
6/4/15 18:30,14.42,93.6
6/4/15 18:45,14.32,93.8
6/4/15 19:00,14.23,93.9
6/4/15 22:00,13.09,95.5
6/4/15 23:15,12.61,95.9
6/4/15 23:30,12.51,96.7
6/4/15 23:45,12.42,97
6/5/15 0:00,12.34,96.9
6/5/15 0:15,12.25,97.1
6/5/15 0:30,12.16,97.1
6/5/15 0:45,12.09,97.1
6/5/15 1:00,12.01,97.3
6/5/15 1:15,11.94,97.4
6/4/15 22:15,12.99,95.7
6/4/15 22:30,12.89,95.6
6/4/15 22:45,12.8,95.7
6/4/15 23:00,12.7,95.7
6/5/15 2:30,11.61,97.6
6/5/15 2:45,11.55,97.8
6/5/15 3:00,11.49,97.8
6/5/15 3:15,11.44,97.8
6/5/15 3:30,11.39,97.9
6/5/15 3:45,11.36,98
6/5/15 4:00,11.33,98.2
6/5/15 4:15,11.3,98.1
6/5/15 4:30,11.28,98.1
6/5/15 1:30,11.87,97.6
6/5/15 1:45,11.8,97.7
6/5/15 2:00,11.74,97.6
6/5/15 2:15,11.68,97.7
6/5/15 5:45,11.31,98.6
6/5/15 6:00,11.4,98.6
6/5/15 6:15,11.46,98.7
6/5/15 6:30,11.55,98.6
6/5/15 6:45,11.64,98.6
6/5/15 7:00,11.72,98.8
6/5/15 7:15,11.79,97.9
6/5/15 7:30,11.84,97.8
6/5/15 7:45,11.98,98
6/5/15 8:00,12.07,98
6/5/15 8:15,12.21,98.1
6/5/15 8:30,12.35,98
6/5/15 8:45,12.57,98.1
6/5/15 9:00,12.78,98
6/5/15 9:15,12.99,98.1
6/5/15 9:30,13.05,98.1
6/5/15 9:45,13.04,97.9
6/5/15 10:00,13.12,97.8
6/5/15 10:15,13.28,97.7
6/5/15 10:30,13.64,97.7
6/5/15 10:45,14.03,97.7
6/5/15 11:00,14.41,97.8
6/5/15 11:15,14.5,97.9
6/5/15 11:30,14.54,97.9
6/5/15 11:45,14.68,98
6/5/15 12:00,14.78,98
6/5/15 12:15,14.81,98
6/5/15 12:30,14.87,97.9
6/5/15 12:45,14.88,98.1
6/5/15 13:00,14.79,98.1
6/5/15 13:15,14.73,98.1
6/5/15 13:30,14.68,98.1
6/5/15 13:45,14.65,98.2
6/5/15 14:00,14.63,98.1
6/5/15 14:15,14.66,98.2
6/5/15 14:30,14.7,98.1
6/5/15 4:45,11.26,98.3
6/5/15 5:00,11.26,98.3
6/5/15 5:15,11.28,98.5
6/5/15 5:30,11.31,98.5
6/5/15 15:30,14.59,98.3
6/5/15 15:45,14.64,98.3
6/5/15 16:00,14.71,98.3
6/5/15 16:15,14.73,98.3
6/5/15 16:30,14.73,98.3
6/5/15 16:45,14.72,98.4
6/5/15 17:00,14.68,98.5
6/5/15 17:15,14.62,98.6
6/5/15 17:30,14.6,98.6
6/5/15 17:45,14.56,98.7
6/5/15 18:00,14.52,98.8
6/5/15 18:15,14.47,99
6/5/15 18:30,14.42,98.9
6/5/15 18:45,14.37,99
6/5/15 19:00,14.32,99.1
6/5/15 19:15,14.27,99.2
6/5/15 19:30,14.22,98.6
6/5/15 19:45,14.18,98
6/5/15 20:00,14.13,97.9
6/5/15 20:15,14.1,98.3
6/5/15 20:30,14.06,98.7
6/5/15 20:45,14.02,99.2
6/5/15 21:00,13.97,99.7
6/5/15 21:15,13.92,98.7
6/5/15 21:30,13.84,98.3
6/5/15 21:45,13.75,99.3
6/5/15 15:15,14.6,98.3
6/5/15 14:45,14.7,98.3
6/5/15 15:00,14.65,98.2
6/6/15 8:30,12.59,67.1
6/6/15 8:45,12.75,67.3
6/6/15 9:30,13.09,68.1
6/6/15 9:45,13.21,68.4
6/6/15 9:00,12.84,67.7
6/6/15 9:15,12.97,67.9
6/6/15 10:30,13.67,69.1
6/6/15 10:45,13.83,69.5
6/6/15 10:00,13.39,68.7
6/6/15 10:15,13.55,69
6/6/15 8:15,12.44,66.9
6/6/15 1:45,12.57,76.2
6/6/15 2:00,12.5,76.2
6/6/15 2:15,12.44,74.9
6/6/15 2:30,12.39,73.3
6/6/15 2:45,12.35,71.5
6/6/15 3:00,12.31,69.9
6/6/15 3:15,12.28,68.7
6/6/15 3:30,12.25,67.6
6/6/15 3:45,12.22,66.7
6/6/15 4:00,12.19,66
6/6/15 4:15,12.16,65.4
6/6/15 4:30,12.14,65
6/6/15 4:45,12.13,64.8
6/6/15 5:00,12.11,64.7
6/6/15 5:15,12.1,64.7
6/6/15 5:30,12.09,64.7
6/6/15 5:45,12.09,64.9
6/6/15 6:00,12.08,65
6/6/15 6:15,12.09,63.2
6/6/15 6:30,12.11,65.2
6/6/15 6:45,12.12,65.5
6/6/15 7:00,12.16,65.7
6/6/15 7:15,12.19,66
6/6/15 7:30,12.2,65.9
6/6/15 7:45,12.23,66.3
6/6/15 8:00,12.26,66.6
6/6/15 18:15,14.04,76.8
6/6/15 18:30,13.95,77
6/6/15 18:45,13.86,77.2
6/6/15 19:00,13.76,77.4
6/6/15 19:15,13.67,77.8
6/6/15 19:30,13.57,78
6/6/15 19:45,13.45,78.3
6/6/15 20:00,13.34,78.5
6/6/15 20:15,13.23,78.7
6/6/15 20:30,13.13,78.9
6/6/15 20:45,13.02,79
6/6/15 11:00,13.98,69.8
6/6/15 11:15,14.13,70
6/6/15 11:30,14.28,70.4
6/6/15 11:45,14.42,70.6
6/6/15 12:00,14.54,70.9
6/6/15 12:15,14.65,71
6/6/15 12:30,14.74,71.3
6/6/15 12:45,14.81,71.6
6/6/15 13:00,14.89,71.8
6/6/15 13:15,14.93,72
6/6/15 13:30,14.98,72.3
6/6/15 13:45,15.02,72.5
6/6/15 14:00,15.04,72.7
6/6/15 14:15,15.07,72.9
6/6/15 14:30,15.07,73.3
6/6/15 14:45,15.04,73.4
6/6/15 15:00,15.01,73.7
6/6/15 15:15,14.97,73.9
6/6/15 15:30,14.91,74.2
6/6/15 15:45,14.84,74.4
6/6/15 16:00,14.78,74.7
6/6/15 16:15,14.69,74.9
6/6/15 16:30,14.62,75.1
6/6/15 16:45,14.54,75.3
6/6/15 17:00,14.46,75.6
6/6/15 17:15,14.38,75.7
6/6/15 17:30,14.3,76
6/6/15 17:45,14.21,76.2
6/6/15 18:00,14.13,76.5
6/5/15 22:00,13.66,99.5
6/5/15 22:15,13.54,99.6
6/5/15 22:30,13.41,98.9
6/5/15 22:45,13.3,97.7
6/5/15 23:00,13.22,96.1
6/5/15 23:15,13.15,95.4
6/5/15 23:30,13.11,94.1
6/5/15 23:45,13.07,93
6/6/15 0:00,13.05,90.9
6/6/15 0:15,13.06,91.3
6/6/15 0:30,13.05,90.1
6/6/15 0:45,12.97,87.1
6/6/15 1:00,12.88,83.2
6/6/15 1:15,12.77,78.6
6/6/15 1:30,12.67,76.7
6/6/15 21:45,12.63,79.6
6/6/15 21:30,12.72,79.4
6/6/15 21:00,12.92,79.1
6/6/15 21:15,12.82,79.2
6/7/15 9:00,11.61,86.2
6/7/15 8:45,11.42,86.1
6/7/15 10:00,12.19,86.5
6/7/15 9:15,11.78,86.2
6/7/15 9:30,11.91,86.4
6/7/15 9:45,12.03,86.4
6/7/15 11:00,12.62,86.8
6/7/15 10:15,12.35,86.6
6/7/15 10:30,12.4,86.7
6/7/15 10:45,12.49,86.7
6/7/15 12:00,13.28,87
6/7/15 12:15,13.45,87.1
6/7/15 12:30,13.56,87.1
6/7/15 12:45,13.68,87.2
6/7/15 13:00,13.78,87.2
6/7/15 13:15,13.9,87.4
6/7/15 13:30,14.01,87.4
6/7/15 13:45,14.1,87.5
6/7/15 14:00,14.17,87.6
6/7/15 14:15,14.25,87.7
6/7/15 11:15,12.8,86.8
6/7/15 11:30,12.98,86.8
6/7/15 11:45,13.13,87
6/7/15 15:15,14.28,88
6/7/15 15:30,14.26,88.2
6/7/15 15:45,14.22,88.2
6/7/15 16:00,14.17,88.4
6/7/15 16:15,14.14,88.6
6/7/15 16:30,14.09,88.7
6/7/15 16:45,14.04,88.9
6/7/15 17:00,13.98,88.9
6/7/15 17:15,13.93,89.2
6/7/15 17:30,13.87,89.3
6/7/15 14:30,14.29,87.8
6/7/15 14:45,14.27,87.8
6/7/15 15:00,14.27,88.1
6/7/15 8:30,11.24,86
6/7/15 18:45,13.5,89.6
6/7/15 19:00,13.43,89.6
6/7/15 19:15,13.36,89.7
6/7/15 19:30,13.3,89.8
6/7/15 19:45,13.25,90.1
6/7/15 20:00,13.2,90.2
6/7/15 20:15,13.15,90.3
6/7/15 20:30,13.1,90.5
6/7/15 20:45,13.04,90.6
6/7/15 21:00,12.99,90.8
6/7/15 21:15,12.94,91
6/7/15 21:30,12.89,91
6/7/15 21:45,12.84,91.2
6/7/15 1:15,11.33,82.4
6/7/15 1:30,11.24,82.6
6/7/15 1:45,11.14,82.7
6/7/15 2:00,11.05,83
6/7/15 2:15,10.96,83.1
6/7/15 2:30,10.86,83.3
6/7/15 2:45,10.77,83.3
6/7/15 3:00,10.68,83.5
6/7/15 3:15,10.58,83.7
6/7/15 3:30,10.49,83.8
6/7/15 3:45,10.42,84
6/7/15 4:00,10.34,84.1
6/7/15 4:15,10.28,84.3
6/7/15 4:30,10.22,84.5
6/7/15 4:45,10.16,84.5
6/7/15 5:00,10.11,84.6
6/7/15 5:15,10.08,84.8
6/7/15 5:30,10.06,84.8
6/7/15 5:45,10.05,85
6/7/15 6:00,10.05,85.1
6/7/15 6:15,10.08,85.2
6/7/15 6:30,10.12,85.2
6/7/15 6:45,10.18,85.3
6/7/15 17:45,13.81,89.3
6/7/15 18:00,13.74,89.4
6/7/15 18:15,13.66,89.4
6/7/15 18:30,13.57,89.6
6/6/15 22:00,12.54,79.7
6/6/15 22:15,12.45,80
6/6/15 22:30,12.36,80.2
6/6/15 22:45,12.27,80.4
6/6/15 23:00,12.17,80.6
6/6/15 23:15,12.08,80.7
6/6/15 23:30,11.98,81
6/6/15 23:45,11.89,81.3
6/7/15 0:00,11.8,81.5
6/7/15 0:15,11.71,81.7
6/7/15 0:30,11.62,81.8
6/7/15 0:45,11.52,81.9
6/7/15 1:00,11.43,82.2
6/7/15 7:45,10.69,85.7
6/7/15 8:00,10.87,85.8
6/7/15 8:15,11.05,85.9
6/7/15 7:15,10.39,85.5
6/7/15 7:30,10.53,85.7
6/7/15 7:00,10.27,85.4
6/7/15 23:15,12.59,92.3
6/7/15 22:45,12.67,91.9
6/7/15 23:00,12.63,92.1
6/8/15 0:15,12.45,92.6
6/7/15 23:30,12.55,92.4
6/7/15 23:45,12.5,92.4
6/8/15 0:00,12.48,92.6
6/7/15 22:00,12.8,91.5
6/7/15 22:15,12.75,91.6
6/7/15 22:30,12.71,91.8
6/8/15 2:00,12.32,93.1
6/8/15 2:15,12.3,93.3
6/8/15 2:30,12.28,93.2
6/8/15 2:45,12.27,93.3
6/8/15 3:00,12.25,93.3
6/8/15 3:15,12.23,93.3
6/8/15 3:30,12.21,93.6
6/8/15 0:30,12.42,92.6
6/8/15 0:45,12.4,92.7
6/8/15 1:00,12.38,92.8
6/8/15 1:15,12.36,92.9
6/8/15 1:30,12.34,93
6/8/15 1:45,12.33,93.1
6/8/15 15:00,12.57,92.6
6/8/15 15:15,12.57,92.5
6/8/15 15:30,12.57,92.4
6/8/15 15:45,12.56,92.3
6/8/15 16:00,12.55,92.2
6/8/15 16:15,12.53,91.9
6/8/15 16:30,12.52,92.1
6/8/15 16:45,12.49,91.9
6/8/15 17:00,12.45,91.6
6/8/15 17:15,12.42,91.5
6/8/15 17:30,12.39,91.5
6/8/15 17:45,12.37,91.3
6/8/15 18:00,12.35,91.4
6/8/15 18:15,12.33,91.3
6/8/15 18:30,12.31,91.3
6/8/15 18:45,12.3,91.2
6/8/15 19:00,12.29,91.2
6/8/15 19:15,12.27,91.2
6/8/15 19:30,12.27,91.2
6/8/15 19:45,12.25,91.1
6/8/15 20:00,12.24,91.1
6/8/15 20:15,12.24,91.1
6/8/15 20:30,12.23,91.2
6/8/15 20:45,12.22,91.3
6/8/15 21:00,12.21,91.1
6/8/15 21:15,12.21,91.1
6/8/15 21:30,12.2,91.2
6/8/15 21:45,12.19,91.2
6/8/15 11:45,12.3,93.8
6/8/15 12:00,12.3,93.8
6/8/15 12:15,12.29,93.7
6/8/15 12:30,12.3,93.6
6/8/15 12:45,12.3,93.4
6/8/15 13:00,12.32,93.4
6/8/15 13:15,12.33,93.3
6/8/15 13:30,12.37,93.2
6/8/15 3:45,12.19,93.5
6/8/15 4:00,12.18,93.4
6/8/15 4:15,12.17,93.6
6/8/15 4:30,12.17,93.7
6/8/15 4:45,12.16,93.7
6/8/15 5:00,12.15,93.6
6/8/15 5:15,12.14,93.7
6/8/15 5:30,12.13,93.7
6/8/15 5:45,12.14,93.9
6/8/15 6:00,12.16,93.9
6/8/15 6:15,12.17,93.9
6/8/15 6:30,12.17,94
6/8/15 6:45,12.16,93.9
6/8/15 7:00,12.16,93.8
6/8/15 7:15,12.17,94
6/8/15 7:30,12.16,94.3
6/8/15 7:45,12.16,94
6/8/15 8:00,12.19,94.3
6/8/15 8:15,12.19,94.1
6/8/15 8:30,12.19,94.1
6/8/15 8:45,12.2,94.3
6/8/15 9:00,12.23,94.3
6/8/15 9:15,12.25,94.1
6/8/15 9:30,12.26,94.4
6/8/15 9:45,12.26,94.3
6/8/15 10:00,12.28,94.1
6/8/15 10:15,12.29,94
6/8/15 10:30,12.28,94.3
6/8/15 10:45,12.28,94.3
6/8/15 11:00,12.28,94.1
6/8/15 11:15,12.29,94
6/8/15 11:30,12.3,94
6/8/15 13:45,12.4,93.1
6/8/15 14:00,12.44,92.9
6/8/15 14:15,12.46,92.9
6/8/15 14:30,12.51,92.8
6/8/15 14:45,12.55,92.7
6/8/15 22:15,12.18,91.2
6/8/15 22:30,12.18,91.4
6/8/15 22:45,12.19,91.3
6/8/15 22:00,12.18,91.3
6/8/15 23:15,12.19,91.3
6/8/15 23:30,12.19,91.4
6/8/15 23:45,12.18,91.3
6/8/15 23:00,12.19,91.3
6/9/15 1:15,12.19,91.4
6/9/15 1:30,12.19,91.4
6/9/15 1:45,12.19,91.4
6/9/15 2:00,12.19,91.6
6/9/15 2:15,12.2,91.3
6/9/15 2:30,12.2,91.3
6/9/15 2:45,12.21,91.2
6/9/15 3:00,12.22,91.3
6/9/15 3:15,12.22,91.6
6/9/15 3:30,12.22,91.8
6/9/15 3:45,12.22,91.9
6/9/15 4:00,12.22,91.8
6/9/15 4:15,12.22,91.9
6/9/15 4:30,12.23,92.1
6/9/15 4:45,12.23,92.4
6/9/15 5:00,12.24,92.3
6/9/15 5:15,12.25,92
6/9/15 5:30,12.26,92
6/9/15 5:45,12.27,91.9
6/9/15 6:00,12.28,91.6
6/9/15 6:15,12.3,91.3
6/9/15 6:30,12.33,90.9
6/9/15 6:45,12.4,90.2
6/9/15 7:00,12.42,91
6/9/15 7:15,12.44,90.2
6/9/15 7:30,12.45,90.7
6/9/15 7:45,12.47,89.6
6/9/15 8:00,12.49,89.2
6/9/15 8:15,12.51,88.8
6/9/15 8:30,12.52,87.3
6/9/15 8:45,12.53,86
6/9/15 9:00,12.53,85
6/9/15 9:15,12.51,83
6/9/15 9:30,12.5,82.1
6/9/15 9:45,12.5,80.9
6/9/15 0:00,12.18,91.4
6/9/15 0:15,12.18,91.4
6/9/15 0:30,12.18,91.3
6/9/15 0:45,12.19,91.2
6/9/15 1:00,12.19,91.3
6/9/15 21:15,13.23,60
6/9/15 21:30,13.22,60.3
6/9/15 21:45,13.21,61
6/9/15 11:45,12.56,64
6/9/15 12:00,12.6,62.7
6/9/15 12:15,12.63,61.5
6/9/15 12:30,12.66,60.3
6/9/15 12:45,12.77,59.4
6/9/15 13:00,12.84,58.2
6/9/15 13:15,12.93,57.3
6/9/15 13:30,12.99,56.3
6/9/15 13:45,13.03,55.5
6/9/15 14:00,13.08,54.7
6/9/15 14:15,13.1,54.1
6/9/15 14:30,13.14,53.7
6/9/15 14:45,13.17,53.4
6/9/15 15:00,13.19,53.4
6/9/15 15:15,13.22,53.5
6/9/15 15:30,13.25,53.6
6/9/15 15:45,13.29,53.7
6/9/15 16:00,13.31,53.9
6/9/15 16:15,13.33,54
6/9/15 16:30,13.33,54.1
6/9/15 16:45,13.34,54.4
6/9/15 17:00,13.35,54.7
6/9/15 17:15,13.35,54.8
6/9/15 17:30,13.35,55.3
6/9/15 17:45,13.35,55.6
6/9/15 18:00,13.35,55.9
6/9/15 18:15,13.34,56.3
6/9/15 18:30,13.33,56.6
6/9/15 18:45,13.32,57
6/9/15 19:00,13.3,59.1
6/9/15 19:15,13.28,57.7
6/9/15 19:30,13.27,58.1
6/9/15 19:45,13.28,58.3
6/9/15 10:00,12.51,78.8
6/9/15 10:15,12.5,77.6
6/9/15 10:30,12.48,75.2
6/9/15 10:45,12.47,73.2
6/9/15 11:00,12.47,70.2
6/9/15 11:15,12.49,67.2
6/9/15 11:30,12.51,65.1
6/9/15 20:15,13.26,59.1
6/9/15 20:30,13.26,59.2
6/9/15 20:45,13.25,59.6
6/9/15 20:00,13.27,58.7
6/9/15 21:00,13.24,59.7
6/9/15 22:00,13.2,61.6
6/9/15 22:15,13.2,62.1
6/9/15 22:30,13.22,62.6
6/9/15 23:00,13.26,64.2
6/9/15 23:15,13.29,64.8
6/9/15 23:30,13.31,65.4
6/9/15 22:45,13.24,63.4
6/10/15 1:00,12.98,61.5
6/10/15 1:15,12.93,60.9
6/10/15 1:30,12.88,60.4
6/10/15 1:45,12.83,60
6/10/15 2:00,12.79,59.9
6/10/15 2:15,12.75,59.6
6/10/15 2:30,12.71,59.3
6/10/15 2:45,12.67,58.8
6/9/15 23:45,13.28,65.3
6/10/15 0:00,13.25,65
6/10/15 0:15,13.18,64.1
6/10/15 0:30,13.11,63.3
6/10/15 0:45,13.04,62.2
6/10/15 4:15,12.52,57.8
6/10/15 4:30,12.5,57.9
6/10/15 4:45,12.5,58.2
6/10/15 5:00,12.5,58.2
6/10/15 5:15,12.5,58.4
6/10/15 5:30,12.51,58.7
6/10/15 5:45,12.53,58.9
6/10/15 6:00,12.54,59.1
6/10/15 3:00,12.64,58.4
6/10/15 3:15,12.61,58.2
6/10/15 3:30,12.58,58
6/10/15 3:45,12.55,57.8
6/10/15 4:00,12.53,57.8
6/10/15 7:30,12.77,60.4
6/10/15 7:45,12.85,60.5
6/10/15 8:00,12.96,60.9
6/10/15 8:15,12.95,61.1
6/10/15 8:30,13.07,61.4
6/10/15 8:45,13.17,61.5
6/10/15 9:00,13.31,61.6
6/10/15 9:15,13.48,62
6/10/15 9:30,13.58,62.2
6/10/15 9:45,13.63,62.3
6/10/15 10:00,13.72,62.6
6/10/15 10:15,13.76,62.8
6/10/15 10:30,13.96,63.1
6/10/15 10:45,14.06,63.3
6/10/15 11:00,14.24,63.3
6/10/15 11:15,14.46,63.6
6/10/15 11:30,14.54,63.7
6/10/15 11:45,14.57,64
6/10/15 12:00,14.59,64.1
6/10/15 12:15,14.55,64.3
6/10/15 12:30,14.59,64.4
6/10/15 12:45,14.77,64.7
6/10/15 13:00,14.79,64.8
6/10/15 13:15,14.89,65.1
6/10/15 13:30,15.12,65.2
6/10/15 13:45,15.21,65.7
6/10/15 14:00,15.31,65.9
6/10/15 14:15,15.37,66.3
6/10/15 14:30,15.39,66.5
6/10/15 14:45,15.44,66.6
6/10/15 15:00,15.46,66.8
6/10/15 15:15,15.49,67.3
6/10/15 15:30,15.51,67.3
6/10/15 15:45,15.51,67.5
6/10/15 16:00,15.5,67.6
6/10/15 6:15,12.58,59.3
6/10/15 6:30,12.61,59.4
6/10/15 6:45,12.65,59.8
6/10/15 7:00,12.69,59.9
6/10/15 7:15,12.74,60.3
6/10/15 17:15,15.26,68.6
6/10/15 17:30,15.21,68.8
6/10/15 17:45,15.16,68.9
6/10/15 18:00,15.11,69.1
6/10/15 18:15,15.08,69.3
6/10/15 18:30,15.04,69.7
6/10/15 18:45,15.01,70
6/10/15 19:00,14.97,70.2
6/10/15 19:15,14.93,70.4
6/10/15 19:30,14.9,70.8
6/10/15 19:45,14.85,70.9
6/10/15 20:00,14.81,70.9
6/10/15 20:15,14.77,71.4
6/10/15 20:30,14.73,71.6
6/10/15 20:45,14.7,71.8
6/10/15 21:00,14.67,72.1
6/10/15 21:15,14.63,72.2
6/10/15 21:30,14.6,72.4
6/10/15 21:45,14.58,72.6
6/10/15 16:15,15.49,67.8
6/10/15 16:30,15.45,67.9
6/10/15 16:45,15.4,68.2
6/10/15 17:00,15.35,68.5
6/11/15 8:30,14.89,78.9
6/11/15 8:45,14.99,79.1
6/11/15 9:00,15.2,79.1
6/11/15 9:15,15.33,79.3
6/11/15 10:30,16.1,80.1
6/11/15 10:45,16.11,80.3
6/11/15 11:00,16.28,80.3
6/11/15 11:15,16.49,80.4
6/11/15 11:30,16.65,80.5
6/11/15 11:45,16.79,80.5
6/11/15 12:00,16.85,80.6
6/11/15 12:15,16.78,80.6
6/11/15 12:30,16.96,80.8
6/11/15 9:30,15.5,79.6
6/11/15 9:45,15.61,79.8
6/11/15 10:00,15.79,79.8
6/11/15 10:15,16,80
6/11/15 3:45,14.08,77
6/11/15 4:00,14.06,77.1
6/11/15 4:15,14.04,77.4
6/11/15 4:30,14.03,77.4
6/11/15 4:45,14.01,77.6
6/11/15 5:00,14,77.7
6/11/15 5:15,14,77.9
6/11/15 5:30,14,77.9
6/11/15 5:45,14.01,78
6/11/15 6:00,14.03,78.1
6/11/15 6:15,14.06,78.2
6/11/15 6:30,14.11,78.3
6/11/15 6:45,14.18,78.5
6/11/15 7:00,14.25,78.4
6/11/15 7:15,14.37,78.5
6/11/15 7:30,14.42,78.6
6/11/15 7:45,14.56,78.8
6/11/15 8:00,14.66,78.8
6/11/15 8:15,14.75,78.9
6/11/15 18:30,16.42,83.4
6/11/15 18:45,16.34,83.6
6/11/15 19:00,16.27,83.5
6/11/15 19:15,16.2,83.7
6/11/15 19:30,16.13,83.9
6/11/15 19:45,16.05,83.9
6/11/15 20:00,15.98,84
6/11/15 20:15,15.9,84.2
6/11/15 20:30,15.82,84.4
6/11/15 20:45,15.75,84.4
6/11/15 21:00,15.68,84.5
6/11/15 21:15,15.61,84.6
6/11/15 21:30,15.54,84.8
6/11/15 21:45,15.47,84.9
6/11/15 1:30,14.32,75.5
6/11/15 1:45,14.29,75.6
6/11/15 2:00,14.27,75.7
6/11/15 12:45,16.98,80.9
6/11/15 13:00,16.97,81.1
6/11/15 13:15,16.95,81
6/11/15 13:30,16.96,81.2
6/11/15 13:45,16.84,81.2
6/11/15 14:00,16.74,81.4
6/11/15 14:15,16.68,81.4
6/11/15 14:30,16.7,81.5
6/11/15 14:45,16.71,81.6
6/11/15 15:00,16.68,81.6
6/11/15 15:15,16.66,81.8
6/11/15 15:30,16.67,81.8
6/11/15 15:45,16.69,82
6/11/15 16:00,16.74,82.1
6/11/15 16:15,16.76,82.1
6/11/15 16:30,16.78,82.3
6/11/15 16:45,16.78,82.4
6/11/15 17:00,16.77,82.6
6/11/15 17:15,16.73,82.8
6/11/15 17:30,16.68,82.7
6/11/15 17:45,16.62,82.9
6/11/15 18:00,16.57,82.9
6/11/15 18:15,16.5,83
6/10/15 22:00,14.55,72.9
6/10/15 22:15,14.52,73.1
6/10/15 22:30,14.5,73.1
6/10/15 22:45,14.48,73.4
6/10/15 23:00,14.46,73.7
6/10/15 23:15,14.45,73.8
6/10/15 23:30,14.45,74
6/10/15 23:45,14.45,74.2
6/11/15 0:00,14.44,74.4
6/11/15 0:15,14.42,74.6
6/11/15 0:30,14.4,74.7
6/11/15 0:45,14.38,74.9
6/11/15 1:00,14.35,75
6/11/15 1:15,14.33,75.2
6/11/15 2:30,14.23,76
6/11/15 2:45,14.2,76.3
6/11/15 3:00,14.17,76.3
6/11/15 2:15,14.25,76
6/11/15 3:30,14.11,76.9
6/11/15 3:15,14.14,76.7
6/11/15 22:15,15.33,85.3
6/11/15 22:30,15.25,85.4
6/11/15 22:00,15.4,85.1
6/12/15 10:00,15.31,89.3
6/12/15 10:15,15.45,89.3
6/12/15 10:30,15.54,89.5
6/12/15 10:45,15.61,89.4
6/12/15 11:00,15.74,89.4
6/12/15 11:15,15.8,89.5
6/12/15 11:30,15.85,88.7
6/12/15 11:45,16,88.7
6/12/15 12:00,15.99,88.8
6/12/15 12:15,15.99,89
6/12/15 12:30,15.93,88.9
6/12/15 12:45,15.92,88.9
6/12/15 13:00,15.87,89
6/12/15 13:15,15.82,88.9
6/12/15 13:30,15.79,89
6/12/15 13:45,15.76,89.2
6/12/15 14:00,15.71,89
6/12/15 14:15,15.64,89.1
6/12/15 14:30,15.61,89.9
6/12/15 14:45,15.56,89.2
6/12/15 15:00,15.54,89.8
6/12/15 15:15,15.53,90.1
6/12/15 15:30,15.5,90.1
6/12/15 15:45,15.49,89.4
6/12/15 16:00,15.48,89.5
6/12/15 16:15,15.47,89.4
6/12/15 16:30,15.44,89.5
6/12/15 16:45,15.42,89.7
6/12/15 17:00,15.38,89.7
6/12/15 17:15,15.34,89.8
6/12/15 17:30,15.3,89.8
6/12/15 17:45,15.25,90.5
6/12/15 18:00,15.2,90.4
6/12/15 18:15,15.15,90
6/12/15 18:30,15.09,90.3
6/12/15 18:45,15.04,90.9
6/12/15 19:00,15,91.1
6/12/15 19:15,14.95,90.6
6/12/15 19:30,14.91,91.1
6/12/15 19:45,14.86,91.5
6/12/15 20:00,14.82,91.1
6/12/15 20:15,14.78,91.6
6/12/15 20:30,14.73,91.5
6/12/15 20:45,14.68,91.1
6/12/15 21:00,14.64,91.7
6/12/15 21:15,14.58,91.1
6/12/15 21:30,14.54,91.3
6/12/15 21:45,14.5,90.4
6/12/15 1:45,14.46,86.9
6/12/15 2:00,14.41,87.3
6/12/15 2:15,14.36,87.3
6/12/15 2:30,14.31,87.4
6/12/15 2:45,14.26,87.4
6/12/15 3:00,14.21,87.4
6/12/15 3:15,14.16,87.6
6/12/15 3:30,14.11,87.6
