dtp,Temp_deg_C,SpCond_uS_cm
8/10/15 4:30,13.58,0.5
8/10/15 4:45,13.62,0.5
8/10/15 5:00,13.95,0.4
8/10/15 5:15,14.01,0.4
8/10/15 5:30,14.37,0.3
8/10/15 2:30,14.05,0.6
8/10/15 2:45,14.13,0.6
8/10/15 3:00,14.08,0.6
8/10/15 3:15,14.41,0.5
8/10/15 3:30,14.12,0.5
8/10/15 7:00,16.3,0.4
8/10/15 7:15,16.51,0.3
8/10/15 7:30,17.1,0.4
8/10/15 7:45,16.51,0.3
8/10/15 8:00,16.92,0.3
8/10/15 8:15,16.91,0.3
8/10/15 8:30,17.8,0.5
8/10/15 8:45,18.16,0.5
8/10/15 9:00,18.18,0.4
8/10/15 9:15,18.39,0.4
8/10/15 9:30,18.5,0.4
8/10/15 9:45,18.44,0.4
8/10/15 10:00,19.74,0.6
8/10/15 10:15,19.65,0.6
8/10/15 10:30,19.58,0.6
8/10/15 10:45,20.11,0.6
8/10/15 11:00,20.36,0.6
8/10/15 11:15,20.65,0.6
8/10/15 11:30,20.57,0.7
8/10/15 11:45,20.73,0.6
8/10/15 12:00,20.78,0.6
8/10/15 12:15,21.49,0.1
8/10/15 12:30,21.9,0.1
8/10/15 12:45,21.79,0.1
8/10/15 13:00,21.91,0.1
8/10/15 13:15,22.15,0.1
8/10/15 13:30,22.18,0.1
8/10/15 13:45,22.48,0.1
8/10/15 14:00,22.53,0.1
8/10/15 14:15,22.55,0.1
8/10/15 14:30,22.76,0.1
8/10/15 14:45,22.29,0.1
8/10/15 15:00,22.07,0.1
8/10/15 15:15,21.76,0.1
8/10/15 15:30,21.84,0.1
8/10/15 5:45,14.41,0.3
8/10/15 6:00,14.96,0.4
8/10/15 6:15,15.12,0.3
8/10/15 6:30,15.25,0.3
8/10/15 6:45,15.77,0.4
8/10/15 16:45,20.84,0.6
8/10/15 17:00,20.71,0.6
8/10/15 17:15,20.57,0.6
8/10/15 17:30,20.43,0.6
8/10/15 17:45,20.31,0.6
8/10/15 18:00,20.15,0.6
8/10/15 18:15,19.94,0.6
8/10/15 18:30,19.72,0.6
8/10/15 18:45,19.45,0.6
8/10/15 19:00,19.31,0.7
8/10/15 19:15,19.16,0.7
8/10/15 19:30,18.83,0.7
8/10/15 19:45,18.7,0.7
8/10/15 20:00,18.56,0.7
8/10/15 20:15,18.46,0.6
8/10/15 20:30,18.42,0.7
8/10/15 20:45,18.32,0.7
8/10/15 21:00,18.37,0.7
8/10/15 21:15,18.32,0.6
8/10/15 21:30,18.24,0.7
8/10/15 21:45,18.13,0.7
8/10/15 16:15,21.15,0.6
8/10/15 16:30,20.98,0.6
8/10/15 15:45,21.52,0.1
8/10/15 16:00,21.33,0.1
8/11/15 8:30,16.87,0.3
8/11/15 8:45,16.83,0.3
8/11/15 10:00,16.8,0.2
8/11/15 10:15,16.79,0.2
8/11/15 10:30,16.81,0.2
8/11/15 10:45,16.62,0.2
8/11/15 11:00,16.56,0.2
8/11/15 11:15,16.55,0.2
8/11/15 11:30,16.54,19.7
8/11/15 11:45,16.54,107.8
8/11/15 12:00,16.55,130.5
8/11/15 9:00,16.85,0.2
8/11/15 9:15,16.84,0.2
8/11/15 9:30,16.85,0.2
8/11/15 9:45,16.83,0.2
8/11/15 3:15,17.09,0.6
8/11/15 3:30,17.04,0.6
8/11/15 3:45,16.97,0.7
8/11/15 4:00,16.98,0.6
8/11/15 4:15,16.89,0.7
8/11/15 4:30,16.9,0.7
8/11/15 4:45,16.94,0.7
8/11/15 5:00,16.92,0.7
8/11/15 5:15,16.94,0.7
8/11/15 5:30,16.93,0.7
8/11/15 5:45,16.93,0.7
8/11/15 6:00,16.93,0.6
8/11/15 6:15,17.04,0.1
8/11/15 6:30,17.08,0.7
8/11/15 6:45,17.06,0.7
8/11/15 7:00,16.95,0.7
8/11/15 7:15,16.91,0.6
8/11/15 7:30,16.85,0.6
8/11/15 7:45,16.88,0.5
8/11/15 8:00,16.88,0.4
8/11/15 8:15,16.89,0.3
8/11/15 18:30,16.3,114.9
8/11/15 18:45,16.26,114.2
8/11/15 19:00,16.22,113.7
8/11/15 19:15,16.18,113.2
8/11/15 19:30,16.15,112.8
8/11/15 19:45,16.11,112.4
8/11/15 20:00,16.08,111.9
8/11/15 20:15,16.05,111.2
8/11/15 20:30,16.02,110.6
8/11/15 20:45,16,110.1
8/11/15 21:00,15.97,109.5
8/11/15 21:15,15.96,109
8/11/15 21:30,15.94,108.6
8/11/15 21:45,15.92,108.2
8/11/15 1:30,17.31,0.6
8/11/15 12:15,16.59,130.4
8/11/15 12:30,16.59,130.3
8/11/15 12:45,16.61,129.8
8/11/15 13:00,16.62,129.4
8/11/15 13:15,16.62,129.3
8/11/15 13:30,16.62,129.1
8/11/15 13:45,16.65,128.7
8/11/15 14:00,16.68,128.5
8/11/15 14:15,16.73,127.9
8/11/15 14:30,16.76,127
8/11/15 14:45,16.75,126.6
8/11/15 15:00,16.73,126.6
8/11/15 15:15,16.7,126.5
8/11/15 15:30,16.68,126.3
8/11/15 15:45,16.66,125.8
8/11/15 16:00,16.65,125.3
8/11/15 16:15,16.63,124.8
8/11/15 16:30,16.61,123.9
8/11/15 16:45,16.58,122.8
8/11/15 17:00,16.54,122
8/11/15 17:15,16.5,120.8
8/11/15 17:30,16.46,119.6
8/11/15 17:45,16.42,118.4
8/11/15 18:00,16.38,117.2
8/11/15 18:15,16.34,116
8/10/15 22:00,18.13,0.7
8/10/15 22:15,18.13,0.6
8/10/15 22:30,18.09,0.7
8/10/15 22:45,18.04,0.6
8/10/15 23:00,17.93,0.6
8/10/15 23:15,17.67,0.7
8/10/15 23:30,17.6,0.7
8/10/15 23:45,17.55,0.7
8/11/15 0:00,17.47,0.7
8/11/15 0:15,17.44,0.6
8/11/15 0:30,17.45,0.6
8/11/15 0:45,17.41,0.6
8/11/15 1:00,17.31,0.7
8/11/15 1:15,17.29,0.6
8/11/15 2:30,17.24,0.6
8/11/15 1:45,17.3,0.6
8/11/15 2:00,17.31,0.6
8/11/15 2:15,17.27,0.6
8/11/15 2:45,17.21,0.6
8/11/15 3:00,17.16,0.6
8/11/15 22:00,15.9,107.8
8/12/15 9:15,16.41,111.2
8/12/15 9:30,16.45,111.1
8/12/15 9:45,16.5,111
8/12/15 10:00,16.48,111
8/12/15 10:15,16.5,111
8/12/15 10:30,16.57,111.1
8/12/15 10:45,16.65,111
8/12/15 11:00,16.65,110.9
8/12/15 11:15,16.95,110.9
8/12/15 11:30,16.96,110.8
8/12/15 11:45,17.06,110.9
8/12/15 12:00,17.52,110.9
8/12/15 12:15,17.63,111
8/12/15 12:30,17.66,111
8/12/15 12:45,17.63,111
8/12/15 13:00,17.82,111
8/12/15 13:15,17.99,111
8/12/15 13:30,18.16,111.1
8/12/15 13:45,18.4,111.1
8/12/15 14:00,18.46,111.2
8/12/15 14:15,18.49,111.2
8/12/15 14:30,18.41,111.2
8/12/15 14:45,18.3,111.2
8/12/15 15:00,18.35,111.2
8/12/15 15:15,18.31,111.3
8/12/15 15:30,18.33,111.3
8/12/15 15:45,18.29,111.4
8/12/15 16:00,18.24,111.5
8/12/15 16:15,18.18,111.6
8/12/15 16:30,18.1,111.6
8/12/15 16:45,18,111.7
8/12/15 17:00,17.9,111.9
8/12/15 17:15,17.85,111.9
8/12/15 17:30,17.83,112
8/12/15 17:45,17.78,112.2
8/12/15 18:00,17.7,112.4
8/12/15 18:15,17.63,112.5
8/12/15 18:30,17.55,112.6
8/12/15 18:45,17.47,112.8
8/12/15 19:00,17.4,112.8
8/12/15 19:15,17.34,112.9
8/12/15 19:30,17.28,113.1
8/12/15 19:45,17.22,113.2
8/12/15 20:00,17.17,113.4
8/12/15 20:15,17.12,113.6
8/12/15 20:30,17.09,113.7
8/12/15 20:45,17.05,113.9
8/12/15 21:00,17.01,113.9
8/12/15 21:15,16.98,113.9
8/12/15 21:30,16.95,114
8/12/15 21:45,16.91,114.1
8/12/15 1:45,15.74,107.4
8/12/15 2:00,15.71,107.6
8/12/15 2:15,15.7,107.8
8/12/15 2:30,15.69,108.2
8/12/15 2:45,15.67,108.4
8/12/15 3:00,15.67,108.8
8/12/15 3:15,15.66,109.1
8/12/15 3:30,15.65,109.4
8/12/15 3:45,15.65,109.5
8/12/15 4:00,15.64,109.6
8/12/15 4:15,15.63,109.7
8/12/15 4:30,15.63,109.8
8/12/15 4:45,15.63,110
8/12/15 5:00,15.64,110.1
8/12/15 5:15,15.64,110.2
8/12/15 5:30,15.66,110.4
8/12/15 5:45,15.68,110.7
8/12/15 6:00,15.71,111
8/12/15 6:15,15.73,111.4
8/12/15 6:30,15.77,111.7
8/12/15 6:45,15.81,111.8
8/12/15 7:00,15.85,112
8/12/15 7:15,15.9,112
8/12/15 7:30,15.95,111.9
8/12/15 7:45,16.01,111.9
8/12/15 8:00,16.07,111.8
8/11/15 22:15,15.89,107.5
8/11/15 22:30,15.88,107.3
8/11/15 22:45,15.86,107
8/11/15 23:00,15.85,106.9
8/11/15 23:15,15.85,106.7
8/11/15 23:30,15.84,106.7
8/11/15 23:45,15.83,106.7
8/12/15 0:00,15.82,106.6
8/12/15 0:15,15.81,106.7
8/12/15 0:30,15.8,106.7
8/12/15 0:45,15.79,106.8
8/12/15 1:00,15.78,106.9
8/12/15 1:15,15.77,107.1
8/12/15 1:30,15.76,107.2
8/12/15 8:15,16.12,111.7
8/12/15 8:30,16.24,111.6
8/12/15 8:45,16.34,111.5
8/12/15 9:00,16.35,111.5
8/12/15 23:00,16.65,114.5
8/12/15 23:15,16.6,114.6
8/12/15 23:30,16.56,114.6
8/12/15 23:45,16.51,114.7
8/13/15 0:00,16.46,114.7
8/13/15 0:15,16.42,114.6
8/13/15 0:30,16.36,114.9
8/13/15 0:45,16.3,115
8/13/15 1:00,16.24,115
8/12/15 22:00,16.86,114.1
8/12/15 22:15,16.81,114.3
8/12/15 22:30,16.76,114.4
8/12/15 22:45,16.7,114.4
8/13/15 2:15,16.01,115.5
8/13/15 2:30,15.97,115.5
8/13/15 2:45,15.93,115.7
8/13/15 3:00,15.88,115.8
8/13/15 3:15,15.84,115.8
8/13/15 3:30,15.81,115.9
8/13/15 3:45,15.77,115.9
8/13/15 4:00,15.73,116
8/13/15 4:15,15.7,116
8/13/15 1:15,16.18,115.1
8/13/15 1:30,16.14,115.1
8/13/15 1:45,16.1,115.3
8/13/15 2:00,16.06,115.4
8/13/15 15:30,18.54,118.9
8/13/15 15:45,18.49,118.9
8/13/15 16:00,18.39,119
8/13/15 16:15,18.32,119
8/13/15 16:30,18.29,119
8/13/15 16:45,18.23,119.2
8/13/15 17:00,18.16,119.2
8/13/15 17:15,18.06,119.2
8/13/15 17:30,17.92,119.3
8/13/15 17:45,17.76,119.3
8/13/15 18:00,17.6,119.4
8/13/15 18:15,17.46,119.4
8/13/15 18:30,17.33,119.5
8/13/15 18:45,17.23,119.5
8/13/15 19:00,17.14,119.6
8/13/15 19:15,17.04,119.6
8/13/15 19:30,16.95,119.7
8/13/15 19:45,16.87,119.7
8/13/15 20:00,16.79,119.9
8/13/15 20:15,16.71,119.9
8/13/15 20:30,16.64,120
8/13/15 20:45,16.56,120.1
8/13/15 21:00,16.49,120.2
8/13/15 21:15,16.41,120.3
8/13/15 21:30,16.34,120.4
8/13/15 21:45,16.26,120.5
8/13/15 11:45,17.3,117.9
8/13/15 12:00,17.34,117.9
8/13/15 12:15,17.58,117.9
8/13/15 12:30,17.84,118.1
8/13/15 12:45,18.12,118.2
8/13/15 13:00,18.33,118.3
8/13/15 13:15,18.4,118.4
8/13/15 13:30,18.55,118.5
8/13/15 13:45,18.5,118.6
8/13/15 14:00,18.51,118.6
8/13/15 14:15,18.6,118.7
8/13/15 4:30,15.66,116.2
8/13/15 4:45,15.65,116.2
8/13/15 5:00,15.64,116.2
8/13/15 5:15,15.64,116.2
8/13/15 5:30,15.65,116.3
8/13/15 5:45,15.65,116.3
8/13/15 6:00,15.66,116.4
8/13/15 6:15,15.69,116.4
8/13/15 6:30,15.74,116.5
8/13/15 6:45,15.78,116.6
8/13/15 7:00,15.82,116.6
8/13/15 7:15,15.9,116.7
8/13/15 7:30,15.97,116.8
8/13/15 7:45,16.05,116.8
8/13/15 8:00,16.2,116.8
8/13/15 8:15,16.34,116.8
8/13/15 8:30,16.26,116.9
8/13/15 8:45,16.28,117
8/13/15 9:00,16.32,117.1
8/13/15 9:15,16.46,117.1
8/13/15 9:30,16.64,117.2
8/13/15 9:45,16.72,117.3
8/13/15 10:00,16.81,117.3
8/13/15 10:15,16.96,117.5
8/13/15 10:30,17,117.6
8/13/15 10:45,17.08,117.6
8/13/15 11:00,17.08,117.6
8/13/15 11:15,17.17,117.7
8/13/15 11:30,17.32,117.8
8/13/15 15:00,18.63,118.9
8/13/15 15:15,18.62,118.8
8/13/15 14:30,18.64,118.7
8/13/15 14:45,18.67,118.8
8/13/15 22:30,16.04,120.6
8/13/15 23:15,15.79,120.9
8/13/15 23:30,15.71,120.9
8/13/15 22:45,15.95,120.8
8/13/15 23:00,15.87,120.8
8/14/15 0:15,15.49,121.1
8/14/15 0:30,15.42,121.2
8/13/15 23:45,15.64,121
8/14/15 0:00,15.56,121.1
8/13/15 22:00,16.18,120.5
8/13/15 22:15,16.1,120.6
8/14/15 1:45,15.04,121.7
8/14/15 2:00,14.97,121.8
8/14/15 2:15,14.91,121.9
8/14/15 2:30,14.85,122
8/14/15 2:45,14.78,122
8/14/15 3:00,14.72,122.1
8/14/15 3:15,14.66,122.3
8/14/15 3:30,14.6,122.3
8/14/15 3:45,14.54,122.4
8/14/15 4:00,14.49,122.5
8/14/15 4:15,14.44,122.5
8/14/15 4:30,14.4,122.5
8/14/15 4:45,14.37,122.6
8/14/15 5:00,14.35,122.8
8/14/15 5:15,14.34,122.7
8/14/15 5:30,14.33,122.6
8/14/15 5:45,14.33,122.9
8/14/15 6:00,14.35,122.8
8/14/15 6:15,14.36,122.9
8/14/15 6:30,14.41,122.9
8/14/15 6:45,14.46,122.9
8/14/15 7:00,14.53,122.6
8/14/15 7:15,14.64,122.9
8/14/15 7:30,14.75,120.3
8/14/15 7:45,14.82,122.7
8/14/15 8:00,14.95,123.5
8/14/15 8:15,15.11,121.6
8/14/15 8:30,15.32,120.7
8/14/15 8:45,15.58,122.9
8/14/15 9:00,15.88,118.2
8/14/15 9:15,16.22,118.6
8/14/15 9:30,16.57,122.5
8/14/15 9:45,16.92,121.2
8/14/15 10:00,17.27,120.1
8/14/15 10:15,17.62,122.8
8/14/15 10:30,17.97,119.2
8/14/15 0:45,15.34,121.4
8/14/15 1:00,15.26,121.4
8/14/15 1:15,15.19,121.5
8/14/15 1:30,15.12,121.7
8/14/15 21:45,17.72,0.2
8/14/15 11:45,19.04,111.5
8/14/15 12:00,19.35,123.7
8/14/15 12:15,19.61,104.1
8/14/15 12:30,19.85,122.1
8/14/15 12:45,20,111.8
8/14/15 13:00,20.05,99.2
8/14/15 13:15,20.17,101.5
8/14/15 13:30,20.09,90
8/14/15 13:45,20.19,111.4
8/14/15 14:00,20.09,40.4
8/14/15 14:15,20.03,72.7
8/14/15 14:30,19.96,76.9
8/14/15 14:45,19.97,52.8
8/14/15 15:00,20,76
8/14/15 15:15,19.85,26.2
8/14/15 15:30,19.74,16.3
8/14/15 15:45,19.63,23.9
8/14/15 16:00,19.54,15.4
8/14/15 16:15,19.47,2.4
8/14/15 16:30,19.34,2.1
8/14/15 16:45,19.19,1.6
8/14/15 17:00,19.07,19.4
8/14/15 17:15,18.97,15.9
8/14/15 17:30,18.85,1.4
8/14/15 17:45,18.72,0.4
8/14/15 18:00,18.59,0.5
8/14/15 18:15,18.47,3.8
8/14/15 18:30,18.39,0.3
8/14/15 18:45,18.3,0.3
8/14/15 19:00,18.23,0.3
8/14/15 19:15,18.16,0.2
8/14/15 19:30,18.09,0.2
8/14/15 19:45,18.04,0.2
8/14/15 20:00,18.01,0.2
8/14/15 20:15,17.97,0.2
8/14/15 20:30,17.93,0.2
8/14/15 10:45,18.32,119.9
8/14/15 11:00,18.51,117.2
8/14/15 11:15,18.49,123.7
8/14/15 11:30,18.54,123.9
8/14/15 21:30,17.77,0.2
8/14/15 20:45,17.89,0.2
8/14/15 21:00,17.86,0.3
8/14/15 21:15,17.82,0.2
8/14/15 22:45,17.58,0.2
8/14/15 23:45,17.45,0.2
8/14/15 23:00,17.55,0.2
8/14/15 23:15,17.52,0.2
8/14/15 23:30,17.49,0.2
8/15/15 0:45,17.35,0.3
8/15/15 0:00,17.41,0.2
8/15/15 0:15,17.39,0.2
8/15/15 0:30,17.37,0.2
8/14/15 22:30,17.6,0.2
8/15/15 2:00,17.14,125.3
8/15/15 2:15,17.11,127.2
8/15/15 2:30,17.08,127.1
8/15/15 2:45,17.05,127
8/15/15 3:00,17.02,126.9
8/15/15 3:15,16.99,126.9
8/15/15 3:30,16.96,127
8/15/15 3:45,16.93,127.2
8/15/15 4:00,16.9,127.5
8/15/15 1:00,17.32,0.3
8/15/15 1:15,17.28,2.5
8/15/15 1:30,17.24,4.8
8/15/15 1:45,17.19,64.7
8/15/15 5:15,16.83,128.4
8/15/15 5:30,16.84,128.3
8/15/15 5:45,16.86,128
8/15/15 6:00,16.88,127.8
8/15/15 6:15,16.92,127.6
8/15/15 6:30,17,127.4
8/15/15 6:45,17.04,127.3
8/15/15 7:00,17.1,127
8/15/15 7:15,17.11,126.9
8/15/15 4:15,16.87,127.9
8/15/15 4:30,16.86,128.3
8/15/15 4:45,16.84,128.4
8/15/15 5:00,16.83,128.5
8/15/15 8:30,17.59,126.7
8/15/15 8:45,17.76,126.7
8/15/15 9:00,17.83,126.7
8/15/15 9:15,17.9,126.8
8/15/15 9:30,18.09,126.9
8/15/15 9:45,18.51,127
8/15/15 10:00,18.82,127.1
8/15/15 10:15,19.11,127.3
8/15/15 10:30,19.49,127.4
8/15/15 10:45,19.42,127.3
8/15/15 11:00,19.58,127.4
8/15/15 11:15,19.67,127.5
8/15/15 11:30,19.8,127.3
8/15/15 11:45,19.98,127.4
8/15/15 12:00,20.15,127.3
8/15/15 12:15,20.39,127.5
8/15/15 12:30,20.6,127.4
8/15/15 12:45,20.74,127.2
8/15/15 13:00,20.83,127.3
8/15/15 13:15,21.08,127.3
8/15/15 13:30,21.17,127.3
8/15/15 13:45,21.28,127.2
8/15/15 14:00,21.42,127.3
8/15/15 14:15,21.45,127.2
8/15/15 14:30,21.35,126.1
8/15/15 14:45,21.21,126.7
8/15/15 15:00,21.11,127.1
8/15/15 15:15,21,126.3
8/15/15 15:30,20.91,126.2
8/15/15 15:45,20.83,126.5
8/15/15 16:00,20.75,121.1
8/15/15 16:15,20.65,101.3
8/15/15 16:30,20.54,112.2
8/15/15 16:45,20.41,118.6
8/15/15 17:00,20.29,123.8
8/15/15 17:15,20.19,125.5
8/15/15 7:30,17.1,126.8
8/15/15 7:45,17.18,126.6
8/15/15 8:00,17.39,126.7
8/15/15 8:15,17.52,126.7
8/14/15 22:15,17.62,0.2
8/14/15 22:00,17.67,0.2
8/15/15 18:30,19.54,36.3
8/15/15 18:45,19.41,14.7
8/15/15 19:00,19.29,4
8/15/15 19:15,19.19,14
8/15/15 19:30,19.1,41.5
8/15/15 19:45,19.02,4.2
8/15/15 20:00,18.94,1.4
8/15/15 20:15,18.85,1.3
8/15/15 20:30,18.77,0.5
8/15/15 20:45,18.68,1.2
8/15/15 21:00,18.6,0.5
8/15/15 21:15,18.52,0.4
8/15/15 21:30,18.44,0.3
8/15/15 21:45,18.4,0.3
8/15/15 18:15,19.68,3.8
8/15/15 17:30,20.08,69.7
8/15/15 17:45,19.97,23.7
8/15/15 18:00,19.83,41.9
8/16/15 8:15,18.32,0.2
8/16/15 8:30,18.81,0.2
8/16/15 8:45,19.25,0.3
8/16/15 9:00,19.18,0.5
8/16/15 9:15,19.6,0.5
8/16/15 9:30,20.15,0.9
8/16/15 9:45,20.52,0.9
8/16/15 10:00,20.75,0.8
8/16/15 10:15,20.76,0.8
8/16/15 11:30,21.78,0.8
8/16/15 11:45,22.12,0.8
8/16/15 12:00,22.21,0.2
8/16/15 12:15,22.19,0.1
8/16/15 12:30,22.51,0.8
8/16/15 12:45,22.43,0.2
8/16/15 13:00,22.59,0.7
8/16/15 13:15,22.31,0.8
8/16/15 13:30,22.59,0.2
8/16/15 10:30,20.84,0.7
8/16/15 10:45,21.45,0.9
8/16/15 11:00,21.28,0.8
8/16/15 11:15,21.43,0.8
8/16/15 4:45,16.91,0.2
8/16/15 5:00,16.98,0.2
8/16/15 5:15,17,0.2
8/16/15 5:30,17.05,0.2
8/16/15 5:45,17.1,0.2
8/16/15 6:00,17.2,0.2
8/16/15 6:15,17.21,0.2
8/16/15 6:30,17.33,0.1
8/16/15 6:45,17.57,0.2
8/16/15 7:00,17.74,0.2
8/16/15 7:15,18.11,0.1
8/16/15 7:30,18.16,0.2
8/16/15 7:45,18.27,0.2
8/16/15 8:00,18.49,0.2
8/16/15 18:15,20.47,0.8
8/16/15 18:30,20.28,0.8
8/16/15 18:45,20.07,0.7
8/16/15 19:00,19.9,0.2
8/16/15 19:15,19.73,0.8
8/16/15 19:30,19.53,0.8
8/16/15 19:45,19.37,0.8
8/16/15 20:00,19.15,0.2
8/16/15 20:15,19.05,0.2
8/16/15 20:30,18.76,0.2
8/16/15 20:45,18.67,0.2
8/16/15 21:00,18.48,0.2
8/16/15 21:15,18.37,0.2
8/16/15 21:30,18.15,0.2
8/16/15 21:45,17.99,0.2
8/16/15 1:45,17.42,0.2
8/16/15 2:00,17.35,0.2
8/16/15 2:15,17.31,0.2
8/16/15 2:30,17.19,0.2
8/16/15 2:45,17.13,0.2
8/16/15 3:00,17.12,0.2
8/16/15 3:15,16.99,0.2
8/16/15 13:45,22.72,0.7
8/16/15 14:00,22.28,0.1
8/16/15 14:15,22.7,0.2
8/16/15 14:30,22.72,0.7
8/16/15 14:45,22.56,0.2
8/16/15 15:00,22.47,0.7
8/16/15 15:15,22.66,0.7
8/16/15 15:30,22.57,0.7
8/16/15 15:45,22.46,0.7
8/16/15 16:00,22.29,0.7
8/16/15 16:15,22.1,0.7
8/16/15 16:30,21.91,0.7
8/16/15 16:45,21.75,0.8
8/16/15 17:00,21.57,0.7
8/16/15 17:15,21.38,0.7
8/16/15 17:30,21.18,0.7
8/16/15 17:45,20.97,0.8
8/16/15 18:00,20.68,0.7
8/15/15 22:00,18.34,0.2
8/15/15 22:15,18.28,0.2
8/15/15 22:30,18.2,0.2
8/15/15 22:45,18.07,0.2
8/15/15 23:00,18.04,0.2
8/15/15 23:15,17.97,0.2
8/15/15 23:30,17.91,0.2
8/15/15 23:45,17.78,0.2
8/16/15 0:00,17.77,0.2
8/16/15 0:15,17.68,0.2
8/16/15 0:30,17.61,0.2
8/16/15 0:45,17.51,0.2
8/16/15 1:00,17.54,0.2
8/16/15 1:15,17.5,0.2
8/16/15 1:30,17.45,0.2
8/16/15 3:45,17.1,0.2
8/16/15 4:00,17.08,0.2
8/16/15 4:15,17.03,0.2
8/16/15 3:30,17.16,0.2
8/16/15 4:30,17.03,0.2
8/16/15 22:00,17.88,0.2
8/16/15 22:15,17.75,0.2
8/16/15 22:30,17.56,0.2
8/16/15 23:00,17.34,0.2
8/16/15 23:15,17.27,0.2
8/16/15 23:30,17.18,0.2
8/16/15 22:45,17.37,0.2
8/17/15 11:00,23.6,0.1
8/17/15 11:15,23.41,0.1
8/17/15 11:30,23.29,0.1
8/17/15 11:45,24.11,0.1
8/17/15 12:00,24.52,0.1
8/17/15 12:15,24.74,0.1
8/17/15 12:30,24.51,0.1
8/17/15 12:45,24.57,0.1
8/17/15 13:00,24.91,0.1
8/17/15 13:15,25.28,0
8/17/15 13:30,24.13,0.1
8/17/15 13:45,23.88,0.1
8/17/15 14:00,23.95,0.1
8/17/15 14:15,24.2,0.1
8/17/15 14:30,23.85,0.1
8/17/15 14:45,23.77,0.1
8/17/15 15:00,23.96,0.1
8/17/15 15:15,23.57,0.1
8/17/15 15:30,23.46,0.1
8/17/15 15:45,23.34,0.1
8/17/15 16:00,23.22,0.1
8/17/15 16:15,23.09,0.1
8/17/15 16:30,22.93,0.1
8/17/15 16:45,22.64,0.1
8/17/15 17:00,22.41,0.1
8/17/15 17:15,22.19,0.1
8/17/15 17:30,21.96,0.1
8/17/15 17:45,21.67,0.1
8/17/15 18:00,21.38,0.1
8/17/15 18:15,21.12,0.1
8/17/15 18:30,20.87,0.1
8/17/15 18:45,20.76,0.1
8/17/15 19:00,20.51,0.1
8/17/15 19:15,20.39,0.1
8/17/15 19:30,20.21,0.1
8/17/15 19:45,20.01,0.1
8/17/15 20:00,19.76,0.1
8/17/15 20:15,19.7,0.1
8/17/15 20:30,19.53,0.1
8/17/15 20:45,19.3,0.1
8/17/15 21:00,19.24,0.1
8/17/15 21:15,19.08,0.1
8/17/15 21:30,19.02,0.1
8/17/15 21:45,18.84,0.1
8/17/15 1:45,16.37,0.1
8/17/15 2:00,16.27,0.8
8/17/15 2:15,16.08,0.1
8/17/15 2:30,16.08,0.1
8/17/15 2:45,15.76,0.1
8/17/15 3:00,15.64,0.1
8/17/15 3:15,15.67,0.1
8/17/15 3:30,15.53,0.1
8/17/15 3:45,15.53,0.1
8/17/15 4:00,15.53,0.8
8/17/15 4:15,15.08,0.1
8/17/15 4:30,15.29,0.1
8/17/15 4:45,15.27,0.1
8/17/15 5:00,15.28,0.1
8/17/15 5:15,15.43,0.1
8/17/15 5:30,15.27,0.8
8/17/15 5:45,15.5,0.7
8/17/15 6:00,15.72,0.7
8/17/15 6:15,16,0.6
8/17/15 6:30,16.13,0.4
8/17/15 6:45,16.43,0.3
8/17/15 7:00,16.66,0.3
8/17/15 7:15,16.88,0.2
8/17/15 7:30,17.32,0.2
8/17/15 7:45,17.66,0.2
8/17/15 8:00,18.3,0.4
8/17/15 8:15,18.66,0.6
8/17/15 8:30,19.37,0.6
8/17/15 8:45,20.21,0.6
8/17/15 9:00,20.68,0.6
8/17/15 9:15,20.93,0.6
8/17/15 9:30,20.65,0.6
8/16/15 23:45,17.12,0.2
8/17/15 0:00,17,0.1
8/17/15 0:15,16.85,0.1
8/17/15 0:30,16.75,0.1
8/17/15 0:45,16.79,0.8
8/17/15 1:00,16.69,0.1
8/17/15 1:15,16.61,0.1
8/17/15 1:30,16.5,0.1
8/17/15 10:15,22.85,0.1
8/17/15 10:30,22.77,0.1
8/17/15 9:45,21.24,0.6
8/17/15 10:00,21.21,0.6
8/17/15 10:45,22.66,0.1
8/17/15 22:00,18.75,0.1
8/17/15 22:15,18.55,0.1
8/17/15 22:45,18.28,0.1
8/17/15 23:00,18.13,0.1
8/17/15 23:15,18.05,0.1
8/17/15 22:30,18.38,0.1
8/18/15 0:45,17.4,0.1
8/18/15 1:00,17.22,0.1
8/18/15 1:15,17.27,0.1
8/18/15 1:30,17.22,0.1
8/18/15 1:45,17.07,0.1
8/18/15 2:00,17,0.1
8/18/15 2:15,16.87,0.1
8/18/15 2:30,16.34,0.1
8/17/15 23:30,17.97,0.1
8/17/15 23:45,17.82,0.1
8/18/15 0:00,17.64,0.1
8/18/15 0:15,17.5,0.1
8/18/15 0:30,17.48,0.1
8/18/15 4:00,16.26,0.1
8/18/15 4:15,16.2,0.1
8/18/15 4:30,15.96,0.1
8/18/15 4:45,16.25,0.1
8/18/15 5:00,16.28,0.1
8/18/15 5:15,16.43,0.1
8/18/15 5:30,16.39,0.7
8/18/15 5:45,16.49,0.7
8/18/15 2:45,16.81,0.1
8/18/15 3:00,16.5,0.1
8/18/15 3:15,16.47,0.1
8/18/15 3:30,16.32,0.1
8/18/15 3:45,16.3,0.1
8/18/15 17:30,22.28,0.1
8/18/15 17:45,22.09,0.1
8/18/15 18:00,21.81,0.1
