Date,SpCond_uS_cm,HDO__Sat,,
2015-05-20T21:45:00Z,223.1,93.2,0,0
2015-05-20T22:00:00Z,223.1,92.8,0,0
2015-05-20T22:15:00Z,223.4,92.4,0,0
2015-05-20T22:30:00Z,224.7,91.6,0,0
2015-05-20T22:45:00Z,224.5,91,0,0
2015-05-20T23:00:00Z,224.4,90.4,0,0
2015-05-20T23:15:00Z,224.4,89.9,0,0
2015-05-20T23:30:00Z,224,89.4,0,0
2015-05-20T23:45:00Z,223.7,88.9,0,0
2015-05-21T00:00:00Z,223.3,88.4,0,0
2015-05-21T00:15:00Z,223.1,87.9,0,0
2015-05-21T00:30:00Z,222.6,87.5,0,0
2015-05-21T00:45:00Z,222.4,87.2,0,0
2015-05-21T01:00:00Z,222.1,87,0,0
2015-05-21T01:15:00Z,221.7,86.8,0,0
2015-05-21T01:30:00Z,221.2,86.6,0,0
2015-05-21T01:45:00Z,220.9,86.5,0,0
2015-05-21T02:00:00Z,220.2,86.4,0,0
2015-05-21T02:15:00Z,220.1,86.2,0,0
2015-05-21T02:30:00Z,219.7,86.3,0,0
2015-05-21T02:45:00Z,218.9,86.2,0,0
2015-05-21T03:00:00Z,218.7,86.2,0,0
2015-05-21T03:15:00Z,218.1,86.2,0,0
2015-05-21T03:30:00Z,217.9,86.1,0,0
2015-05-21T03:45:00Z,217.5,86,0,0
2015-05-21T04:00:00Z,217.2,86,0,0
2015-05-21T04:15:00Z,216.6,86,0,0
2015-05-21T04:30:00Z,216.1,85.9,0,0
2015-05-21T04:45:00Z,216.1,85.8,0,0
2015-05-21T05:00:00Z,215.6,85.6,0,0
2015-05-21T05:15:00Z,215.2,85.4,0,0
2015-05-21T05:30:00Z,214.8,85.2,0,0
2015-05-21T05:45:00Z,214.6,84.9,0,0
2015-05-21T06:00:00Z,213.6,84.6,0,0
2015-05-21T06:15:00Z,213.2,84.3,0,0
2015-05-21T06:30:00Z,212.6,83.9,0,0
2015-05-21T06:45:00Z,211.7,83.5,0,0
2015-05-21T07:00:00Z,210.9,83.1,0,0
2015-05-21T07:15:00Z,209.8,82.6,0,0
2015-05-21T07:30:00Z,209,82.2,0,0
2015-05-21T07:45:00Z,208.2,81.8,0,0
2015-05-21T08:00:00Z,207.1,81.3,0,0
2015-05-21T08:15:00Z,206.1,80.8,0,0
2015-05-21T08:30:00Z,205.5,80.5,0,0
2015-05-21T08:45:00Z,204.5,80.1,0,0
2015-05-21T09:00:00Z,203.7,79.6,0,0
2015-05-21T09:15:00Z,202.8,79.3,0,0
2015-05-21T09:30:00Z,202.1,79,0,0
2015-05-21T09:45:00Z,201.5,78.7,0,0
2015-05-21T10:00:00Z,201,78.5,0,0
2015-05-21T10:15:00Z,200.6,78.4,0,0
2015-05-21T10:30:00Z,200.2,78.4,0,0
2015-05-21T10:45:00Z,200,78.4,0,0
2015-05-21T11:00:00Z,199.7,78.6,0,0
2015-05-21T11:15:00Z,199.6,78.8,0,0
2015-05-21T11:30:00Z,199.5,79.1,0,0
2015-05-21T11:45:00Z,199.4,79.2,0,0
2015-05-21T12:00:00Z,199.5,79.8,0,0
2015-05-21T12:15:00Z,199.5,80.5,0,0
2015-05-21T12:30:00Z,199.6,80.7,0,0
2015-05-21T12:45:00Z,199.8,80.5,0,0
2015-05-21T13:00:00Z,199.9,80.6,0,0
2015-05-21T13:15:00Z,200.1,81.2,0,0
2015-05-21T13:30:00Z,200.4,81.2,0,0
2015-05-21T13:45:00Z,200.6,81.2,0,0
2015-05-21T14:00:00Z,200.9,81.9,0,0
2015-05-21T14:15:00Z,201.2,82.8,0,0
2015-05-21T14:30:00Z,201.5,83.9,0,0
2015-05-21T14:45:00Z,201.8,84.6,0,0
2015-05-21T15:00:00Z,202.1,85.1,0,0
2015-05-21T15:15:00Z,202.5,85.8,0,0
2015-05-21T15:30:00Z,202.8,86.6,0,0
2015-05-21T15:45:00Z,203.2,87.2,0,0
2015-05-21T16:00:00Z,203.5,87.5,0,0
2015-05-21T16:15:00Z,203.8,87.7,0,0
2015-05-21T16:30:00Z,204.2,87.4,0,0
2015-05-21T16:45:00Z,204.5,87.5,0,0
2015-05-21T17:00:00Z,204.8,88.1,0,0
2015-05-21T17:15:00Z,205.3,88.6,0,0
2015-05-21T17:30:00Z,205.6,89.1,0,0
2015-05-21T17:45:00Z,205.9,88.6,0,0
2015-05-21T18:00:00Z,206.2,88.6,0,0
2015-05-21T18:15:00Z,206.8,89.1,0,0
2015-05-21T18:30:00Z,207,89.6,0,0
2015-05-21T18:45:00Z,207.5,90.1,0,0
2015-05-21T19:00:00Z,207.8,90.2,0,0
2015-05-21T19:15:00Z,208.2,90.6,0,0
2015-05-21T19:30:00Z,208.6,90.9,0,0
2015-05-21T19:45:00Z,209,91.1,0,0
2015-05-21T20:00:00Z,209.5,91.2,0,0
2015-05-21T20:15:00Z,209.9,91.2,0,0
2015-05-21T20:30:00Z,210.3,91.2,0,0
2015-05-21T20:45:00Z,210.7,91.2,0,0
2015-05-21T21:00:00Z,211.2,91.3,0,0
2015-05-21T21:15:00Z,211.6,91.2,0,0
2015-05-21T21:30:00Z,212.2,90.9,0,0
2015-05-21T21:45:00Z,212.6,90.7,0,0
2015-05-21T22:00:00Z,213,90.5,0,0
2015-05-21T22:15:00Z,213.5,90.1,0,0
2015-05-21T22:30:00Z,213.9,89.8,0,0
2015-05-21T22:45:00Z,214.3,89.4,0,0
2015-05-21T23:00:00Z,214.7,89.2,0,0
2015-05-21T23:15:00Z,215,89.1,0,0
2015-05-21T23:30:00Z,215.3,88.9,0,0
2015-05-21T23:45:00Z,215.7,88.6,0,0
2015-05-22T00:00:00Z,216,88.3,0,0
2015-05-22T00:15:00Z,216.2,88,0,0
2015-05-22T00:30:00Z,216.6,87.9,0,0
2015-05-22T00:45:00Z,216.9,87.8,0,0
2015-05-22T01:00:00Z,217,87.6,0,0
2015-05-22T01:15:00Z,217.4,87.6,0,0
2015-05-22T01:30:00Z,217.5,87.5,0,0
2015-05-22T01:45:00Z,217.8,87.4,0,0
2015-05-22T02:00:00Z,217.9,87.4,0,0
2015-05-22T02:15:00Z,218,87.3,0,0
2015-05-22T02:30:00Z,218.1,87.1,0,0
2015-05-22T02:45:00Z,218.3,87.1,0,0
2015-05-22T03:00:00Z,218.3,87,0,0
2015-05-22T03:15:00Z,218.4,86.9,0,0
2015-05-22T03:30:00Z,218.5,86.8,0,0
2015-05-22T03:45:00Z,218.5,86.8,0,0
2015-05-22T04:00:00Z,218.5,86.7,0,0
2015-05-22T04:15:00Z,218.5,86.6,0,0
2015-05-22T04:30:00Z,218.4,86.5,0,0
2015-05-22T04:45:00Z,218.4,86.5,0,0
2015-05-22T05:00:00Z,218.4,86.4,0,0
2015-05-22T05:15:00Z,218.1,86.4,0,0
2015-05-22T05:30:00Z,218.2,86.2,0,0
2015-05-22T05:45:00Z,218,86.2,0,0
2015-05-22T06:00:00Z,217.9,86.1,0,0
2015-05-22T06:15:00Z,217.7,86.1,0,0
2015-05-22T06:30:00Z,217.7,86,0,0
2015-05-22T06:45:00Z,217.6,85.9,0,0
2015-05-22T07:00:00Z,217.3,85.7,0,0
2015-05-22T07:15:00Z,217.3,85.7,0,0
2015-05-22T07:30:00Z,217,85.7,0,0
2015-05-22T07:45:00Z,217,85.5,0,0
2015-05-22T08:00:00Z,216.8,85.5,0,0
2015-05-22T08:15:00Z,216.6,85.3,0,0
2015-05-22T08:30:00Z,216.5,85.3,0,0
2015-05-22T08:45:00Z,216.2,85.2,0,0
2015-05-22T09:00:00Z,216.1,85.1,0,0
2015-05-22T09:15:00Z,216,84.9,0,0
2015-05-22T09:30:00Z,215.8,84.9,0,0
2015-05-22T09:45:00Z,215.7,84.8,0,0
2015-05-22T10:00:00Z,215.5,84.9,0,0
2015-05-22T10:15:00Z,215.5,85,0,0
2015-05-22T10:30:00Z,215.4,85.1,0,0
2015-05-22T10:45:00Z,215.2,85.5,0,0
2015-05-22T11:00:00Z,215.2,85.6,0,0
2015-05-22T11:15:00Z,215.1,85.4,0,0
2015-05-22T11:30:00Z,215.1,85.6,0,0
2015-05-22T11:45:00Z,215,86.1,0,0
2015-05-22T12:00:00Z,215,87.1,0,0
2015-05-22T12:15:00Z,214.9,87.7,0,0
2015-05-22T12:30:00Z,214.8,88.4,0,0
2015-05-22T12:45:00Z,214.7,88.9,0,0
2015-05-22T13:00:00Z,214.7,89.6,0,0
2015-05-22T13:15:00Z,214.8,90.1,0,0
2015-05-22T13:30:00Z,214.9,90.7,0,0
2015-05-22T13:45:00Z,215,91,0,0
2015-05-22T14:00:00Z,214.9,91.6,0,0
2015-05-22T14:15:00Z,215,91.9,0,0
2015-05-22T14:30:00Z,214.9,92.4,0,0
2015-05-22T14:45:00Z,215,92.6,0,0
2015-05-22T15:00:00Z,215,93,0,0
2015-05-22T15:15:00Z,215,93.3,0,0
2015-05-22T15:30:00Z,215.1,93.7,0,0
2015-05-22T15:45:00Z,214.9,93.9,0,0
2015-05-22T16:00:00Z,214.8,94.2,0,0
2015-05-22T16:15:00Z,214.9,94,0,0
2015-05-22T16:30:00Z,214.8,93.7,0,0
2015-05-22T16:45:00Z,214.8,93.5,0,0
2015-05-22T17:00:00Z,214.7,94,0,0
2015-05-22T17:15:00Z,214.7,94.9,0,0
2015-05-22T17:30:00Z,214.6,95.3,0,0
2015-05-22T17:45:00Z,214.6,95.6,0,0
2015-05-22T18:00:00Z,214.4,95.7,0,0
2015-05-22T18:15:00Z,214.4,95.9,0,0
2015-05-22T18:30:00Z,214.3,95.8,0,0
2015-05-22T18:45:00Z,214.3,95.9,0,0
2015-05-22T19:00:00Z,214.3,96.2,0,0
2015-05-22T19:15:00Z,214,96.5,0,0
2015-05-22T19:30:00Z,213.9,96.7,0,0
2015-05-22T19:45:00Z,213.7,96.6,0,0
2015-05-22T20:00:00Z,213.6,96.6,0,0
2015-05-22T20:15:00Z,213.5,96.6,0,0
2015-05-22T20:30:00Z,213.3,96.4,0,0
2015-05-22T20:45:00Z,213.2,96.3,0,0
2015-05-22T21:00:00Z,213.2,96.1,0,0
2015-05-22T21:15:00Z,213,95.9,0,0
2015-05-22T21:30:00Z,212.8,95.7,0,0
2015-05-22T21:45:00Z,212.9,95.4,0,0
2015-05-22T22:00:00Z,212.8,95.1,0,0
2015-05-22T22:15:00Z,212.8,94.8,0,0
2015-05-22T22:30:00Z,212.7,94.5,0,0
2015-05-22T22:45:00Z,212.7,94.1,0,0
2015-05-22T23:00:00Z,212.9,93.8,0,0
2015-05-22T23:15:00Z,212.8,93.3,0,0
2015-05-22T23:30:00Z,213,92.9,0,0
2015-05-22T23:45:00Z,213,92.5,0,0
2015-05-23T00:00:00Z,213.2,92.1,0,0
2015-05-23T00:15:00Z,213.4,91.8,0,0
2015-05-23T00:30:00Z,213.4,91.4,0,0
2015-05-23T00:45:00Z,213.6,91.1,0,0
2015-05-23T01:00:00Z,213.7,90.8,0,0
2015-05-23T01:15:00Z,213.8,90.6,0,0
2015-05-23T01:30:00Z,214,90.4,0,0
2015-05-23T01:45:00Z,214.2,90.2,0,0
2015-05-23T02:00:00Z,214.4,90,0,0
2015-05-23T02:15:00Z,214.5,89.9,0,0
2015-05-23T02:30:00Z,214.8,89.7,0,0
2015-05-23T02:45:00Z,215.1,89.5,0,0
2015-05-23T03:00:00Z,215.4,89.2,0,0
2015-05-23T03:15:00Z,215.6,89.1,0,0
2015-05-23T03:30:00Z,215.8,89,0,0
2015-05-23T03:45:00Z,216.2,88.8,0,0
2015-05-23T04:00:00Z,216.5,88.7,0,0
2015-05-23T04:15:00Z,216.8,88.5,0,0
2015-05-23T04:30:00Z,217.1,88.4,0,0
2015-05-23T04:45:00Z,217.4,88.2,0,0
2015-05-23T05:00:00Z,217.6,88.1,0,0
2015-05-23T05:15:00Z,217.9,88,0,0
2015-05-23T05:30:00Z,218.2,87.9,0,0
2015-05-23T05:45:00Z,218.4,87.9,0,0
2015-05-23T06:00:00Z,218.7,87.7,0,0
2015-05-23T06:15:00Z,218.8,87.6,0,0
2015-05-23T06:30:00Z,219.2,87.6,0,0
2015-05-23T06:45:00Z,219.2,87.5,0,0
2015-05-23T07:00:00Z,219.4,87.4,0,0
2015-05-23T07:15:00Z,219.5,87.3,0,0
2015-05-23T07:30:00Z,219.7,87.2,0,0
2015-05-23T07:45:00Z,219.9,87.1,0,0
2015-05-23T08:00:00Z,219.9,87,0,0
2015-05-23T08:15:00Z,220,86.8,0,0
2015-05-23T08:30:00Z,220,86.7,0,0
2015-05-23T08:45:00Z,220.3,86.5,0,0
2015-05-23T09:00:00Z,219.9,86.5,0,0
2015-05-23T09:15:00Z,219.8,86.3,0,0
2015-05-23T09:30:00Z,219.8,86.2,0,0
2015-05-23T09:45:00Z,219.9,86.1,0,0
2015-05-23T10:00:00Z,219.7,86.1,0,0
2015-05-23T10:15:00Z,219.6,86.1,0,0
2015-05-23T10:30:00Z,219.5,86.1,0,0
2015-05-23T10:45:00Z,219.1,86.1,0,0
2015-05-23T11:00:00Z,219.2,86.1,0,0
2015-05-23T11:15:00Z,219.3,86.2,0,0
2015-05-23T11:30:00Z,219.1,86.5,0,0
2015-05-23T11:45:00Z,219,87,0,0
2015-05-23T12:00:00Z,218.9,88,0,0
2015-05-23T12:15:00Z,218.8,88.6,0,0
2015-05-23T12:30:00Z,218.7,89.1,0,0
2015-05-23T12:45:00Z,218.7,89.6,0,0
2015-05-23T13:00:00Z,218.7,90.3,0,0
2015-05-23T13:15:00Z,218.6,90.9,0,0
2015-05-23T13:30:00Z,218.6,91.5,0,0
2015-05-23T13:45:00Z,218.6,91.8,0,0
2015-05-23T14:00:00Z,218.6,92.2,0,0
2015-05-23T14:15:00Z,218.7,92.6,0,0
2015-05-23T14:30:00Z,218.7,93,0,0
2015-05-23T14:45:00Z,218.7,93.2,0,0
2015-05-23T15:00:00Z,218.7,93.6,0,0
2015-05-23T15:15:00Z,218.7,93.8,0,0
2015-05-23T15:30:00Z,218.7,94.2,0,0
2015-05-23T15:45:00Z,218.8,94.5,0,0
2015-05-23T16:00:00Z,218.9,94.9,0,0
2015-05-23T16:15:00Z,218.8,95.2,0,0
2015-05-23T16:30:00Z,218.9,95.5,0,0
2015-05-23T16:45:00Z,218.9,95.8,0,0
2015-05-23T17:00:00Z,219,96,0,0
2015-05-23T17:15:00Z,219,96.2,0,0
2015-05-23T17:30:00Z,219,96.6,0,0
2015-05-23T17:45:00Z,219.1,96.8,0,0
2015-05-23T18:00:00Z,219,97,0,0
2015-05-23T18:15:00Z,219,97.3,0,0
2015-05-23T18:30:00Z,219,97.4,0,0
2015-05-23T18:45:00Z,219.1,97.6,0,0
2015-05-23T19:00:00Z,219.1,97.7,0,0
2015-05-23T19:15:00Z,219.1,97.8,0,0
2015-05-23T19:30:00Z,219,97.9,0,0
2015-05-23T19:45:00Z,218.9,98,0,0
2015-05-23T20:00:00Z,219,98,0,0
2015-05-23T20:15:00Z,218.8,98,0,0
2015-05-23T20:30:00Z,218.9,97.9,0,0
2015-05-23T20:45:00Z,218.7,97.8,0,0
2015-05-23T21:00:00Z,218.7,97.8,0,0
2015-05-23T21:15:00Z,218.7,97.6,0,0
2015-05-23T21:30:00Z,218.4,97.5,0,0
2015-05-23T21:45:00Z,218.5,97.4,0,0
2015-05-23T22:00:00Z,218.3,97.1,0,0
2015-05-23T22:15:00Z,218.3,96.8,0,0
2015-05-23T22:30:00Z,218.2,96.6,0,0
2015-05-23T22:45:00Z,218.1,96.3,0,0
2015-05-23T23:00:00Z,218,96.1,0,0
2015-05-23T23:15:00Z,218,95.6,0,0
2015-05-23T23:30:00Z,218,95.3,0,0
2015-05-23T23:45:00Z,218,95,0,0
2015-05-24T00:00:00Z,217.9,94.6,0,0
2015-05-24T00:15:00Z,218,94.2,0,0
2015-05-24T00:30:00Z,218,93.8,0,0
2015-05-24T00:45:00Z,217.9,93.5,0,0
2015-05-24T01:00:00Z,217.8,93.1,0,0
2015-05-24T01:15:00Z,218,92.9,0,0
2015-05-24T01:30:00Z,218,92.7,0,0
2015-05-24T01:45:00Z,218.3,92.5,0,0
2015-05-24T02:00:00Z,218,92.4,0,0
2015-05-24T02:15:00Z,218.2,92.1,0,0
2015-05-24T02:30:00Z,218.3,92,0,0
2015-05-24T02:45:00Z,218.4,91.7,0,0
2015-05-24T03:00:00Z,218.6,91.5,0,0
2015-05-24T03:15:00Z,218.7,91.4,0,0
2015-05-24T03:30:00Z,218.8,91.3,0,0
2015-05-24T03:45:00Z,219,91.1,0,0
2015-05-24T04:00:00Z,219.1,90.9,0,0
2015-05-24T04:15:00Z,219.2,90.7,0,0
2015-05-24T04:30:00Z,219.3,90.5,0,0
2015-05-24T04:45:00Z,219.4,90.4,0,0
2015-05-24T05:00:00Z,219.5,90.3,0,0
2015-05-24T05:15:00Z,219.6,90,0,0
2015-05-24T05:30:00Z,219.7,90,0,0
2015-05-24T05:45:00Z,219.9,89.8,0,0
2015-05-24T06:00:00Z,219.9,89.7,0,0
2015-05-24T06:15:00Z,219.9,89.5,0,0
2015-05-24T06:30:00Z,219.9,89.4,0,0
2015-05-24T06:45:00Z,219.8,89.3,0,0
2015-05-24T07:00:00Z,220,89.2,0,0
2015-05-24T07:15:00Z,219.8,89.1,0,0
2015-05-24T07:30:00Z,219,89,0,0
2015-05-24T07:45:00Z,219.8,88.9,0,0
2015-05-24T08:00:00Z,219.7,88.8,0,0
2015-05-24T08:15:00Z,219.8,88.6,0,0
2015-05-24T08:30:00Z,219.6,88.5,0,0
2015-05-24T08:45:00Z,219.6,88.4,0,0
2015-05-24T09:00:00Z,219.5,88.2,0,0
2015-05-24T09:15:00Z,219.4,88.1,0,0
2015-05-24T09:30:00Z,219.4,88,0,0
2015-05-24T09:45:00Z,219.3,87.9,0,0
2015-05-24T10:00:00Z,219.1,87.8,0,0
2015-05-24T10:15:00Z,219.1,87.9,0,0
2015-05-24T10:30:00Z,219.1,88.1,0,0
2015-05-24T10:45:00Z,218.9,88.2,0,0
2015-05-24T11:00:00Z,218.7,88.4,0,0
2015-05-24T11:15:00Z,218.7,88.5,0,0
2015-05-24T11:30:00Z,218,88.9,0,0
2015-05-24T11:45:00Z,217.2,89.4,0,0
2015-05-24T12:00:00Z,218.3,90.3,0,0
2015-05-24T12:15:00Z,218.2,90.9,0,0
2015-05-24T12:30:00Z,217.9,91.5,0,0
2015-05-24T12:45:00Z,217.8,92,0,0
2015-05-24T13:00:00Z,217.6,92.5,0,0
2015-05-24T13:15:00Z,217.5,93.2,0,0
2015-05-24T13:30:00Z,217.4,93.7,0,0
2015-05-24T13:45:00Z,217.1,94.2,0,0
2015-05-24T14:00:00Z,217.2,94.7,0,0
2015-05-24T14:15:00Z,217.2,95,0,0
2015-05-24T14:30:00Z,217,95.5,0,0
2015-05-24T14:45:00Z,217,95.8,0,0
2015-05-24T15:00:00Z,216.9,96.2,0,0
2015-05-24T15:15:00Z,216.8,96.6,0,0
2015-05-24T15:30:00Z,216.7,96.8,0,0
2015-05-24T15:45:00Z,216.5,97.2,0,0
2015-05-24T16:00:00Z,216.6,97.6,0,0
2015-05-24T16:15:00Z,216.5,97.9,0,0
2015-05-24T16:30:00Z,216.4,98.2,0,0
2015-05-24T16:45:00Z,216.5,98.5,0,0
2015-05-24T17:00:00Z,216.4,98.8,0,0
2015-05-24T17:15:00Z,216.4,99.2,0,0
2015-05-24T17:30:00Z,216.4,99.6,0,0
2015-05-24T17:45:00Z,216.4,99.8,0,0
2015-05-24T18:00:00Z,216.2,100.1,0,0
2015-05-24T18:15:00Z,216.4,100.4,0,0
2015-05-24T18:30:00Z,216.3,100.7,0,0
2015-05-24T18:45:00Z,216.3,100.9,0,0
2015-05-24T19:00:00Z,216.4,101.1,0,0
2015-05-24T19:15:00Z,216.3,101.2,0,0
2015-05-24T19:30:00Z,216.4,101.4,0,0
2015-05-24T19:45:00Z,216.4,101.9,0,0
2015-05-24T20:00:00Z,216.4,102.1,0,0
2015-05-24T20:15:00Z,216.4,102.2,0,0
2015-05-24T20:30:00Z,216.4,102.2,0,0
2015-05-24T20:45:00Z,216.2,102,0,0
2015-05-24T21:00:00Z,216.2,101.7,0,0
2015-05-24T21:15:00Z,216.3,101.5,0,0
2015-05-24T21:30:00Z,216.3,101.3,0,0
2015-05-24T21:45:00Z,216.3,100.9,0,0
2015-05-24T22:00:00Z,216.3,100.7,0,0
2015-05-24T22:15:00Z,216.3,100.4,0,0
2015-05-24T22:30:00Z,216.3,100.2,0,0
2015-05-24T22:45:00Z,216.3,100.1,0,0
2015-05-24T23:00:00Z,216.3,99.7,0,0
2015-05-24T23:15:00Z,216.4,99.4,0,0
2015-05-24T23:30:00Z,216.5,98.8,0,0
2015-05-24T23:45:00Z,216.5,98.2,0,0
2015-05-25T00:00:00Z,216.5,97.6,0,0
2015-05-25T00:15:00Z,216.5,97.1,0,0
2015-05-25T00:30:00Z,216.6,96.6,0,0
2015-05-25T00:45:00Z,216.7,96.3,0,0
2015-05-25T01:00:00Z,216.7,95.9,0,0
2015-05-25T01:15:00Z,216.8,95.6,0,0
2015-05-25T01:30:00Z,216.8,95.4,0,0
2015-05-25T01:45:00Z,217,95.1,0,0
2015-05-25T02:00:00Z,217,94.9,0,0
2015-05-25T02:15:00Z,217.2,94.7,0,0
2015-05-25T02:30:00Z,217.3,94.4,0,0
2015-05-25T02:45:00Z,217.4,94.1,0,0
2015-05-25T03:00:00Z,217.6,93.9,0,0
2015-05-25T03:15:00Z,217.9,93.6,0,0
2015-05-25T03:30:00Z,218,93.4,0,0
2015-05-25T03:45:00Z,218.1,93.2,0,0
2015-05-25T04:00:00Z,218.3,92.9,0,0
2015-05-25T04:15:00Z,218.5,92.7,0,0
2015-05-25T04:30:00Z,218.7,92.4,0,0
2015-05-25T04:45:00Z,219,92.2,0,0
2015-05-25T05:00:00Z,219,92.1,0,0
2015-05-25T05:15:00Z,219.3,91.9,0,0
2015-05-25T05:30:00Z,219.5,91.7,0,0
2015-05-25T05:45:00Z,219.7,91.5,0,0
2015-05-25T06:00:00Z,219.8,91.2,0,0
2015-05-25T06:15:00Z,220,91.1,0,0
2015-05-25T06:30:00Z,220.2,91,0,0
2015-05-25T06:45:00Z,220.2,90.8,0,0
2015-05-25T07:00:00Z,220.5,90.6,0,0
2015-05-25T07:15:00Z,220.8,90.4,0,0
2015-05-25T07:30:00Z,220.7,90.3,0,0
2015-05-25T07:45:00Z,220.8,90.2,0,0
2015-05-25T08:00:00Z,220.9,90.1,0,0
2015-05-25T08:15:00Z,221,89.8,0,0
2015-05-25T08:30:00Z,221.2,89.7,0,0
2015-05-25T08:45:00Z,221.2,89.6,0,0
2015-05-25T09:00:00Z,221.4,89.4,0,0
2015-05-25T09:15:00Z,221.4,89.3,0,0
2015-05-25T09:30:00Z,221.5,89.1,0,0
2015-05-25T09:45:00Z,221.6,89,0,0
2015-05-25T10:00:00Z,221.7,89,0,0
2015-05-25T10:15:00Z,221.8,89,0,0
2015-05-25T10:30:00Z,221.7,89,0,0
2015-05-25T10:45:00Z,221.8,89,0,0
2015-05-25T11:00:00Z,221.7,89.4,0,0
2015-05-25T11:15:00Z,221.7,90,0,0
2015-05-25T11:30:00Z,221.7,90.5,0,0
2015-05-25T11:45:00Z,221.7,91,0,0
2015-05-25T12:00:00Z,221.7,91.4,0,0
2015-05-25T12:15:00Z,221.7,91.5,0,0
2015-05-25T12:30:00Z,221.6,91.5,0,0
2015-05-25T12:45:00Z,221.6,91.6,0,0
2015-05-25T13:00:00Z,221.6,91.8,0,0
2015-05-25T13:15:00Z,221.6,91.7,0,0
2015-05-25T13:30:00Z,221.5,92,0,0
2015-05-25T13:45:00Z,221.5,92.3,0,0
2015-05-25T14:00:00Z,221.4,92.7,0,0
2015-05-25T14:15:00Z,221.3,92.5,0,0
2015-05-25T14:30:00Z,221.2,92.2,0,0
2015-05-25T14:45:00Z,221,92.4,0,0
2015-05-25T15:00:00Z,220.9,93.1,0,0
2015-05-25T15:15:00Z,220.9,93.9,0,0
2015-05-25T15:30:00Z,220.7,94.3,0,0
2015-05-25T15:45:00Z,220.5,95.3,0,0
2015-05-25T16:00:00Z,220.2,95.9,0,0
2015-05-25T16:15:00Z,220.2,96.4,0,0
2015-05-25T16:30:00Z,220,96.8,0,0
2015-05-25T16:45:00Z,219.8,97.1,0,0
2015-05-25T17:00:00Z,219.8,97.5,0,0
2015-05-25T17:15:00Z,219.6,98.1,0,0
2015-05-25T17:30:00Z,219.5,98.2,0,0
2015-05-25T17:45:00Z,219.3,98.4,0,0
2015-05-25T18:00:00Z,219.2,98.3,0,0
2015-05-25T18:15:00Z,219.2,98.8,0,0
2015-05-25T18:30:00Z,219,99.2,0,0
2015-05-25T18:45:00Z,218.9,99.5,0,0
2015-05-25T19:00:00Z,218.8,99.7,0,0
2015-05-25T19:15:00Z,218.7,99.7,0,0
2015-05-25T19:30:00Z,218.6,99.9,0,0
2015-05-25T19:45:00Z,218.5,100.4,0,0
2015-05-25T20:00:00Z,218.4,100.5,0,0
2015-05-25T20:15:00Z,218.3,100.3,0,0
2015-05-25T20:30:00Z,218.3,99.9,0,0
2015-05-25T20:45:00Z,218.2,100,0,0
2015-05-25T21:00:00Z,218.1,99.7,0,0
2015-05-25T21:15:00Z,217.9,99.5,0,0
2015-05-25T21:30:00Z,217.7,99.3,0,0
2015-05-25T21:45:00Z,217.7,99.2,0,0
2015-05-25T22:00:00Z,217.7,99.1,0,0
2015-05-25T22:15:00Z,217.5,99,0,0
2015-05-25T22:30:00Z,217.4,98.8,0,0
2015-05-25T22:45:00Z,217.2,98.6,0,0
2015-05-25T23:00:00Z,217.2,98.2,0,0
2015-05-25T23:15:00Z,217.1,97.8,0,0
2015-05-25T23:30:00Z,216.9,97.4,0,0
2015-05-25T23:45:00Z,217,97,0,0
2015-05-26T00:00:00Z,216.8,96.4,0,0
2015-05-26T00:15:00Z,216.7,95.9,0,0
2015-05-26T00:30:00Z,216.6,95.3,0,0
2015-05-26T00:45:00Z,216.5,95,0,0
2015-05-26T01:00:00Z,216.5,94.7,0,0
2015-05-26T01:15:00Z,216.4,94.4,0,0
2015-05-26T01:30:00Z,216.4,94.2,0,0
2015-05-26T01:45:00Z,216.4,93.9,0,0
2015-05-26T02:00:00Z,216.3,93.7,0,0
2015-05-26T02:15:00Z,216.4,93.5,0,0
2015-05-26T02:30:00Z,216.3,93.4,0,0
2015-05-26T02:45:00Z,216.2,93.1,0,0
2015-05-26T03:00:00Z,216.3,92.9,0,0
2015-05-26T03:15:00Z,216.2,92.7,0,0
2015-05-26T03:30:00Z,216.3,92.5,0,0
2015-05-26T03:45:00Z,216.3,92.3,0,0
2015-05-26T04:00:00Z,216.1,92.2,0,0
2015-05-26T04:15:00Z,216.2,92,0,0
2015-05-26T04:30:00Z,216.2,91.8,0,0
2015-05-26T04:45:00Z,216.2,91.7,0,0
2015-05-26T05:00:00Z,216.2,91.5,0,0
2015-05-26T05:15:00Z,216.1,91.3,0,0
2015-05-26T05:30:00Z,216.2,91.1,0,0
2015-05-26T05:45:00Z,216.1,91,0,0
2015-05-26T06:00:00Z,216,90.8,0,0
2015-05-26T06:15:00Z,216,90.7,0,0
2015-05-26T06:30:00Z,215.9,90.5,0,0
2015-05-26T06:45:00Z,215.8,90.3,0,0
2015-05-26T07:00:00Z,215.7,90.2,0,0
2015-05-26T07:15:00Z,215.7,90.1,0,0
2015-05-26T07:30:00Z,215.6,89.9,0,0
2015-05-26T07:45:00Z,215.5,89.7,0,0
2015-05-26T08:00:00Z,215.4,89.7,0,0
2015-05-26T08:15:00Z,215.4,89.5,0,0
2015-05-26T08:30:00Z,215.4,89.4,0,0
2015-05-26T08:45:00Z,215.2,89.2,0,0
2015-05-26T09:00:00Z,215.7,89,0,0
