Date,SpCond_uS_cm,HDO__Sat,,
2015-11-20T13:00:00Z,190,88.5,0,0
2015-11-20T13:15:00Z,188.3,88.5,0,0
2015-11-20T13:30:00Z,187.9,88.6,0,0
2015-11-20T13:45:00Z,185.9,89,0,0
2015-11-20T14:00:00Z,185.6,89.3,0,0
2015-11-20T14:15:00Z,184.3,89.7,0,0
2015-11-20T14:30:00Z,183.2,90,0,0
2015-11-20T14:45:00Z,183,90.2,0,0
2015-11-20T15:00:00Z,181.9,90.3,0,0
2015-11-20T15:15:00Z,181.5,90.5,0,0
2015-11-20T15:30:00Z,179.8,90.5,0,0
2015-11-20T15:45:00Z,179.7,90.5,0,0
2015-11-20T16:00:00Z,179.6,90.5,0,0
2015-11-20T16:15:00Z,179.1,90.5,0,0
2015-11-20T16:30:00Z,178.6,90.5,0,0
2015-11-20T16:45:00Z,178.8,90.6,0,0
2015-11-20T17:00:00Z,178.7,90.5,0,0
2015-11-20T17:15:00Z,179.2,90.6,0,0
2015-11-20T17:30:00Z,179,90.7,0,0
2015-11-20T17:45:00Z,180,90.6,0,0
2015-11-20T18:00:00Z,180.3,90.7,0,0
2015-11-20T18:15:00Z,180.4,90.6,0,0
2015-11-20T18:30:00Z,180.8,90.6,0,0
2015-11-20T18:45:00Z,181,90.5,0,0
2015-11-20T19:00:00Z,181.4,90.4,0,0
2015-11-20T19:15:00Z,181.5,90.4,0,0
2015-11-20T19:30:00Z,181.5,90.5,0,0
2015-11-20T19:45:00Z,181.6,90.5,0,0
2015-11-20T20:00:00Z,181.7,90.4,0,0
2015-11-20T20:15:00Z,182.3,90.4,0,0
2015-11-20T20:30:00Z,182.6,90.3,0,0
2015-11-20T20:45:00Z,182.7,90.3,0,0
2015-11-20T21:00:00Z,182.5,90.3,0,0
2015-11-20T21:15:00Z,183.2,90.2,0,0
2015-11-20T21:30:00Z,184.2,90.1,0,0
2015-11-20T21:45:00Z,184.6,90,0,0
2015-11-20T22:00:00Z,185.5,89.9,0,0
2015-11-24T21:15:00Z,0.4,98.3,0,0
2015-11-24T21:30:00Z,197.1,90.7,0,0
2015-11-24T21:45:00Z,197.1,90.6,0,0
2015-11-24T22:00:00Z,196.9,90.5,0,0
2015-11-24T22:15:00Z,197,90.4,0,0
2015-11-24T22:30:00Z,197,90.4,0,0
2015-11-24T22:45:00Z,197,90.4,0,0
2015-11-24T23:00:00Z,197.1,90.4,0,0
2015-11-24T23:15:00Z,197,90.3,0,0
2015-11-24T23:30:00Z,196.9,90.3,0,0
2015-11-24T23:45:00Z,196.9,90.4,0,0
2015-11-25T00:00:00Z,196.8,90.3,0,0
2015-11-25T00:15:00Z,196.7,90.3,0,0
2015-11-25T00:30:00Z,196.7,90.3,0,0
2015-11-25T00:45:00Z,196.7,90.3,0,0
2015-11-25T01:00:00Z,196.7,90.3,0,0
2015-11-25T01:15:00Z,196.6,90.2,0,0
2015-11-25T01:30:00Z,196.6,90.3,0,0
2015-11-25T01:45:00Z,196.7,90.2,0,0
2015-11-25T02:00:00Z,196.7,90.1,0,0
2015-11-25T02:15:00Z,196.6,90.1,0,0
2015-11-25T02:30:00Z,196.8,90.1,0,0
2015-11-25T02:45:00Z,196.7,90.1,0,0
2015-11-25T03:00:00Z,196.8,90,0,0
2015-11-25T03:15:00Z,196.9,90,0,0
2015-11-25T03:30:00Z,197.1,89.9,0,0
2015-11-25T03:45:00Z,197.1,89.9,0,0
2015-11-25T04:00:00Z,197.3,89.8,0,0
2015-11-25T04:15:00Z,197.4,89.9,0,0
2015-11-25T04:30:00Z,197.6,89.8,0,0
2015-11-25T04:45:00Z,197.7,89.8,0,0
2015-11-25T05:00:00Z,197.8,89.8,0,0
2015-11-25T05:15:00Z,197.9,89.7,0,0
2015-11-25T05:30:00Z,198.1,89.7,0,0
2015-11-25T05:45:00Z,198.3,89.7,0,0
2015-11-25T06:00:00Z,198.3,89.7,0,0
2015-11-25T06:15:00Z,198.5,89.6,0,0
2015-11-25T06:30:00Z,198.7,89.6,0,0
2015-11-25T06:45:00Z,198.8,89.6,0,0
2015-11-25T07:00:00Z,199.1,89.6,0,0
2015-11-25T07:15:00Z,199.1,89.5,0,0
2015-11-25T07:30:00Z,199.2,89.5,0,0
2015-11-25T07:45:00Z,199.4,89.4,0,0
2015-11-25T08:00:00Z,199.4,89.4,0,0
2015-11-25T08:15:00Z,199.5,89.4,0,0
2015-11-25T08:30:00Z,199.6,89.4,0,0
2015-11-25T08:45:00Z,199.9,89.4,0,0
2015-11-25T09:00:00Z,200.1,89.3,0,0
2015-11-25T09:15:00Z,200.1,89.3,0,0
2015-11-25T09:30:00Z,200.3,89.3,0,0
2015-11-25T09:45:00Z,200.2,89.3,0,0
2015-11-25T10:00:00Z,200.4,89.2,0,0
2015-11-25T10:15:00Z,200.5,89.2,0,0
2015-11-25T10:30:00Z,200.4,89.1,0,0
2015-11-25T10:45:00Z,200.6,89.2,0,0
2015-11-25T11:00:00Z,200.7,89.2,0,0
2015-11-25T11:15:00Z,200.6,89.2,0,0
2015-11-25T11:30:00Z,200.7,89.1,0,0
2015-11-25T11:45:00Z,200.8,89.2,0,0
2015-11-25T12:00:00Z,200.9,89.2,0,0
2015-11-25T12:15:00Z,200.8,89.3,0,0
2015-11-25T12:30:00Z,200.8,89.4,0,0
2015-11-25T12:45:00Z,201,89.6,0,0
2015-11-25T13:00:00Z,200.9,89.7,0,0
2015-11-25T13:15:00Z,201,90,0,0
2015-11-25T13:30:00Z,200.9,90.2,0,0
2015-11-25T13:45:00Z,200.9,90.4,0,0
2015-11-25T14:00:00Z,200.9,90.7,0,0
2015-11-25T14:15:00Z,200.7,91,0,0
2015-11-25T14:30:00Z,200.7,91.4,0,0
2015-11-25T14:45:00Z,200.7,91.6,0,0
2015-11-25T15:00:00Z,200.8,91.9,0,0
2015-11-25T15:15:00Z,200.8,91.9,0,0
2015-11-25T15:30:00Z,200.8,92.1,0,0
2015-11-25T15:45:00Z,200.8,92.2,0,0
2015-11-25T16:00:00Z,200.8,92.3,0,0
2015-11-25T16:15:00Z,200.9,92.4,0,0
2015-11-25T16:30:00Z,200.8,92.5,0,0
2015-11-25T16:45:00Z,200.9,92.6,0,0
2015-11-25T17:00:00Z,201,92.7,0,0
2015-11-25T17:15:00Z,200.9,92.8,0,0
2015-11-25T17:30:00Z,201,92.9,0,0
2015-11-25T17:45:00Z,201.2,92.9,0,0
2015-11-25T18:00:00Z,201.3,93,0,0
2015-11-25T18:15:00Z,201.2,93.1,0,0
2015-11-25T18:30:00Z,201.4,93,0,0
2015-11-25T18:45:00Z,201.6,93.1,0,0
2015-11-25T19:00:00Z,201.4,93.1,0,0
2015-11-25T19:15:00Z,201.6,93.2,0,0
2015-11-25T19:30:00Z,201.5,93.3,0,0
2015-11-25T19:45:00Z,201.5,93.3,0,0
2015-11-25T20:00:00Z,201.7,93.2,0,0
2015-11-25T20:15:00Z,201.8,93.1,0,0
2015-11-25T20:30:00Z,201.6,93.1,0,0
2015-11-25T20:45:00Z,201.7,93.1,0,0
2015-11-25T21:00:00Z,201.8,93,0,0
2015-11-25T21:15:00Z,201.8,93,0,0
2015-11-25T21:30:00Z,201.9,92.8,0,0
2015-11-25T21:45:00Z,201.8,92.7,0,0
2015-11-25T22:00:00Z,202,92.6,0,0
2015-11-25T22:15:00Z,201.8,92.7,0,0
2015-11-25T22:30:00Z,201.8,92.7,0,0
2015-11-25T22:45:00Z,201.8,92.6,0,0
2015-11-25T23:00:00Z,201.8,92.6,0,0
2015-11-25T23:15:00Z,201.6,92.7,0,0
2015-11-25T23:30:00Z,201.6,92.7,0,0
2015-11-25T23:45:00Z,201.7,92.6,0,0
2015-11-26T00:00:00Z,201.7,92.7,0,0
2015-11-26T00:15:00Z,201.7,92.6,0,0
2015-11-26T00:30:00Z,201.7,92.6,0,0
2015-11-26T00:45:00Z,201.7,92.6,0,0
2015-11-26T01:00:00Z,201.8,92.6,0,0
2015-11-26T01:15:00Z,201.7,92.6,0,0
2015-11-26T01:30:00Z,201.8,92.5,0,0
2015-11-26T01:45:00Z,201.9,92.5,0,0
2015-11-26T02:00:00Z,202,92.5,0,0
2015-11-26T02:15:00Z,201.9,92.5,0,0
2015-11-26T02:30:00Z,202.1,92.5,0,0
2015-11-26T02:45:00Z,202,92.5,0,0
2015-11-26T03:00:00Z,202.2,92.4,0,0
2015-11-26T03:15:00Z,202.4,92.4,0,0
2015-11-26T03:30:00Z,202.5,92.3,0,0
2015-11-26T03:45:00Z,202.6,92.3,0,0
2015-11-26T04:00:00Z,202.7,92.2,0,0
2015-11-26T04:15:00Z,202.8,92.2,0,0
2015-11-26T04:30:00Z,202.9,92.2,0,0
2015-11-26T04:45:00Z,203,92.1,0,0
2015-11-26T05:00:00Z,203.2,92.1,0,0
2015-11-26T05:15:00Z,203.1,92.1,0,0
2015-11-26T05:30:00Z,203.3,92.1,0,0
2015-11-26T05:45:00Z,203.7,92,0,0
2015-11-26T06:00:00Z,203.7,92,0,0
2015-11-26T06:15:00Z,203.8,91.9,0,0
2015-11-26T06:30:00Z,204,91.9,0,0
2015-11-26T06:45:00Z,203.9,91.9,0,0
2015-11-26T07:00:00Z,204,91.8,0,0
2015-11-26T07:15:00Z,204.2,91.8,0,0
2015-11-26T07:30:00Z,204.2,91.7,0,0
2015-11-26T07:45:00Z,204.4,91.7,0,0
2015-11-26T08:00:00Z,204.5,91.8,0,0
2015-11-26T08:15:00Z,204.7,91.7,0,0
2015-11-26T08:30:00Z,204.7,91.7,0,0
2015-11-26T08:45:00Z,204.8,91.6,0,0
2015-11-26T09:00:00Z,204.9,91.6,0,0
2015-11-26T09:15:00Z,205,91.5,0,0
2015-11-26T09:30:00Z,205.2,91.4,0,0
2015-11-26T09:45:00Z,205.3,91.4,0,0
2015-11-26T10:00:00Z,205.3,91.4,0,0
2015-11-26T10:15:00Z,205.5,91.4,0,0
2015-11-26T10:30:00Z,205.5,91.4,0,0
2015-11-26T10:45:00Z,205.5,91.4,0,0
2015-11-26T11:00:00Z,205.7,91.3,0,0
2015-11-26T11:15:00Z,205.7,91.3,0,0
2015-11-26T11:30:00Z,205.7,91.3,0,0
2015-11-26T11:45:00Z,205.9,91.3,0,0
2015-11-26T12:00:00Z,205.7,91.3,0,0
2015-11-26T12:15:00Z,205.8,91.3,0,0
2015-11-26T12:30:00Z,205.9,91.5,0,0
2015-11-26T12:45:00Z,206,91.7,0,0
2015-11-26T13:00:00Z,206,91.9,0,0
2015-11-26T13:15:00Z,206,92.2,0,0
2015-11-26T13:30:00Z,206.2,92.4,0,0
2015-11-26T13:45:00Z,206.3,92.6,0,0
2015-11-26T14:00:00Z,206.2,92.9,0,0
2015-11-26T14:15:00Z,206.2,93.3,0,0
2015-11-26T14:30:00Z,206.1,93.8,0,0
2015-11-26T14:45:00Z,206,94.1,0,0
2015-11-26T15:00:00Z,205.9,94.3,0,0
2015-11-26T15:15:00Z,206,94.5,0,0
2015-11-26T15:30:00Z,206.1,94.7,0,0
2015-11-26T15:45:00Z,206,94.8,0,0
2015-11-26T16:00:00Z,206.2,95.1,0,0
2015-11-26T16:15:00Z,206.1,95.4,0,0
2015-11-26T16:30:00Z,206.1,95.5,0,0
2015-11-26T16:45:00Z,206.3,95.7,0,0
2015-11-26T17:00:00Z,206.4,95.8,0,0
2015-11-26T17:15:00Z,206.5,95.8,0,0
2015-11-26T17:30:00Z,206.5,95.8,0,0
2015-11-26T17:45:00Z,206.7,95.7,0,0
2015-11-26T18:00:00Z,207,95.5,0,0
2015-11-26T18:15:00Z,207.4,95.6,0,0
2015-11-26T18:30:00Z,207.3,95.7,0,0
2015-11-26T18:45:00Z,207.3,95.8,0,0
2015-11-26T19:00:00Z,207.5,95.8,0,0
2015-11-26T19:15:00Z,207.7,95.9,0,0
2015-11-26T19:30:00Z,207.7,95.9,0,0
2015-11-26T19:45:00Z,208,96.1,0,0
2015-11-26T20:00:00Z,208.1,95.9,0,0
2015-11-26T20:15:00Z,208.1,95.9,0,0
2015-11-26T20:30:00Z,208.3,95.7,0,0
2015-11-26T20:45:00Z,208.5,95.5,0,0
2015-11-26T21:00:00Z,208.5,95.2,0,0
2015-11-26T21:15:00Z,208.6,95,0,0
2015-11-26T21:30:00Z,208.8,94.8,0,0
2015-11-26T21:45:00Z,208.9,94.7,0,0
2015-11-26T22:00:00Z,209,94.6,0,0
2015-11-26T22:15:00Z,209.2,94.6,0,0
2015-11-26T22:30:00Z,209.2,94.6,0,0
2015-11-26T22:45:00Z,209.1,94.7,0,0
2015-11-26T23:00:00Z,209.2,94.7,0,0
2015-11-26T23:15:00Z,209.2,94.7,0,0
2015-11-26T23:30:00Z,209.2,94.7,0,0
2015-11-26T23:45:00Z,209.2,94.8,0,0
2015-11-27T00:00:00Z,209,94.8,0,0
2015-11-27T00:15:00Z,209.1,94.7,0,0
2015-11-27T00:30:00Z,209,94.7,0,0
2015-11-27T00:45:00Z,208.9,94.7,0,0
2015-11-27T01:00:00Z,208.9,94.7,0,0
2015-11-27T01:15:00Z,208.9,94.7,0,0
2015-11-27T01:30:00Z,208.9,94.6,0,0
2015-11-27T01:45:00Z,208.9,94.6,0,0
2015-11-27T02:00:00Z,208.9,94.6,0,0
2015-11-27T02:15:00Z,208.8,94.5,0,0
2015-11-27T02:30:00Z,209,94.5,0,0
2015-11-27T02:45:00Z,209,94.4,0,0
2015-11-27T03:00:00Z,208.9,94.3,0,0
2015-11-27T03:15:00Z,209,94.3,0,0
2015-11-27T03:30:00Z,209,94.2,0,0
2015-11-27T03:45:00Z,209.2,94.2,0,0
2015-11-27T04:00:00Z,209.4,94.1,0,0
2015-11-27T04:15:00Z,209.5,94.1,0,0
2015-11-27T04:30:00Z,209.8,94,0,0
2015-11-27T04:45:00Z,209.7,94,0,0
2015-11-27T05:00:00Z,209.9,93.9,0,0
2015-11-27T05:15:00Z,210.3,93.9,0,0
2015-11-27T05:30:00Z,210.5,93.8,0,0
2015-11-27T05:45:00Z,210.7,93.8,0,0
2015-11-27T06:00:00Z,210.9,93.7,0,0
2015-11-27T06:15:00Z,211.1,93.7,0,0
2015-11-27T06:30:00Z,211.5,93.6,0,0
2015-11-27T06:45:00Z,211.7,93.5,0,0
2015-11-27T07:00:00Z,211.9,93.5,0,0
2015-11-27T07:15:00Z,212.2,93.4,0,0
2015-11-27T07:30:00Z,212.4,93.3,0,0
2015-11-27T07:45:00Z,212.8,93.3,0,0
2015-11-27T08:00:00Z,213,93.2,0,0
2015-11-27T08:15:00Z,212.9,93.2,0,0
2015-11-27T08:30:00Z,213.2,93.1,0,0
2015-11-27T08:45:00Z,213.3,93.1,0,0
2015-11-27T09:00:00Z,213.5,93,0,0
2015-11-27T09:15:00Z,213.7,93,0,0
2015-11-27T09:30:00Z,213.9,93,0,0
2015-11-27T09:45:00Z,214,92.9,0,0
2015-11-27T10:00:00Z,214.2,92.9,0,0
2015-11-27T10:15:00Z,214.3,92.8,0,0
2015-11-27T10:30:00Z,214.4,92.8,0,0
2015-11-27T10:45:00Z,214.5,92.7,0,0
2015-11-27T11:00:00Z,214.5,92.7,0,0
2015-11-27T11:15:00Z,214.5,92.6,0,0
2015-11-27T11:30:00Z,214.4,92.6,0,0
2015-11-27T11:45:00Z,214.5,92.6,0,0
2015-11-27T12:00:00Z,214.6,92.7,0,0
2015-11-27T12:15:00Z,214.5,92.7,0,0
2015-11-27T12:30:00Z,214.6,93,0,0
2015-11-27T12:45:00Z,214.6,93.3,0,0
2015-11-27T13:00:00Z,214.4,93.7,0,0
2015-11-27T13:15:00Z,214.4,94,0,0
2015-11-27T13:30:00Z,214.3,94.1,0,0
2015-11-27T13:45:00Z,214.4,94.2,0,0
2015-11-27T14:00:00Z,214.5,94.5,0,0
2015-11-27T14:15:00Z,214.4,94.9,0,0
2015-11-27T14:30:00Z,214.3,95.7,0,0
2015-11-27T14:45:00Z,214.4,96.1,0,0
2015-11-27T15:00:00Z,214.2,96.3,0,0
2015-11-27T15:15:00Z,214.2,96.4,0,0
2015-11-27T15:30:00Z,214.3,96.3,0,0
2015-11-27T15:45:00Z,214.2,96.3,0,0
2015-11-27T16:00:00Z,214,96.4,0,0
2015-11-27T16:15:00Z,213.9,96.7,0,0
2015-11-27T16:30:00Z,214,96.9,0,0
2015-11-27T16:45:00Z,214,97,0,0
2015-11-27T17:00:00Z,214,97.3,0,0
2015-11-27T17:15:00Z,213.8,97.3,0,0
2015-11-27T17:30:00Z,214,97.3,0,0
2015-11-27T17:45:00Z,214,97.2,0,0
2015-11-27T18:00:00Z,213.9,97.4,0,0
2015-11-27T18:15:00Z,214,97.6,0,0
2015-11-27T18:30:00Z,214,97.8,0,0
2015-11-27T18:45:00Z,213.9,98,0,0
2015-11-27T19:00:00Z,214,97.9,0,0
2015-11-27T19:15:00Z,214.1,97.9,0,0
2015-11-27T19:30:00Z,214.1,97.9,0,0
2015-11-27T19:45:00Z,214.1,97.7,0,0
2015-11-27T20:00:00Z,214.2,97.4,0,0
2015-11-27T20:15:00Z,214.2,97.3,0,0
2015-11-27T20:30:00Z,214.3,97.1,0,0
2015-11-27T20:45:00Z,214.2,97,0,0
2015-11-27T21:00:00Z,214.3,96.9,0,0
2015-11-27T21:15:00Z,214.3,96.7,0,0
2015-11-27T21:30:00Z,214.4,96.5,0,0
2015-11-27T21:45:00Z,214.5,96.3,0,0
2015-11-27T22:00:00Z,214.5,96.1,0,0
2015-11-27T22:15:00Z,214.5,96.2,0,0
2015-11-27T22:30:00Z,214.4,96.2,0,0
2015-11-27T22:45:00Z,214.5,96.2,0,0
2015-11-27T23:00:00Z,214.5,96.1,0,0
2015-11-27T23:15:00Z,214.5,96.1,0,0
2015-11-27T23:30:00Z,214.5,96.1,0,0
2015-11-27T23:45:00Z,214.6,96.1,0,0
2015-11-28T00:00:00Z,214.5,96.1,0,0
2015-11-28T00:15:00Z,214.5,96.1,0,0
2015-11-28T00:30:00Z,214.3,96,0,0
2015-11-28T00:45:00Z,214.3,96,0,0
2015-11-28T01:00:00Z,214.2,95.9,0,0
2015-11-28T01:15:00Z,214.2,95.9,0,0
2015-11-28T01:30:00Z,214,95.8,0,0
2015-11-28T01:45:00Z,213.9,95.7,0,0
2015-11-28T02:00:00Z,213.9,95.7,0,0
2015-11-28T02:15:00Z,213.9,95.7,0,0
2015-11-28T02:30:00Z,213.6,95.5,0,0
2015-11-28T02:45:00Z,213.6,95.5,0,0
2015-11-28T03:00:00Z,213.6,95.4,0,0
2015-11-28T03:15:00Z,213.6,95.4,0,0
2015-11-28T03:30:00Z,213.5,95.3,0,0
2015-11-28T03:45:00Z,213.5,95.2,0,0
2015-11-28T04:00:00Z,213.4,95.1,0,0
2015-11-28T04:15:00Z,213.2,95,0,0
2015-11-28T04:30:00Z,213.2,95,0,0
2015-11-28T04:45:00Z,213.2,94.9,0,0
2015-11-28T05:00:00Z,213.1,94.8,0,0
2015-11-28T05:15:00Z,213.1,94.7,0,0
2015-11-28T05:30:00Z,213.2,94.6,0,0
2015-11-28T05:45:00Z,213,94.5,0,0
2015-11-28T06:00:00Z,213,94.5,0,0
2015-11-28T06:15:00Z,213,94.4,0,0
2015-11-28T06:30:00Z,213.1,94.3,0,0
2015-11-28T06:45:00Z,213.2,94.2,0,0
2015-11-28T07:00:00Z,213.1,94.1,0,0
2015-11-28T07:15:00Z,213.2,94.1,0,0
2015-11-28T07:30:00Z,213.2,94,0,0
2015-11-28T07:45:00Z,213.2,93.9,0,0
2015-11-28T08:00:00Z,213.4,93.9,0,0
2015-11-28T08:15:00Z,213.4,93.7,0,0
2015-11-28T08:30:00Z,213.3,93.6,0,0
2015-11-28T08:45:00Z,213.4,93.6,0,0
2015-11-28T09:00:00Z,213.4,93.5,0,0
2015-11-28T09:15:00Z,213.4,93.4,0,0
2015-11-28T09:30:00Z,213.6,93.3,0,0
2015-11-28T09:45:00Z,213.6,93.3,0,0
2015-11-28T10:00:00Z,213.5,93.2,0,0
2015-11-28T10:15:00Z,213.5,93,0,0
2015-11-28T10:30:00Z,213.6,93,0,0
2015-11-28T10:45:00Z,213.7,93,0,0
2015-11-28T11:00:00Z,213.6,92.9,0,0
2015-11-28T11:15:00Z,213.7,92.8,0,0
2015-11-28T11:30:00Z,213.9,92.8,0,0
2015-11-28T11:45:00Z,213.7,92.7,0,0
2015-11-28T12:00:00Z,213.8,92.7,0,0
2015-11-28T12:15:00Z,213.8,92.7,0,0
2015-11-28T12:30:00Z,213.9,92.6,0,0
2015-11-28T12:45:00Z,213.8,92.7,0,0
2015-11-28T13:00:00Z,213.8,92.7,0,0
2015-11-28T13:15:00Z,213.8,92.9,0,0
2015-11-28T13:30:00Z,213.8,92.9,0,0
2015-11-28T13:45:00Z,213.8,93.1,0,0
2015-11-28T14:00:00Z,213.6,93.2,0,0
2015-11-28T14:15:00Z,213.6,93.4,0,0
2015-11-28T14:30:00Z,213.5,93.6,0,0
2015-11-28T14:45:00Z,213.4,93.8,0,0
2015-11-28T15:00:00Z,213.4,93.9,0,0
2015-11-28T15:15:00Z,213.3,93.8,0,0
2015-11-28T15:30:00Z,213.2,93.8,0,0
2015-11-28T15:45:00Z,213,93.9,0,0
2015-11-28T16:00:00Z,212.6,94.3,0,0
2015-11-28T16:15:00Z,212.5,94.8,0,0
2015-11-28T16:30:00Z,212.5,94.9,0,0
2015-11-28T16:45:00Z,212.2,94.7,0,0
2015-11-28T17:00:00Z,212.2,94.5,0,0
2015-11-28T17:15:00Z,212.1,94.4,0,0
2015-11-28T17:30:00Z,211.8,94.2,0,0
2015-11-28T17:45:00Z,211.6,94.1,0,0
2015-11-28T18:00:00Z,211.3,94,0,0
2015-11-28T18:15:00Z,211.2,94,0,0
2015-11-28T18:30:00Z,211.4,94,0,0
2015-11-28T18:45:00Z,210.9,94,0,0
2015-11-28T19:00:00Z,210.6,93.9,0,0
2015-11-28T19:15:00Z,210.3,93.9,0,0
2015-11-28T19:30:00Z,210.3,93.9,0,0
2015-11-28T19:45:00Z,210.5,93.8,0,0
2015-11-28T20:00:00Z,210.6,93.7,0,0
2015-11-28T20:15:00Z,210.6,93.5,0,0
2015-11-28T20:30:00Z,210.7,93.5,0,0
2015-11-28T20:45:00Z,210.8,93.4,0,0
2015-11-28T21:00:00Z,210.7,93.4,0,0
2015-11-28T21:15:00Z,210.8,93.2,0,0
2015-11-28T21:30:00Z,210.9,93.1,0,0
2015-11-28T21:45:00Z,210.7,93.1,0,0
2015-11-28T22:00:00Z,210.7,93.1,0,0
2015-11-28T22:15:00Z,210.7,93.1,0,0
2015-11-28T22:30:00Z,210.7,93.1,0,0
2015-11-28T22:45:00Z,210.6,93.1,0,0
2015-11-28T23:00:00Z,210.5,93,0,0
2015-11-28T23:15:00Z,210.5,93.1,0,0
2015-11-28T23:30:00Z,210.7,93,0,0
2015-11-28T23:45:00Z,210.5,93,0,0
2015-11-29T00:00:00Z,210.4,93.1,0,0
2015-11-29T00:15:00Z,210.3,93,0,0
2015-11-29T00:30:00Z,210.3,92.9,0,0
2015-11-29T00:45:00Z,210.1,92.9,0,0
2015-11-29T01:00:00Z,210.1,92.8,0,0
2015-11-29T01:15:00Z,210.1,92.8,0,0
2015-11-29T01:30:00Z,210.1,92.7,0,0
2015-11-29T01:45:00Z,209.9,92.6,0,0
2015-11-29T02:00:00Z,209.7,92.6,0,0
2015-11-29T02:15:00Z,209.8,92.5,0,0
2015-11-29T02:30:00Z,209.6,92.4,0,0
2015-11-29T02:45:00Z,209.5,92.3,0,0
2015-11-29T03:00:00Z,209.6,92.2,0,0
2015-11-29T03:15:00Z,209.4,92.2,0,0
2015-11-29T03:30:00Z,209.4,92.1,0,0
2015-11-29T03:45:00Z,209.4,92,0,0
2015-11-29T04:00:00Z,209.6,91.9,0,0
2015-11-29T04:15:00Z,209.6,91.8,0,0
2015-11-29T04:30:00Z,209.5,91.6,0,0
2015-11-29T04:45:00Z,209.5,91.6,0,0
2015-11-29T05:00:00Z,209.4,91.4,0,0
2015-11-29T05:15:00Z,209.5,91.3,0,0
2015-11-29T05:30:00Z,209.7,91.2,0,0
2015-11-29T05:45:00Z,209.8,91,0,0
2015-11-29T06:00:00Z,209.8,90.9,0,0
2015-11-29T06:15:00Z,209.8,90.8,0,0
2015-11-29T06:30:00Z,209.8,90.6,0,0
2015-11-29T06:45:00Z,209.7,90.6,0,0
2015-11-29T07:00:00Z,209.8,90.4,0,0
2015-11-29T07:15:00Z,209.9,90.3,0,0
2015-11-29T07:30:00Z,210,90.2,0,0
2015-11-29T07:45:00Z,210.2,90.1,0,0
2015-11-29T08:00:00Z,210.2,90.1,0,0
2015-11-29T08:15:00Z,210.2,89.9,0,0
2015-11-29T08:30:00Z,210.1,89.8,0,0
2015-11-29T08:45:00Z,210.1,89.7,0,0
2015-11-29T09:00:00Z,210,89.6,0,0
2015-11-29T09:15:00Z,210,89.6,0,0
2015-11-29T09:30:00Z,210,89.4,0,0
2015-11-29T09:45:00Z,209.8,89.4,0,0
2015-11-29T10:00:00Z,209.9,89.3,0,0
2015-11-29T10:15:00Z,209.8,89.2,0,0
2015-11-29T10:30:00Z,210,89.1,0,0
2015-11-29T10:45:00Z,210,89.1,0,0
2015-11-29T11:00:00Z,210.2,89.1,0,0
2015-11-29T11:15:00Z,210.3,89,0,0
2015-11-29T11:30:00Z,210.3,88.9,0,0
2015-11-29T11:45:00Z,210.5,88.9,0,0
2015-11-29T12:00:00Z,210.4,88.8,0,0
2015-11-29T12:15:00Z,210.5,88.8,0,0
2015-11-29T12:30:00Z,210.7,88.9,0,0
2015-11-29T12:45:00Z,210.6,89,0,0
2015-11-29T13:00:00Z,210.7,89.1,0,0
2015-11-29T13:15:00Z,210.6,89.2,0,0
2015-11-29T13:30:00Z,210.3,89.5,0,0
2015-11-29T13:45:00Z,210.1,89.9,0,0
2015-11-29T14:00:00Z,210,90.3,0,0
2015-11-29T14:15:00Z,209.9,90.7,0,0
2015-11-29T14:30:00Z,209.8,91.2,0,0
2015-11-29T14:45:00Z,209.6,91.5,0,0
2015-11-29T15:00:00Z,209.3,91.7,0,0
2015-11-29T15:15:00Z,209.4,91.9,0,0
2015-11-29T15:30:00Z,209.3,92,0,0
2015-11-29T15:45:00Z,209.2,92.1,0,0
2015-11-29T16:00:00Z,209,92.2,0,0
2015-11-29T16:15:00Z,209,92.3,0,0
2015-11-29T16:30:00Z,209,92.4,0,0
2015-11-29T16:45:00Z,208.8,92.5,0,0
2015-11-29T17:00:00Z,208.6,92.5,0,0
2015-11-29T17:15:00Z,208.5,92.6,0,0
2015-11-29T17:30:00Z,208.4,92.7,0,0
2015-11-29T17:45:00Z,208.3,92.7,0,0
2015-11-29T18:00:00Z,208.2,92.8,0,0
2015-11-29T18:15:00Z,208.2,92.8,0,0
2015-11-29T18:30:00Z,208.1,92.8,0,0
2015-11-29T18:45:00Z,208,92.8,0,0
2015-11-29T19:00:00Z,207.9,92.8,0,0
2015-11-29T19:15:00Z,207.8,92.8,0,0
2015-11-29T19:30:00Z,207.8,92.7,0,0
2015-11-29T19:45:00Z,207.8,92.7,0,0
2015-11-29T20:00:00Z,207.6,92.7,0,0
2015-11-29T20:15:00Z,207.4,92.6,0,0
2015-11-29T20:30:00Z,207.4,92.4,0,0
2015-11-29T20:45:00Z,207.5,92.4,0,0
2015-11-29T21:00:00Z,207.4,92.3,0,0
2015-11-29T21:15:00Z,207.3,92.2,0,0
2015-11-29T21:30:00Z,207.3,92.1,0,0
2015-11-29T21:45:00Z,207.3,91.9,0,0
2015-11-29T22:00:00Z,207.2,91.8,0,0
2015-11-29T22:15:00Z,207.2,91.7,0,0
2015-11-29T22:30:00Z,207.1,91.8,0,0
2015-11-29T22:45:00Z,207.1,91.7,0,0
2015-11-29T23:00:00Z,207,91.7,0,0
