"dtp","Temp_deg_C","pH_units","SpCond_uS_cm","HDO_mg_l","Turb_NTU","fdom_qsu_temp","fdom_turb_ife","CDOM_qsu","X_00060_00011"
2016-08-31 23:00:00,16.01,7.53,80.6,9.26,39.35,67.6468680264532,249.267191985442,73.3772163343212,NA
2016-08-31 23:15:00,16.01,7.51,80.3,9.27,35.71,68.6378158511122,249.82094680463,74.452107087247,NA
2016-08-31 23:30:00,15.98,7.51,80.4,9.28,30.89,69.2711429771696,246.005515057979,75.1603294992215,NA
2016-08-31 23:45:00,15.97,7.52,81.7,9.28,27.39,69.6441798103088,242.720593919519,75.5722035260435,NA
2016-09-01 00:00:00,15.97,7.53,83,9.27,23.56,69.7136125904479,237.126835118631,75.647546335828,NA
2016-09-01 00:15:00,15.98,7.53,83.2,9.27,24.69,69.8544333073576,239.745923093696,75.7932091014114,NA
2016-09-01 00:30:00,15.98,7.53,82.6,9.27,22.59,69.5442709889243,234.621323753663,75.4566778843739,NA
2016-09-01 00:45:00,15.98,7.54,81.4,9.27,23.02,69.0998593087811,232.624633529112,74.974483901753,NA
2016-09-01 01:00:00,15.97,7.54,80.9,9.27,24.86,69.3109024656414,236.691042980977,75.2105580390778,NA
2016-09-01 01:15:00,15.96,7.53,80.2,9.28,22.76,69.8782926155456,236.886677658243,75.8333919332965,NA
2016-09-01 01:30:00,15.93,7.52,79.7,9.28,22.29,70.8626122732393,242.141437530774,76.9233512481792,NA
2016-09-01 01:45:00,15.9,7.51,79.4,9.29,20.62,72.0036409578931,246.49152034182,78.1840875985735,NA
2016-09-01 02:00:00,15.86,7.51,79.1,9.3,20.32,73.5209076704787,255.564609028132,79.8617208297755,NA
2016-09-01 02:15:00,15.83,7.51,78.4,9.3,16.28,74.8175772571335,256.839460320872,81.2932342156814,NA
2016-09-01 02:30:00,15.8,7.51,77.8,9.31,16.35,76.2429008923841,266.176494670325,82.865387513185,NA
2016-09-01 02:45:00,15.78,7.5,77.1,9.31,16.35,76.8753828376597,270.366388258737,83.5685870711739,NA
2016-09-01 03:00:00,15.78,7.49,76.5,9.31,16.12,77.8272185733462,276.345186440479,84.6032949922146,NA
2016-09-01 03:15:00,15.77,7.47,75.5,9.31,12.87,78.3604239329668,273.676395932235,85.1909689085338,NA
2016-09-01 03:30:00,15.76,7.47,74.7,9.31,13.05,79.1707085427641,279.486367910477,86.0800140639912,NA
2016-09-01 03:45:00,15.76,7.45,73.9,9.31,12.12,79.798986270239,281.92810110536,86.7631222060375,NA
2016-09-01 04:00:00,15.75,7.45,73.4,9.32,38.67,80.7707309301612,290.216445693596,87.827967250992,NA
2016-09-01 04:15:00,15.74,7.45,73.1,9.32,12.03,81.6914836063115,294.985037952228,88.8375609021046,NA
2016-09-01 04:30:00,15.73,7.45,73.1,9.33,9.5,82.2980110262643,293.897899532441,89.505600482194,NA
2016-09-01 04:45:00,15.71,7.45,73.3,9.33,13.54,82.8088565315621,306.478796517757,90.0782058365563,NA
2016-09-01 05:00:00,15.71,7.45,73.6,9.33,7.71,83.5384227236459,298.84480966337,90.8718167662866,NA
2016-09-01 05:15:00,15.69,7.44,73.9,9.33,7.4,83.933515513272,300.991409893602,91.3188507710081,NA
2016-09-01 05:30:00,15.7,7.45,74.3,9.35,7.42,84.1168969105367,302.354492136444,91.5097192224622,NA
2016-09-01 05:45:00,15.7,7.46,74.3,9.36,11.99,84.5001138217368,315.678212622081,91.9266161032699,NA
2016-09-01 06:00:00,15.7,7.47,74.7,9.36,6.15,84.7171161690429,303.851939729244,92.1626902405947,NA
2016-09-01 06:15:00,15.72,7.48,75,9.38,6.1,84.8070152582198,304.388673156057,92.2430559043649,NA
2016-09-01 06:30:00,15.77,7.49,75.4,9.41,6.64,84.6899958654532,304.754142943529,92.0722788688533,NA
2016-09-01 06:45:00,15.77,7.5,75.7,9.4,10.98,84.7269568694385,315.021708727339,92.1124617007384,NA
2016-09-01 07:00:00,15.76,7.5,75.9,9.4,5.35,84.7004764823783,301.951845148187,92.0923702847958,NA
2016-09-01 07:15:00,15.8,7.51,76.5,9.4,4.49,84.4644328231083,298.389550773141,91.801044753629,NA
2016-09-01 07:30:00,15.88,7.53,76.7,9.41,6.1,84.1351108168529,299.574803972086,91.3741021648501,NA
2016-09-01 07:45:00,15.95,7.55,77,9.42,4.17,83.7417592527036,292.667979494868,90.8868853282435,NA
2016-09-01 08:00:00,16.08,7.56,77.4,9.45,4.12,83.3207937931368,289.674677161362,90.3193028278668,NA
2016-09-01 08:15:00,16.2,7.58,77.7,9.45,3.59,82.9928053766649,286.356453097499,89.862223115174,NA
2016-09-01 08:30:00,16.4,7.59,78,9.45,4.18,82.1589867233508,281.969734126367,88.7923552162339,NA
2016-09-01 08:45:00,16.59,7.59,78.4,9.44,4.12,81.5699050251249,277.961583263809,87.9987442865036,NA
2016-09-01 09:00:00,16.7,7.61,78.9,9.44,4.53,81.1273325757129,275.866802568435,87.4311617861269,NA
2016-09-01 09:15:00,16.81,7.62,79.1,9.43,4.41,80.613692870632,272.310725329044,86.7882364759656,NA
2016-09-01 09:30:00,16.93,7.61,79.7,9.42,3.66,80.1436736624984,267.907849564707,86.1854939976895,NA
2016-09-01 09:45:00,17.04,7.64,79.9,9.41,3.32,79.7631497453349,264.894330539665,85.6882314531117,NA
2016-09-01 10:00:00,17.11,7.64,80.4,9.4,3.9,79.5017889960156,264.318615910728,85.3517002360741,NA
2016-09-01 10:15:00,17.29,7.65,80.6,9.41,3.19,78.6089151579392,257.557872235037,84.2516952132201,163
2016-09-01 10:30:00,17.41,7.65,81.1,9.39,3.29,78.349555994647,256.160938502344,83.8800040182832,163
2016-09-01 10:45:00,17.48,7.66,81.4,9.38,3.3,77.8184140352949,252.987452087648,83.2571701240645,163
2016-09-01 11:00:00,17.45,7.67,81,9.35,3.16,77.6606074524953,251.809985226777,83.1115073584811,156
2016-09-01 11:15:00,17.57,7.67,81.4,9.33,2.46,77.2256925573035,248.077138597886,82.5539705660756,154
2016-09-01 11:30:00,17.83,7.68,81.7,9.34,3.13,76.2817443760865,243.691727785373,81.3484856095233,153
2016-09-01 11:45:00,17.88,7.69,82,9.32,2.79,76.0673312195243,241.917047110085,81.0822743482847,151
2016-09-01 12:00:00,18.08,7.7,82.4,9.31,3.03,75.4906210699184,239.016216904595,80.3188005424682,148
2016-09-01 12:15:00,18.18,7.71,82.7,9.31,2.88,74.941380775216,235.69776721863,79.6608066703501,144
2016-09-01 12:30:00,18.14,7.71,83,9.27,2.94,74.8381243034665,235.213660335002,79.5804410065799,144
2016-09-01 12:45:00,18.38,7.72,83.4,9.27,2.94,74.1661171132445,231.496341003643,78.6913958511226,141
2016-09-01 13:00:00,18.19,7.72,83.6,9.22,2.93,74.4142948146086,232.847811982525,79.0932241699734,138
