dtp,Temp_deg_C,SpCond_uS_cm,,
6/22/15 23:45,15.29,0,73.3,0
6/23/15 0:00,15.25,0,73.5,0
6/23/15 0:15,15.2,0,73.7,0
6/23/15 0:30,15.16,0,73.8,0
6/23/15 0:45,15.11,0,73.9,0
6/23/15 1:00,15.07,0,74.2,0
6/23/15 1:15,15.02,0,74.4,0
6/22/15 22:15,15.61,0,71.8,0
6/22/15 22:30,15.56,0,72.1,0
6/22/15 22:45,15.51,0,72.4,0
6/22/15 23:00,15.45,0,72.6,0
6/22/15 23:15,15.4,0,72.8,0
6/22/15 23:30,15.34,0,73,0
6/23/15 3:00,14.73,0,75.6,0
6/23/15 3:15,14.68,0,75.6,0
6/23/15 3:30,14.65,0,75.9,0
6/23/15 3:45,14.62,0,76.1,0
6/23/15 4:00,14.58,0,76.2,0
6/23/15 4:15,14.55,0,76.3,0
6/23/15 4:30,14.52,0,76.4,0
6/23/15 4:45,14.5,0,76.8,0
6/23/15 5:00,14.48,0,76.7,0
6/23/15 5:15,14.46,0,76.7,0
6/23/15 5:30,14.44,0,76.9,0
6/23/15 5:45,14.42,0,77.1,0
6/23/15 6:00,14.41,0,77.2,0
6/23/15 6:15,14.4,0,77.3,0
6/23/15 6:30,14.4,0,77.6,0
6/23/15 6:45,14.41,0,77.7,0
6/23/15 7:00,14.42,0,78.2,0
6/23/15 7:15,14.43,0,78.4,0
6/23/15 7:30,14.44,0,78.6,0
6/23/15 7:45,14.45,0,78.9,0
6/23/15 8:00,14.44,0,78.8,0
6/23/15 8:15,14.45,0,79,0
6/23/15 8:30,14.44,0,78.8,0
6/23/15 8:45,14.44,0,78.9,0
6/23/15 9:00,14.47,0,78.8,0
6/23/15 10:15,14.51,0,77.5,0
6/23/15 10:30,14.51,0,77.2,0
6/23/15 10:45,14.52,0,76.5,0
6/23/15 11:00,14.54,0,75.9,0
6/23/15 11:15,14.6,0,75.5,0
6/23/15 11:30,14.71,0,74.9,0
6/23/15 11:45,14.88,0,74.4,0
6/23/15 12:00,15,0,73.7,0
6/23/15 12:15,15.2,0,73.8,0
6/23/15 1:30,14.98,0,74.6,0
6/23/15 1:45,14.94,0,74.7,0
6/23/15 2:00,14.89,0,74.9,0
6/23/15 2:15,14.85,0,75.1,0
6/23/15 2:30,14.81,0,75.2,0
6/23/15 2:45,14.76,0,75.4,0
6/23/15 13:30,15.46,0,73.6,0
6/23/15 13:45,15.46,0,73.5,0
6/23/15 14:00,15.44,0,73.2,0
6/23/15 14:15,15.52,0,72.6,0
6/23/15 14:30,15.55,0,72.1,0
6/23/15 14:45,15.52,0,72.2,0
6/23/15 15:00,15.51,0,71.7,0
6/23/15 15:15,15.54,0,71.7,0
6/23/15 15:30,15.53,0,71.5,0
6/23/15 15:45,15.5,0,71.5,0
6/23/15 16:00,15.5,0,71.2,0
6/23/15 16:15,15.52,0,71.2,0
6/23/15 16:30,15.51,0,71.1,0
6/23/15 16:45,15.49,0,71.1,0
6/23/15 17:00,15.47,0,71,0
6/23/15 17:15,15.47,0,71,0
6/23/15 17:30,15.46,0,71,0
6/23/15 17:45,15.42,0,71,0
6/23/15 18:00,15.4,0,70.8,0
6/23/15 18:15,15.37,0,70.8,0
6/23/15 18:30,15.35,0,70.9,0
6/23/15 18:45,15.32,0,71.2,0
6/23/15 19:00,15.31,0,71.2,0
6/23/15 19:15,15.3,0,71.2,0
6/23/15 19:30,15.3,0,71.1,0
6/23/15 19:45,15.28,0,71.1,0
6/23/15 20:00,15.27,0,70.8,0
6/23/15 20:15,15.24,0,70.5,0
6/23/15 20:30,15.2,0,67.4,0
6/23/15 20:45,15.15,0,69.2,0
6/23/15 21:00,15.09,0,68.7,0
6/23/15 21:15,15.05,0,68.3,0
6/23/15 21:30,15,0,67.8,0
6/23/15 21:45,14.96,0,67.6,0
6/23/15 13:00,15.34,0,73.5,0
6/23/15 13:15,15.43,0,73.6,0
6/23/15 12:30,15.36,0,73.7,0
6/23/15 12:45,15.4,0,73.6,0
6/24/15 8:15,14.75,0,73.1,0
6/24/15 8:30,14.87,0,73.2,0
6/23/15 23:45,14.79,0,67.7,0
6/24/15 0:00,14.77,0,67.6,0
6/24/15 0:15,14.75,0,67.9,0
6/24/15 0:30,14.72,0,68.1,0
6/24/15 0:45,14.69,0,68.3,0
6/24/15 1:00,14.67,0,68.7,0
6/24/15 1:15,14.64,0,68.8,0
6/24/15 1:30,14.62,0,69.1,0
6/24/15 1:45,14.6,0,69.2,0
6/24/15 2:00,14.56,0,69.4,0
6/24/15 2:15,14.53,0,69.5,0
6/24/15 2:30,14.49,0,69.7,0
6/24/15 2:45,14.46,0,69.9,0
6/24/15 3:00,14.43,0,70,0
6/24/15 3:15,14.4,0,70.3,0
6/24/15 3:30,14.38,0,70.4,0
6/24/15 3:45,14.35,0,70.7,0
6/24/15 4:00,14.32,0,70.8,0
6/24/15 4:15,14.29,0,70.9,0
6/24/15 4:30,14.25,0,71.1,0
6/24/15 4:45,14.22,0,71.2,0
6/24/15 5:00,14.19,0,71.3,0
6/24/15 5:15,14.17,0,71.5,0
6/24/15 5:30,14.15,0,71.7,0
6/24/15 5:45,14.15,0,71.8,0
6/24/15 6:00,14.16,0,71.8,0
6/24/15 6:15,14.18,0,72,0
6/24/15 6:30,14.2,0,71.9,0
6/24/15 6:45,14.24,0,72.2,0
6/24/15 7:00,14.29,0,72.5,0
6/24/15 7:15,14.36,0,72.5,0
6/24/15 7:30,14.45,0,72.7,0
6/24/15 7:45,14.55,0,72.9,0
6/24/15 8:00,14.64,0,72.9,0
6/24/15 18:15,16.56,0,79.4,0
6/24/15 18:30,16.49,0,79.5,0
6/24/15 8:45,14.98,0,73.3,0
6/24/15 9:00,15.09,0,73.4,0
6/24/15 9:15,15.21,0,73.7,0
6/24/15 9:30,15.31,0,73.7,0
6/24/15 9:45,15.45,0,73.9,0
6/24/15 10:00,15.57,0,74.1,0
6/24/15 10:15,15.7,0,74.1,0
6/24/15 10:30,15.86,0,74.2,0
6/24/15 10:45,16.01,0,74.4,0
6/24/15 11:00,16.16,0,74.5,0
6/24/15 11:15,16.3,0,74.6,0
6/24/15 11:30,16.45,0,74.7,0
6/24/15 11:45,16.6,0,75.1,0
6/24/15 12:00,16.75,0,75.1,0
6/24/15 12:15,16.87,0,75.2,0
6/24/15 12:30,17,0,75,0
6/24/15 12:45,17.09,0,75.6,0
6/24/15 13:00,17.17,0,75.7,0
6/24/15 13:15,17.24,0,75.9,0
6/24/15 13:30,17.3,0,76.1,0
6/24/15 13:45,17.34,0,76.2,0
6/24/15 14:00,17.36,0,76.5,0
6/24/15 14:15,17.38,0,76.6,0
6/24/15 14:30,17.38,0,76.8,0
6/24/15 14:45,17.35,0,76.9,0
6/24/15 15:00,17.34,0,77.1,0
6/24/15 15:15,17.3,0,77.3,0
6/24/15 15:30,17.24,0,77.5,0
6/24/15 15:45,17.19,0,77.7,0
6/24/15 16:00,17.14,0,77.8,0
6/24/15 16:15,17.07,0,78,0
6/24/15 16:30,17,0,78.1,0
6/24/15 16:45,16.93,0,78.3,0
6/24/15 17:00,16.85,0,78.6,0
6/24/15 17:15,16.81,0,78.6,0
6/24/15 17:30,16.74,0,78.8,0
6/24/15 17:45,16.68,0,79,0
6/24/15 18:00,16.62,0,79,0
6/23/15 22:00,14.93,0,67.6,0
6/23/15 22:15,14.9,0,67.7,0
6/23/15 22:30,14.88,0,67.8,0
6/23/15 22:45,14.86,0,67.7,0
6/23/15 23:00,14.84,0,67.7,0
6/23/15 23:15,14.83,0,67.7,0
6/23/15 23:30,14.81,0,67.6,0
6/24/15 19:45,16.24,0,80.3,0
6/24/15 20:00,16.18,0,80.5,0
6/24/15 20:15,16.12,0,80.7,0
6/24/15 20:30,16.07,0,81.2,0
6/24/15 20:45,16.01,0,81,0
6/24/15 21:00,15.95,0,81.2,0
6/24/15 21:15,15.89,0,81.3,0
6/24/15 21:30,15.82,0,81.5,0
6/24/15 21:45,15.76,0,81.7,0
6/24/15 19:30,16.29,0,80.1,0
6/24/15 18:45,16.44,0,79.9,0
6/24/15 19:00,16.39,0,79.8,0
6/24/15 19:15,16.33,0,80.1,0
6/25/15 8:15,14.68,0,85.9,0
6/25/15 9:30,15.32,0,86.1,0
6/25/15 9:45,15.51,0,86.1,0
6/25/15 10:00,15.54,0,86.3,0
6/25/15 10:15,15.69,0,86.1,0
6/25/15 10:30,15.84,0,86.3,0
6/25/15 10:45,16.01,0,86.3,0
6/25/15 11:00,16.15,0,86.3,0
6/25/15 11:15,16.3,0,86.5,0
6/25/15 12:30,17.84,0,0.2,0
6/25/15 8:30,14.75,0,86,0
6/25/15 8:45,14.84,0,85.9,0
6/25/15 9:00,15.02,0,86.1,0
6/25/15 9:15,15.17,0,86.1,0
6/25/15 13:45,17.44,0,86.1,0
6/25/15 14:00,17.48,0,86.1,0
6/25/15 14:15,17.48,0,86.1,0
6/25/15 14:30,17.48,0,86.2,0
6/25/15 14:45,17.47,0,86.2,0
6/25/15 15:00,17.43,0,86.4,0
6/25/15 15:15,17.38,0,86.6,0
6/25/15 15:30,17.32,0,86.7,0
6/25/15 15:45,17.25,0,86.9,0
6/25/15 12:45,17.17,0,86.1,0
6/25/15 13:00,17.28,0,86.1,0
6/25/15 13:15,17.32,0,86.1,0
6/25/15 13:30,17.4,0,86.2,0
6/25/15 6:00,14.11,0,85.4,0
6/25/15 6:15,14.16,0,85.6,0
6/25/15 6:30,14.17,0,85.6,0
6/25/15 6:45,14.21,0,85.6,0
6/25/15 7:00,14.29,0,85.7,0
6/25/15 7:15,14.36,0,85.9,0
6/25/15 7:30,14.46,0,85.9,0
6/25/15 7:45,14.55,0,85.8,0
6/25/15 8:00,14.64,0,85.8,0
6/25/15 19:15,16.12,0,88.6,0
6/25/15 19:30,16.05,0,88.7,0
6/25/15 19:45,15.97,0,88.9,0
6/25/15 20:00,15.88,0,89.1,0
6/25/15 20:15,15.81,0,89.1,0
6/25/15 20:30,15.73,0,89.3,0
6/25/15 20:45,15.65,0,89.4,0
6/25/15 21:00,15.57,0,89.7,0
6/25/15 21:15,15.5,0,90,0
6/25/15 21:30,15.42,0,90.1,0
6/25/15 21:45,15.35,0,90.4,0
6/25/15 0:45,15.11,0,83.7,0
6/25/15 1:00,15.04,0,83.8,0
6/25/15 1:15,14.98,0,83.9,0
6/25/15 1:30,14.92,0,83.9,0
6/25/15 1:45,14.85,0,83.9,0
6/25/15 2:00,14.78,0,84.1,0
6/25/15 2:15,14.72,0,84.3,0
6/25/15 2:30,14.67,0,84.3,0
6/25/15 2:45,14.62,0,84.4,0
6/25/15 3:00,14.56,0,84.5,0
6/25/15 3:15,14.51,0,84.5,0
6/25/15 3:30,14.45,0,84.8,0
6/25/15 3:45,14.4,0,84.8,0
6/25/15 4:00,14.33,0,84.9,0
6/25/15 4:15,14.28,0,85,0
6/25/15 4:30,14.23,0,85.2,0
6/25/15 16:00,17.17,0,87,0
6/25/15 16:15,17.07,0,87.1,0
6/25/15 16:30,16.98,0,87.2,0
6/25/15 16:45,16.9,0,87.4,0
6/25/15 17:00,16.82,0,87.4,0
6/25/15 17:15,16.73,0,87.5,0
6/25/15 17:30,16.66,0,87.7,0
6/25/15 17:45,16.6,0,87.8,0
6/25/15 18:00,16.51,0,87.7,0
6/25/15 18:15,16.43,0,87.8,0
6/25/15 18:30,16.35,0,87.9,0
6/25/15 18:45,16.28,0,87.9,0
6/25/15 19:00,16.21,0,88,0
6/24/15 22:00,15.7,0,81.8,0
6/24/15 22:15,15.64,0,82.1,0
6/24/15 22:30,15.58,0,82.3,0
6/24/15 22:45,15.52,0,82.4,0
6/24/15 23:00,15.47,0,82.8,0
6/24/15 23:15,15.41,0,82.9,0
6/24/15 23:30,15.36,0,83,0
6/24/15 23:45,15.31,0,83.2,0
6/25/15 0:00,15.26,0,83.2,0
6/25/15 0:15,15.22,0,83.4,0
6/25/15 0:30,15.16,0,83.5,0
6/25/15 5:00,14.13,0,85.2,0
6/25/15 5:15,14.1,0,85.3,0
6/25/15 5:30,14.09,0,85.4,0
6/25/15 4:45,14.18,0,85.2,0
6/25/15 5:45,14.1,0,85.3,0
6/25/15 22:00,15.28,0,90.6,0
6/25/15 22:15,15.21,0,90.6,0
6/25/15 22:30,15.15,0,90.8,0
6/26/15 0:00,14.81,0,91.4,0
6/26/15 0:15,14.76,0,91.4,0
6/26/15 0:30,14.71,0,91.5,0
6/26/15 0:45,14.66,0,91.6,0
6/26/15 1:00,14.61,0,91.8,0
6/26/15 1:15,14.56,0,91.9,0
6/26/15 1:30,14.51,0,91.9,0
6/26/15 1:45,14.46,0,92,0
6/25/15 22:45,15.09,0,90.8,0
6/25/15 23:00,15.03,0,91.1,0
6/25/15 23:15,14.97,0,91.1,0
6/25/15 23:30,14.91,0,91.1,0
6/25/15 23:45,14.86,0,91.1,0
6/26/15 13:30,17.62,0,93.3,0
6/26/15 13:45,17.62,0,93.2,0
6/26/15 14:00,17.73,0,93.4,0
6/26/15 14:15,17.86,0,93.3,0
6/26/15 14:30,17.89,0,93.6,0
6/26/15 14:45,17.81,0,93.6,0
6/26/15 15:00,17.71,0,93.5,0
6/26/15 15:15,17.61,0,93.6,0
6/26/15 15:30,17.52,0,93.6,0
6/26/15 15:45,17.41,0,93.6,0
6/26/15 16:00,17.27,0,93.6,0
6/26/15 16:15,17.2,0,93.8,0
6/26/15 16:30,17.08,0,93.9,0
6/26/15 16:45,16.98,0,94,0
6/26/15 17:00,16.85,0,94.1,0
6/26/15 17:15,16.73,0,94.2,0
6/26/15 17:30,16.65,0,94.1,0
6/26/15 17:45,16.59,0,94.4,0
6/26/15 18:00,16.5,0,94.3,0
6/26/15 18:15,16.42,0,94.6,0
6/26/15 18:30,16.35,0,94.5,0
6/26/15 18:45,16.27,0,94.7,0
6/26/15 19:00,16.18,0,94.7,0
6/26/15 19:15,16.09,0,94.9,0
6/26/15 19:30,15.99,0,94.9,0
6/26/15 19:45,15.89,0,95,0
6/26/15 20:00,15.8,0,95.2,0
6/26/15 20:15,15.71,0,95.2,0
6/26/15 20:30,15.62,0,95.2,0
6/26/15 20:45,15.53,0,95.3,0
6/26/15 21:00,15.44,0,95.5,0
6/26/15 21:15,15.34,0,95.3,0
6/26/15 21:30,15.25,0,95.6,0
6/26/15 21:45,15.15,0,95.6,0
6/26/15 11:30,15.59,0,91.6,0
6/26/15 11:45,15.52,0,91.8,0
6/26/15 2:00,14.42,0,92.1,0
6/26/15 2:15,14.36,0,92,0
6/26/15 2:30,14.31,0,92.1,0
6/26/15 2:45,14.25,0,92.1,0
6/26/15 3:00,14.19,0,92.3,0
6/26/15 3:15,14.13,0,92.4,0
6/26/15 3:30,14.07,0,92.3,0
6/26/15 3:45,14.01,0,92.4,0
6/26/15 4:00,13.94,0,92.4,0
6/26/15 4:15,13.88,0,92.4,0
6/26/15 4:30,13.82,0,92.5,0
6/26/15 4:45,13.77,0,92.5,0
6/26/15 5:00,13.73,0,92.5,0
6/26/15 5:15,13.7,0,92.6,0
6/26/15 5:30,13.68,0,92.7,0
6/26/15 5:45,13.67,0,92.9,0
6/26/15 6:00,13.68,0,92.9,0
6/26/15 6:15,13.7,0,93,0
6/26/15 6:30,13.74,0,93,0
6/26/15 6:45,13.82,0,93.1,0
6/26/15 7:00,13.92,0,93.3,0
6/26/15 7:15,14.03,0,93.3,0
6/26/15 7:30,14.16,0,92.5,0
6/26/15 7:45,14.34,0,92.5,0
6/26/15 8:00,14.53,0,92.5,0
6/26/15 8:15,14.56,0,92.5,0
6/26/15 8:30,14.59,0,92.3,0
6/26/15 8:45,14.62,0,92.3,0
6/26/15 9:00,14.86,0,92.1,0
6/26/15 9:15,15.08,0,92.3,0
6/26/15 9:30,15.15,0,92.1,0
6/26/15 9:45,15.29,0,92.1,0
6/26/15 10:00,15.48,0,92.2,0
6/26/15 10:15,15.23,0,92,0
6/26/15 10:30,15.11,0,92,0
6/26/15 10:45,15.08,0,92,0
6/26/15 11:00,15.5,0,91.8,0
6/26/15 11:15,15.41,0,91.6,0
6/26/15 12:30,16.58,0,92.3,0
6/26/15 12:45,16.93,0,92.4,0
6/26/15 12:00,15.83,0,91.7,0
6/26/15 12:15,16.12,0,92,0
6/26/15 13:00,17.05,0,92.8,0
6/26/15 13:15,17.32,0,93,0
6/26/15 22:00,15.06,0,95.8,0
6/26/15 22:15,14.96,0,95.8,0
6/27/15 0:00,14.36,0,96.4,0
6/27/15 0:15,14.28,0,96.5,0
6/27/15 0:30,14.2,0,96.7,0
6/27/15 0:45,14.12,0,96.7,0
6/27/15 1:00,14.04,0,96.9,0
6/27/15 1:15,13.95,0,96.7,0
6/27/15 1:30,13.88,0,97,0
6/27/15 1:45,13.8,0,96.9,0
6/27/15 2:00,13.72,0,97.1,0
6/27/15 2:15,13.64,0,97.3,0
6/27/15 2:30,13.56,0,97.4,0
6/27/15 2:45,13.49,0,97.5,0
6/27/15 3:00,13.4,0,97.4,0
6/27/15 3:15,13.33,0,97.7,0
6/27/15 3:30,13.25,0,97.7,0
6/27/15 3:45,13.18,0,97.6,0
6/27/15 4:00,13.11,0,97.7,0
6/27/15 4:15,13.04,0,97.6,0
6/27/15 4:30,12.99,0,97.7,0
6/27/15 4:45,12.95,0,97.6,0
6/27/15 5:00,12.91,0,97.7,0
6/27/15 5:15,12.89,0,97.8,0
6/27/15 5:30,12.87,0,97.6,0
6/27/15 5:45,12.87,0,97.6,0
6/27/15 6:00,12.88,0,97.5,0
6/27/15 6:15,12.92,0,97.6,0
6/27/15 6:30,12.97,0,97.5,0
6/27/15 6:45,13.05,0,97.5,0
6/27/15 7:00,13.15,0,97.6,0
6/27/15 7:15,13.27,0,97.6,0
6/27/15 7:30,13.42,0,97.6,0
6/27/15 7:45,13.58,0,97.7,0
6/27/15 8:00,13.76,0,97.7,0
6/27/15 8:15,13.96,0,97.8,0
6/26/15 22:30,14.87,0,95.9,0
6/26/15 22:45,14.78,0,96.2,0
6/26/15 23:00,14.69,0,96.2,0
6/26/15 23:15,14.61,0,96.2,0
6/26/15 23:30,14.53,0,96.4,0
6/26/15 23:45,14.45,0,96.2,0
6/27/15 19:30,15.95,0,99.5,0
6/27/15 19:45,15.89,0,99.7,0
6/27/15 20:00,15.82,0,99.5,0
6/27/15 20:15,15.76,0,99.6,0
6/27/15 20:30,15.69,0,99.7,0
6/27/15 20:45,15.62,0,99.7,0
6/27/15 21:00,15.56,0,100,0
6/27/15 21:15,15.49,0,100,0
6/27/15 21:30,15.42,0,100.1,0
6/27/15 21:45,15.36,0,100.2,0
6/27/15 11:45,16.45,0,97,0
6/27/15 12:00,16.63,0,97,0
6/27/15 12:15,16.69,0,97,0
6/27/15 12:30,16.73,0,97,0
6/27/15 12:45,16.74,0,97.1,0
6/27/15 13:00,16.81,0,97.2,0
6/27/15 13:15,16.88,0,97.5,0
6/27/15 13:30,16.93,0,97.7,0
6/27/15 13:45,16.98,0,97.8,0
6/27/15 14:00,16.98,0,98.1,0
6/27/15 14:15,16.96,0,98.2,0
6/27/15 14:30,16.92,0,98.3,0
6/27/15 14:45,16.9,0,98.3,0
6/27/15 15:00,16.89,0,98.5,0
6/27/15 15:15,16.86,0,98.5,0
6/27/15 15:30,16.84,0,98.6,0
6/27/15 15:45,16.79,0,98.6,0
6/27/15 16:00,16.73,0,98.5,0
6/27/15 16:15,16.68,0,98.6,0
6/27/15 16:30,16.62,0,98.5,0
6/27/15 16:45,16.56,0,98.6,0
6/27/15 17:00,16.51,0,98.7,0
6/27/15 17:15,16.47,0,98.7,0
6/27/15 17:30,16.43,0,99,0
6/27/15 17:45,16.39,0,99,0
6/27/15 18:00,16.33,0,99.1,0
6/27/15 18:15,16.27,0,99.2,0
6/27/15 8:30,14.16,0,97.9,0
6/27/15 8:45,14.34,0,97.8,0
6/27/15 9:00,14.51,0,97.8,0
6/27/15 9:15,14.77,0,97.9,0
6/27/15 9:30,14.98,0,97.8,0
6/27/15 9:45,15.22,0,97.9,0
6/27/15 10:00,15.39,0,97.8,0
6/27/15 10:15,15.46,0,97.7,0
6/27/15 10:30,15.51,0,97.8,0
6/27/15 10:45,15.78,0,97.7,0
6/27/15 11:00,15.91,0,97.6,0
6/27/15 11:15,16.1,0,97.6,0
6/27/15 11:30,16.33,0,97.3,0
6/27/15 19:15,16.01,0,99.5,0
6/27/15 18:30,16.21,0,99.2,0
6/27/15 18:45,16.14,0,99.3,0
6/27/15 19:00,16.07,0,99.3,0
6/27/15 22:00,15.3,0,100.4,0
6/27/15 23:15,15.05,0,100.9,0
6/27/15 23:30,15,0,101,0
6/27/15 23:45,14.96,0,100.9,0
6/28/15 0:00,14.92,0,101,0
6/28/15 0:15,14.87,0,101,0
6/28/15 0:30,14.82,0,101,0
6/28/15 0:45,14.78,0,101,0
6/28/15 1:00,14.73,0,101.1,0
6/28/15 1:15,14.69,0,101,0
6/27/15 22:15,15.25,0,100.5,0
6/27/15 22:30,15.19,0,100.6,0
6/27/15 22:45,15.14,0,100.8,0
6/27/15 23:00,15.1,0,100.9,0
6/28/15 2:30,14.46,0,100.9,0
6/28/15 2:45,14.41,0,100.9,0
6/28/15 3:00,14.37,0,101,0
6/28/15 3:15,14.32,0,100.8,0
6/28/15 3:30,14.28,0,100.9,0
6/28/15 3:45,14.24,0,100.9,0
6/28/15 4:00,14.21,0,101,0
6/28/15 4:15,14.17,0,101,0
6/28/15 4:30,14.13,0,100.8,0
6/28/15 1:30,14.64,0,101,0
6/28/15 1:45,14.59,0,100.8,0
6/28/15 2:00,14.55,0,100.7,0
6/28/15 2:15,14.5,0,100.9,0
6/28/15 5:45,13.95,0,100.4,0
6/28/15 6:00,13.95,0,100.4,0
6/28/15 6:15,13.95,0,100.6,0
6/28/15 6:30,13.91,0,100.4,0
6/28/15 6:45,13.88,0,100,0
6/28/15 7:00,13.88,0,100.1,0
6/28/15 7:15,13.88,0,100.2,0
6/28/15 7:30,13.84,0,100,0
6/28/15 7:45,13.83,0,99.7,0
6/28/15 8:00,13.81,0,99.5,0
6/28/15 8:15,13.77,0,99.2,0
6/28/15 8:30,13.74,0,98.7,0
6/28/15 8:45,13.71,0,98.1,0
6/28/15 9:00,13.68,0,97.7,0
6/28/15 9:15,13.69,0,97.4,0
6/28/15 9:30,13.69,0,97,0
6/28/15 9:45,13.69,0,96.5,0
6/28/15 10:00,13.66,0,95.9,0
6/28/15 10:15,13.63,0,94.9,0
6/28/15 10:30,13.61,0,94.3,0
6/28/15 10:45,13.57,0,93.8,0
6/28/15 11:00,13.56,0,93.3,0
6/28/15 11:15,13.57,0,92.6,0
6/28/15 11:30,13.56,0,91.4,0
6/28/15 11:45,13.55,0,90.8,0
6/28/15 12:00,13.55,0,90.5,0
6/28/15 12:15,13.54,0,89.8,0
6/28/15 12:30,13.53,0,89.5,0
6/28/15 12:45,13.5,0,88.4,0
6/28/15 13:00,13.5,0,88,0
6/28/15 13:15,13.48,0,87.4,0
6/28/15 13:30,13.44,0,86,0
6/28/15 13:45,13.42,0,85.3,0
6/28/15 14:00,13.39,0,84.5,0
6/28/15 14:15,13.37,0,83.4,0
6/28/15 14:30,13.35,0,82.5,0
6/28/15 4:45,14.1,0,100.7,0
6/28/15 5:00,14.06,0,100.7,0
6/28/15 5:15,14.01,0,100.5,0
6/28/15 5:30,13.96,0,100.2,0
6/28/15 15:30,13.26,0,80,0
6/28/15 15:45,13.26,0,79.8,0
6/28/15 16:00,13.24,0,79.8,0
6/28/15 16:15,13.23,0,79.7,0
6/28/15 16:30,13.21,0,79.5,0
6/28/15 16:45,13.19,0,79.4,0
6/28/15 17:00,13.17,0,79.1,0
6/28/15 17:15,13.15,0,78.7,0
6/28/15 17:30,13.13,0,78.4,0
6/28/15 17:45,13.12,0,78.1,0
6/28/15 18:00,13.1,0,77.8,0
6/28/15 18:15,13.08,0,77.7,0
6/28/15 18:30,13.07,0,77.5,0
6/28/15 18:45,13.04,0,77.6,0
6/28/15 19:00,13.02,0,77.6,0
6/28/15 19:15,13.01,0,77.7,0
6/28/15 19:30,12.98,0,77.7,0
6/28/15 19:45,12.96,0,77.8,0
6/28/15 20:00,12.94,0,77.9,0
6/28/15 20:15,12.92,0,78,0
6/28/15 20:30,12.91,0,78.2,0
6/28/15 20:45,12.89,0,78.4,0
6/28/15 21:00,12.87,0,78.4,0
6/28/15 21:15,12.85,0,78.5,0
6/28/15 21:30,12.84,0,78.7,0
6/28/15 21:45,12.82,0,79,0
6/28/15 15:15,13.28,0,80.5,0
6/28/15 14:45,13.3,0,81.7,0
6/28/15 15:00,13.28,0,80.7,0
6/29/15 8:30,12.94,0,85.8,0
6/29/15 8:45,13,0,86,0
6/29/15 9:30,13.06,0,86,0
6/29/15 9:45,13.14,0,86.2,0
6/29/15 9:00,13.03,0,86,0
6/29/15 9:15,13.04,0,86.1,0
6/29/15 10:30,13.38,0,86.5,0
6/29/15 10:45,13.36,0,86.6,0
6/29/15 10:00,13.32,0,86.4,0
6/29/15 10:15,13.39,0,86.4,0
6/29/15 8:15,12.89,0,85.8,0
6/29/15 1:45,12.59,0,81.8,0
6/29/15 2:00,12.58,0,82.1,0
6/29/15 2:15,12.56,0,82.1,0
6/29/15 2:30,12.55,0,82.4,0
6/29/15 2:45,12.54,0,82.5,0
6/29/15 3:00,12.53,0,82.8,0
6/29/15 3:15,12.52,0,82.8,0
6/29/15 3:30,12.51,0,83.1,0
6/29/15 3:45,12.5,0,83.2,0
6/29/15 4:00,12.49,0,83.4,0
6/29/15 4:15,12.49,0,83.6,0
6/29/15 4:30,12.48,0,83.8,0
6/29/15 4:45,12.49,0,84,0
6/29/15 5:00,12.49,0,84.2,0
6/29/15 5:15,12.5,0,84.3,0
6/29/15 5:30,12.52,0,84.4,0
6/29/15 5:45,12.53,0,84.5,0
6/29/15 6:00,12.54,0,84.8,0
6/29/15 6:15,12.55,0,85.1,0
6/29/15 6:30,12.57,0,85,0
6/29/15 6:45,12.6,0,85.1,0
6/29/15 7:00,12.66,0,85.2,0
6/29/15 7:15,12.74,0,85.3,0
6/29/15 7:30,12.77,0,85.4,0
6/29/15 7:45,12.8,0,85.6,0
6/29/15 8:00,12.85,0,85.6,0
6/29/15 18:15,14.27,0,89.3,0
6/29/15 18:30,14.24,0,89.3,0
6/29/15 18:45,14.22,0,89.5,0
6/29/15 19:00,14.2,0,89.4,0
6/29/15 19:15,14.17,0,89.6,0
6/29/15 19:30,14.14,0,89.7,0
6/29/15 19:45,14.11,0,89.9,0
6/29/15 20:00,14.08,0,89.8,0
6/29/15 20:15,14.05,0,89.9,0
6/29/15 20:30,14.03,0,90,0
6/29/15 20:45,14.01,0,90.2,0
6/29/15 11:00,13.45,0,86.6,0
6/29/15 11:15,13.49,0,86.8,0
6/29/15 11:30,13.55,0,86.9,0
6/29/15 11:45,13.56,0,87,0
6/29/15 12:00,13.6,0,87,0
6/29/15 12:15,13.75,0,87.1,0
6/29/15 12:30,13.76,0,87.2,0
6/29/15 12:45,13.79,0,87.3,0
6/29/15 13:00,13.83,0,87.4,0
6/29/15 13:15,13.94,0,87.5,0
6/29/15 13:30,14.01,0,87.8,0
6/29/15 13:45,14.08,0,87.7,0
6/29/15 14:00,14.2,0,87.8,0
6/29/15 14:15,14.3,0,88,0
6/29/15 14:30,14.3,0,87.9,0
6/29/15 14:45,14.33,0,88.1,0
6/29/15 15:00,14.36,0,88.2,0
6/29/15 15:15,14.42,0,88.2,0
6/29/15 15:30,14.45,0,88.4,0
6/29/15 15:45,14.49,0,88.4,0
6/29/15 16:00,14.51,0,88.6,0
6/29/15 16:15,14.47,0,88.6,0
6/29/15 16:30,14.44,0,88.6,0
6/29/15 16:45,14.4,0,88.8,0
6/29/15 17:00,14.38,0,88.8,0
6/29/15 17:15,14.36,0,88.8,0
