Date,CDOM_ug_l,TurbDig_NTU,,
2015-05-20T21:45:00Z,67.54,5.5,0,0
2015-05-20T22:00:00Z,67.91,5.7,0,0
2015-05-20T22:15:00Z,68.28,5,0,0
2015-05-20T22:30:00Z,68.47,4.5,0,0
2015-05-20T22:45:00Z,68.94,4.9,0,0
2015-05-20T23:00:00Z,69.25,5.4,0,0
2015-05-20T23:15:00Z,69.48,5.1,0,0
2015-05-20T23:30:00Z,69.93,4.4,0,0
2015-05-20T23:45:00Z,70.06,4.4,0,0
2015-05-21T00:00:00Z,70.39,5.5,0,0
2015-05-21T00:15:00Z,70.71,5.5,0,0
2015-05-21T00:30:00Z,71.17,5,0,0
2015-05-21T00:45:00Z,71.34,5.7,0,0
2015-05-21T01:00:00Z,71.56,5.8,0,0
2015-05-21T01:15:00Z,71.64,5,0,0
2015-05-21T01:30:00Z,71.96,5.5,0,0
2015-05-21T01:45:00Z,72.03,7.6,0,0
2015-05-21T02:00:00Z,72.23,5.3,0,0
2015-05-21T02:15:00Z,72.45,6,0,0
2015-05-21T02:30:00Z,72.52,4.5,0,0
2015-05-21T02:45:00Z,72.44,5.9,0,0
2015-05-21T03:00:00Z,72.51,7.8,0,0
2015-05-21T03:15:00Z,72.85,5.5,0,0
2015-05-21T03:30:00Z,72.46,5.8,0,0
2015-05-21T03:45:00Z,72.99,7.7,0,0
2015-05-21T04:00:00Z,73.02,5.1,0,0
2015-05-21T04:15:00Z,73.08,6.1,0,0
2015-05-21T04:30:00Z,72.93,5.7,0,0
2015-05-21T04:45:00Z,73.39,6,0,0
2015-05-21T05:00:00Z,73.36,5.5,0,0
2015-05-21T05:15:00Z,73.67,8.8,0,0
2015-05-21T05:30:00Z,73.73,8.8,0,0
2015-05-21T05:45:00Z,73.94,5.7,0,0
2015-05-21T06:00:00Z,74.21,8.8,0,0
2015-05-21T06:15:00Z,74.33,6.6,0,0
2015-05-21T06:30:00Z,74.72,8.7,0,0
2015-05-21T06:45:00Z,74.88,7.7,0,0
2015-05-21T07:00:00Z,75.11,6.6,0,0
2015-05-21T07:15:00Z,75.62,6.7,0,0
2015-05-21T07:30:00Z,75.96,7.7,0,0
2015-05-21T07:45:00Z,76.43,8.8,0,0
2015-05-21T08:00:00Z,76.4,7.8,0,0
2015-05-21T08:15:00Z,76.73,10.9,0,0
2015-05-21T08:30:00Z,77.29,6.9,0,0
2015-05-21T08:45:00Z,77.32,7.7,0,0
2015-05-21T09:00:00Z,77.99,7.5,0,0
2015-05-21T09:15:00Z,78.46,6.6,0,0
2015-05-21T09:30:00Z,78.77,7.7,0,0
2015-05-21T09:45:00Z,78.94,8.3,0,0
2015-05-21T10:00:00Z,79.31,7.7,0,0
2015-05-21T10:15:00Z,79.3,15.4,0,0
2015-05-21T10:30:00Z,79.57,11.1,0,0
2015-05-21T10:45:00Z,79.94,6.8,0,0
2015-05-21T11:00:00Z,80.17,9.6,0,0
2015-05-21T11:15:00Z,80.35,10.1,0,0
2015-05-21T11:30:00Z,80.5,9.6,0,0
2015-05-21T11:45:00Z,80.7,9.8,0,0
2015-05-21T12:00:00Z,80.49,8.3,0,0
2015-05-21T12:15:00Z,80.7,8.7,0,0
2015-05-21T12:30:00Z,80.71,7.5,0,0
2015-05-21T12:45:00Z,80.94,7,0,0
2015-05-21T13:00:00Z,81.07,8.5,0,0
2015-05-21T13:15:00Z,81.11,8.8,0,0
2015-05-21T13:30:00Z,81.27,8.4,0,0
2015-05-21T13:45:00Z,81.18,8.7,0,0
2015-05-21T14:00:00Z,81,12.1,0,0
2015-05-21T14:15:00Z,81.12,7.7,0,0
2015-05-21T14:30:00Z,80.4,8,0,0
2015-05-21T14:45:00Z,80.64,7.7,0,0
2015-05-21T15:00:00Z,80.14,7.9,0,0
2015-05-21T15:15:00Z,80.23,6.7,0,0
2015-05-21T15:30:00Z,80.08,7.1,0,0
2015-05-21T15:45:00Z,79.85,7.3,0,0
2015-05-21T16:00:00Z,79.91,6.8,0,0
2015-05-21T16:15:00Z,79.87,7.6,0,0
2015-05-21T16:30:00Z,80.01,7.6,0,0
2015-05-21T16:45:00Z,79.77,9.9,0,0
2015-05-21T17:00:00Z,79.62,7.7,0,0
2015-05-21T17:15:00Z,79.5,6.7,0,0
2015-05-21T17:30:00Z,79.15,7.6,0,0
2015-05-21T17:45:00Z,79.57,6.9,0,0
2015-05-21T18:00:00Z,79.51,6.8,0,0
2015-05-21T18:15:00Z,79.44,6.6,0,0
2015-05-21T18:30:00Z,78.98,6.8,0,0
2015-05-21T18:45:00Z,78.92,6.5,0,0
2015-05-21T19:00:00Z,78.82,6.1,0,0
2015-05-21T19:15:00Z,78.77,6.4,0,0
2015-05-21T19:30:00Z,78.78,8.8,0,0
2015-05-21T19:45:00Z,78.51,6,0,0
2015-05-21T20:00:00Z,78.5,6,0,0
2015-05-21T20:15:00Z,78.53,6.4,0,0
2015-05-21T20:30:00Z,78.35,6.2,0,0
2015-05-21T20:45:00Z,78.52,6.5,0,0
2015-05-21T21:00:00Z,78.44,6.3,0,0
2015-05-21T21:15:00Z,78.23,6.8,0,0
2015-05-21T21:30:00Z,78.4,6.4,0,0
2015-05-21T21:45:00Z,78.53,5.8,0,0
2015-05-21T22:00:00Z,78.46,11,0,0
2015-05-21T22:15:00Z,78.44,6.1,0,0
2015-05-21T22:30:00Z,78.48,6.2,0,0
2015-05-21T22:45:00Z,78.4,5.9,0,0
2015-05-21T23:00:00Z,78.42,5.5,0,0
2015-05-21T23:15:00Z,78.42,6.1,0,0
2015-05-21T23:30:00Z,78.56,5.6,0,0
2015-05-21T23:45:00Z,78.38,5.8,0,0
2015-05-22T00:00:00Z,78.29,5.7,0,0
2015-05-22T00:15:00Z,78.17,5.6,0,0
2015-05-22T00:30:00Z,78.18,6.3,0,0
2015-05-22T00:45:00Z,78.18,6.3,0,0
2015-05-22T01:00:00Z,78.3,5.5,0,0
2015-05-22T01:15:00Z,78.06,5.8,0,0
2015-05-22T01:30:00Z,77.95,6.1,0,0
2015-05-22T01:45:00Z,78.27,13.3,0,0
2015-05-22T02:00:00Z,77.99,6,0,0
2015-05-22T02:15:00Z,77.93,5.3,0,0
2015-05-22T02:30:00Z,77.8,5.7,0,0
2015-05-22T02:45:00Z,77.55,12.1,0,0
2015-05-22T03:00:00Z,77.71,5.3,0,0
2015-05-22T03:15:00Z,77.55,5.9,0,0
2015-05-22T03:30:00Z,77.41,5.7,0,0
2015-05-22T03:45:00Z,77.46,5.5,0,0
2015-05-22T04:00:00Z,77.17,6.2,0,0
2015-05-22T04:15:00Z,77.2,6.3,0,0
2015-05-22T04:30:00Z,77.16,5.8,0,0
2015-05-22T04:45:00Z,77.16,6,0,0
2015-05-22T05:00:00Z,77.06,5.9,0,0
2015-05-22T05:15:00Z,77.01,6,0,0
2015-05-22T05:30:00Z,76.76,5.9,0,0
2015-05-22T05:45:00Z,76.85,5.9,0,0
2015-05-22T06:00:00Z,76.58,5.5,0,0
2015-05-22T06:15:00Z,76.47,6,0,0
2015-05-22T06:30:00Z,76.36,5.7,0,0
2015-05-22T06:45:00Z,76.1,6.1,0,0
2015-05-22T07:00:00Z,76.23,6.2,0,0
2015-05-22T07:15:00Z,76.07,5.5,0,0
2015-05-22T07:30:00Z,76,5.7,0,0
2015-05-22T07:45:00Z,75.81,6.3,0,0
2015-05-22T08:00:00Z,76.17,6.3,0,0
2015-05-22T08:15:00Z,75.96,7.7,0,0
2015-05-22T08:30:00Z,75.73,5.5,0,0
2015-05-22T08:45:00Z,75.35,4.7,0,0
2015-05-22T09:00:00Z,75.54,5.6,0,0
2015-05-22T09:15:00Z,75.57,5.6,0,0
2015-05-22T09:30:00Z,75.36,5.3,0,0
2015-05-22T09:45:00Z,75.34,5.4,0,0
2015-05-22T10:00:00Z,75.4,5.8,0,0
2015-05-22T10:15:00Z,75.19,5.6,0,0
2015-05-22T10:30:00Z,75.18,5.4,0,0
2015-05-22T10:45:00Z,75.14,5.8,0,0
2015-05-22T11:00:00Z,74.99,5.6,0,0
2015-05-22T11:15:00Z,75.11,5.7,0,0
2015-05-22T11:30:00Z,74.75,5.4,0,0
2015-05-22T11:45:00Z,74.82,5.5,0,0
2015-05-22T12:00:00Z,74.47,5.6,0,0
2015-05-22T12:15:00Z,74.23,6.4,0,0
2015-05-22T12:30:00Z,74.12,6,0,0
2015-05-22T12:45:00Z,73.78,5.7,0,0
2015-05-22T13:00:00Z,73.64,6,0,0
2015-05-22T13:15:00Z,73.53,5.7,0,0
2015-05-22T13:30:00Z,73.42,5.7,0,0
2015-05-22T13:45:00Z,73,5.9,0,0
2015-05-22T14:00:00Z,73.14,6,0,0
2015-05-22T14:15:00Z,72.45,6,0,0
2015-05-22T14:30:00Z,72.53,5.5,0,0
2015-05-22T14:45:00Z,72.32,5.3,0,0
2015-05-22T15:00:00Z,72.21,6,0,0
2015-05-22T15:15:00Z,72.14,5.6,0,0
2015-05-22T15:30:00Z,71.64,5.5,0,0
2015-05-22T15:45:00Z,71.32,5.7,0,0
2015-05-22T16:00:00Z,71.35,4.6,0,0
2015-05-22T16:15:00Z,71.23,5.4,0,0
2015-05-22T16:30:00Z,71.42,5.3,0,0
2015-05-22T16:45:00Z,71.08,5.1,0,0
2015-05-22T17:00:00Z,70.81,5.2,0,0
2015-05-22T17:15:00Z,70.76,6.7,0,0
2015-05-22T17:30:00Z,70.44,12.1,0,0
2015-05-22T17:45:00Z,70.22,5.7,0,0
2015-05-22T18:00:00Z,70.03,5,0,0
2015-05-22T18:15:00Z,69.76,4.6,0,0
2015-05-22T18:30:00Z,69.83,4.7,0,0
2015-05-22T18:45:00Z,69.45,6.5,0,0
2015-05-22T19:00:00Z,69.37,4.4,0,0
2015-05-22T19:15:00Z,68.93,4.4,0,0
2015-05-22T19:30:00Z,68.76,4.9,0,0
2015-05-22T19:45:00Z,68.56,4.4,0,0
2015-05-22T20:00:00Z,68.67,4.8,0,0
2015-05-22T20:15:00Z,68.56,5.4,0,0
2015-05-22T20:30:00Z,68.32,4.4,0,0
2015-05-22T20:45:00Z,68.19,7.7,0,0
2015-05-22T21:00:00Z,67.99,4.7,0,0
2015-05-22T21:15:00Z,67.95,4.3,0,0
2015-05-22T21:30:00Z,67.54,4.5,0,0
2015-05-22T21:45:00Z,67.74,6.6,0,0
2015-05-22T22:00:00Z,67.53,4.7,0,0
2015-05-22T22:15:00Z,67.38,4.5,0,0
2015-05-22T22:30:00Z,67.57,4.6,0,0
2015-05-22T22:45:00Z,67.55,4.2,0,0
2015-05-22T23:00:00Z,67.71,3.9,0,0
2015-05-22T23:15:00Z,67.48,4.3,0,0
2015-05-22T23:30:00Z,67.4,4.5,0,0
2015-05-22T23:45:00Z,67.53,4.3,0,0
2015-05-23T00:00:00Z,67.63,4.7,0,0
2015-05-23T00:15:00Z,67.64,4.6,0,0
2015-05-23T00:30:00Z,67.73,5.4,0,0
2015-05-23T00:45:00Z,67.89,4.4,0,0
2015-05-23T01:00:00Z,67.57,4.6,0,0
2015-05-23T01:15:00Z,67.71,4.8,0,0
2015-05-23T01:30:00Z,67.64,4.6,0,0
2015-05-23T01:45:00Z,67.74,4.7,0,0
2015-05-23T02:00:00Z,67.73,5.4,0,0
2015-05-23T02:15:00Z,67.85,4.4,0,0
2015-05-23T02:30:00Z,67.95,4.5,0,0
2015-05-23T02:45:00Z,67.82,5,0,0
2015-05-23T03:00:00Z,67.94,5,0,0
2015-05-23T03:15:00Z,67.98,4.6,0,0
2015-05-23T03:30:00Z,68.06,6.6,0,0
2015-05-23T03:45:00Z,68.2,4.4,0,0
2015-05-23T04:00:00Z,68.31,4.6,0,0
2015-05-23T04:15:00Z,68.16,4.4,0,0
2015-05-23T04:30:00Z,68.31,4.7,0,0
2015-05-23T04:45:00Z,68.33,4.4,0,0
2015-05-23T05:00:00Z,68.39,4.5,0,0
2015-05-23T05:15:00Z,68.62,7.7,0,0
2015-05-23T05:30:00Z,68.64,4.6,0,0
2015-05-23T05:45:00Z,68.7,4.4,0,0
2015-05-23T06:00:00Z,68.55,4.6,0,0
2015-05-23T06:15:00Z,68.82,4.6,0,0
2015-05-23T06:30:00Z,68.83,4.6,0,0
2015-05-23T06:45:00Z,68.99,4.4,0,0
2015-05-23T07:00:00Z,69.01,4.5,0,0
2015-05-23T07:15:00Z,69.16,3.6,0,0
2015-05-23T07:30:00Z,69.03,4.7,0,0
2015-05-23T07:45:00Z,69.08,5.5,0,0
2015-05-23T08:00:00Z,69.21,4.8,0,0
2015-05-23T08:15:00Z,69.35,4.6,0,0
2015-05-23T08:30:00Z,69.19,4.6,0,0
2015-05-23T08:45:00Z,69.3,4.4,0,0
2015-05-23T09:00:00Z,69.17,5.4,0,0
2015-05-23T09:15:00Z,69.15,4.5,0,0
2015-05-23T09:30:00Z,69.55,4.4,0,0
2015-05-23T09:45:00Z,69.6,4.6,0,0
2015-05-23T10:00:00Z,69.5,4.7,0,0
2015-05-23T10:15:00Z,69.47,4.9,0,0
2015-05-23T10:30:00Z,69.59,4.8,0,0
2015-05-23T10:45:00Z,69.34,4.4,0,0
2015-05-23T11:00:00Z,69.38,5,0,0
2015-05-23T11:15:00Z,69.48,5.2,0,0
2015-05-23T11:30:00Z,69.43,5.2,0,0
2015-05-23T11:45:00Z,69.15,5.1,0,0
2015-05-23T12:00:00Z,68.9,5,0,0
2015-05-23T12:15:00Z,68.89,4.6,0,0
2015-05-23T12:30:00Z,68.66,4.7,0,0
2015-05-23T12:45:00Z,68.45,4.7,0,0
2015-05-23T13:00:00Z,68.28,5.1,0,0
2015-05-23T13:15:00Z,68.17,4.9,0,0
2015-05-23T13:30:00Z,68.02,4.7,0,0
2015-05-23T13:45:00Z,67.71,5,0,0
2015-05-23T14:00:00Z,67.8,4.8,0,0
2015-05-23T14:15:00Z,67.52,5.4,0,0
2015-05-23T14:30:00Z,67.45,6.6,0,0
2015-05-23T14:45:00Z,67.16,5.2,0,0
2015-05-23T15:00:00Z,67.15,5.4,0,0
2015-05-23T15:15:00Z,66.78,4.9,0,0
2015-05-23T15:30:00Z,66.83,4.4,0,0
2015-05-23T15:45:00Z,66.81,9.9,0,0
2015-05-23T16:00:00Z,66.62,4.9,0,0
2015-05-23T16:15:00Z,66.35,4.9,0,0
2015-05-23T16:30:00Z,66.26,4.9,0,0
2015-05-23T16:45:00Z,66.27,4.6,0,0
2015-05-23T17:00:00Z,66.13,4.9,0,0
2015-05-23T17:15:00Z,66.17,4.6,0,0
2015-05-23T17:30:00Z,66.07,4.6,0,0
2015-05-23T17:45:00Z,65.84,4.8,0,0
2015-05-23T18:00:00Z,65.99,5,0,0
2015-05-23T18:15:00Z,65.88,4.4,0,0
2015-05-23T18:30:00Z,65.71,4.6,0,0
2015-05-23T18:45:00Z,65.37,5,0,0
2015-05-23T19:00:00Z,65.51,4.7,0,0
2015-05-23T19:15:00Z,65.26,7.7,0,0
2015-05-23T19:30:00Z,65.13,4.9,0,0
2015-05-23T19:45:00Z,65.17,4.8,0,0
2015-05-23T20:00:00Z,65,4.4,0,0
2015-05-23T20:15:00Z,65.08,4.4,0,0
2015-05-23T20:30:00Z,64.89,4.9,0,0
2015-05-23T20:45:00Z,64.61,4.6,0,0
2015-05-23T21:00:00Z,64.61,4.3,0,0
2015-05-23T21:15:00Z,64.59,4.2,0,0
2015-05-23T21:30:00Z,64.26,4.3,0,0
2015-05-23T21:45:00Z,64.19,4.3,0,0
2015-05-23T22:00:00Z,64.17,4.7,0,0
2015-05-23T22:15:00Z,63.93,4.7,0,0
2015-05-23T22:30:00Z,64.03,4.4,0,0
2015-05-23T22:45:00Z,63.9,4.5,0,0
2015-05-23T23:00:00Z,63.88,4.8,0,0
2015-05-23T23:15:00Z,63.81,4.5,0,0
2015-05-23T23:30:00Z,63.78,4.5,0,0
2015-05-23T23:45:00Z,63.87,4.7,0,0
2015-05-24T00:00:00Z,63.68,4.9,0,0
2015-05-24T00:15:00Z,63.74,4.4,0,0
2015-05-24T00:30:00Z,63.77,4.4,0,0
2015-05-24T00:45:00Z,63.8,4.7,0,0
2015-05-24T01:00:00Z,63.5,4.4,0,0
2015-05-24T01:15:00Z,63.56,4.3,0,0
2015-05-24T01:30:00Z,63.42,4.8,0,0
2015-05-24T01:45:00Z,63.53,5.2,0,0
2015-05-24T02:00:00Z,63.61,4.6,0,0
2015-05-24T02:15:00Z,63.71,5.2,0,0
2015-05-24T02:30:00Z,63.79,4.7,0,0
2015-05-24T02:45:00Z,63.56,4.5,0,0
2015-05-24T03:00:00Z,63.87,4.5,0,0
2015-05-24T03:15:00Z,63.71,4.5,0,0
2015-05-24T03:30:00Z,63.65,6.3,0,0
2015-05-24T03:45:00Z,63.7,4.5,0,0
2015-05-24T04:00:00Z,63.93,4.4,0,0
2015-05-24T04:15:00Z,63.96,4.5,0,0
2015-05-24T04:30:00Z,63.93,4.9,0,0
2015-05-24T04:45:00Z,63.99,5.2,0,0
2015-05-24T05:00:00Z,64.36,4.8,0,0
2015-05-24T05:15:00Z,64.15,4.4,0,0
2015-05-24T05:30:00Z,64.4,5,0,0
2015-05-24T05:45:00Z,64.37,4.7,0,0
2015-05-24T06:00:00Z,64.53,5,0,0
2015-05-24T06:15:00Z,64.72,5.2,0,0
2015-05-24T06:30:00Z,64.73,6.4,0,0
2015-05-24T06:45:00Z,64.64,5.1,0,0
2015-05-24T07:00:00Z,64.95,6.6,0,0
2015-05-24T07:15:00Z,65.03,5.2,0,0
2015-05-24T07:30:00Z,65.11,5,0,0
2015-05-24T07:45:00Z,65.05,4.7,0,0
2015-05-24T08:00:00Z,65.04,5.1,0,0
2015-05-24T08:15:00Z,65.16,5.2,0,0
2015-05-24T08:30:00Z,65.36,5.2,0,0
2015-05-24T08:45:00Z,65.52,4.9,0,0
2015-05-24T09:00:00Z,65.53,5.4,0,0
2015-05-24T09:15:00Z,65.6,4.6,0,0
2015-05-24T09:30:00Z,65.69,5.3,0,0
2015-05-24T09:45:00Z,65.65,5.4,0,0
2015-05-24T10:00:00Z,65.88,7.6,0,0
2015-05-24T10:15:00Z,65.95,5.7,0,0
2015-05-24T10:30:00Z,66,5.7,0,0
2015-05-24T10:45:00Z,65.96,5.7,0,0
2015-05-24T11:00:00Z,66.11,5.3,0,0
2015-05-24T11:15:00Z,65.99,6.5,0,0
2015-05-24T11:30:00Z,66.05,5.7,0,0
2015-05-24T11:45:00Z,65.86,5.5,0,0
2015-05-24T12:00:00Z,65.67,5.5,0,0
2015-05-24T12:15:00Z,65.51,5.8,0,0
2015-05-24T12:30:00Z,65.37,5.9,0,0
2015-05-24T12:45:00Z,65.18,5.6,0,0
2015-05-24T13:00:00Z,65.11,5.7,0,0
2015-05-24T13:15:00Z,64.95,5.7,0,0
2015-05-24T13:30:00Z,64.62,5.7,0,0
2015-05-24T13:45:00Z,64.38,5.5,0,0
2015-05-24T14:00:00Z,64.34,5.5,0,0
2015-05-24T14:15:00Z,63.95,5.4,0,0
2015-05-24T14:30:00Z,63.83,5.5,0,0
2015-05-24T14:45:00Z,63.62,5.4,0,0
2015-05-24T15:00:00Z,63.69,5.8,0,0
2015-05-24T15:15:00Z,63.59,4.5,0,0
2015-05-24T15:30:00Z,63.27,5.3,0,0
2015-05-24T15:45:00Z,63.09,5.3,0,0
2015-05-24T16:00:00Z,62.94,5.1,0,0
2015-05-24T16:15:00Z,62.91,5.5,0,0
2015-05-24T16:30:00Z,62.74,5.3,0,0
2015-05-24T16:45:00Z,62.58,5.6,0,0
2015-05-24T17:00:00Z,62.55,5.7,0,0
2015-05-24T17:15:00Z,62.61,5.2,0,0
2015-05-24T17:30:00Z,62.52,5.5,0,0
2015-05-24T17:45:00Z,62.56,4.9,0,0
2015-05-24T18:00:00Z,62.23,5.1,0,0
2015-05-24T18:15:00Z,62.2,5.2,0,0
2015-05-24T18:30:00Z,62.33,5.1,0,0
2015-05-24T18:45:00Z,62.11,4.9,0,0
2015-05-24T19:00:00Z,62.1,5.4,0,0
2015-05-24T19:15:00Z,61.96,4.5,0,0
2015-05-24T19:30:00Z,62.16,4.9,0,0
2015-05-24T19:45:00Z,61.6,5,0,0
2015-05-24T20:00:00Z,61.82,5.5,0,0
2015-05-24T20:15:00Z,61.73,5.1,0,0
2015-05-24T20:30:00Z,61.77,4.9,0,0
2015-05-24T20:45:00Z,61.45,4.7,0,0
2015-05-24T21:00:00Z,61.52,5,0,0
2015-05-24T21:15:00Z,61.43,4.7,0,0
2015-05-24T21:30:00Z,61.38,4.6,0,0
2015-05-24T21:45:00Z,61.35,5.2,0,0
2015-05-24T22:00:00Z,61.48,6.6,0,0
2015-05-24T22:15:00Z,61.24,5.2,0,0
2015-05-24T22:30:00Z,61.34,4.9,0,0
2015-05-24T22:45:00Z,61.41,4.4,0,0
2015-05-24T23:00:00Z,61.11,4.4,0,0
2015-05-24T23:15:00Z,61.05,4.6,0,0
2015-05-24T23:30:00Z,61.12,4.8,0,0
2015-05-24T23:45:00Z,61.24,7.7,0,0
2015-05-25T00:00:00Z,61.06,4.4,0,0
2015-05-25T00:15:00Z,60.9,4.4,0,0
2015-05-25T00:30:00Z,60.97,4.4,0,0
2015-05-25T00:45:00Z,60.95,5.1,0,0
2015-05-25T01:00:00Z,60.93,4.7,0,0
2015-05-25T01:15:00Z,60.92,4.4,0,0
2015-05-25T01:30:00Z,60.89,4.8,0,0
2015-05-25T01:45:00Z,61.11,4.7,0,0
2015-05-25T02:00:00Z,61.05,4.6,0,0
2015-05-25T02:15:00Z,60.97,4.9,0,0
2015-05-25T02:30:00Z,61.2,4.7,0,0
2015-05-25T02:45:00Z,61.11,4.9,0,0
2015-05-25T03:00:00Z,60.93,4.4,0,0
2015-05-25T03:15:00Z,61.15,4.7,0,0
2015-05-25T03:30:00Z,61.23,5.2,0,0
2015-05-25T03:45:00Z,61.18,4.7,0,0
2015-05-25T04:00:00Z,61.19,4.6,0,0
2015-05-25T04:15:00Z,61.29,4.9,0,0
2015-05-25T04:30:00Z,61.47,4.4,0,0
2015-05-25T04:45:00Z,61.43,4.9,0,0
2015-05-25T05:00:00Z,61.54,13.2,0,0
2015-05-25T05:15:00Z,61.53,5,0,0
2015-05-25T05:30:00Z,61.79,5.2,0,0
2015-05-25T05:45:00Z,61.83,4.6,0,0
2015-05-25T06:00:00Z,61.88,5.2,0,0
2015-05-25T06:15:00Z,61.85,7.7,0,0
2015-05-25T06:30:00Z,62.04,4.8,0,0
2015-05-25T06:45:00Z,61.88,6.6,0,0
2015-05-25T07:00:00Z,62.06,4.6,0,0
2015-05-25T07:15:00Z,62.29,4.8,0,0
2015-05-25T07:30:00Z,62.28,4.6,0,0
2015-05-25T07:45:00Z,62.25,5.5,0,0
2015-05-25T08:00:00Z,62.29,5,0,0
2015-05-25T08:15:00Z,62.41,5.3,0,0
2015-05-25T08:30:00Z,62.43,4.4,0,0
2015-05-25T08:45:00Z,62.49,4.7,0,0
2015-05-25T09:00:00Z,62.57,4.5,0,0
2015-05-25T09:15:00Z,62.72,5.4,0,0
2015-05-25T09:30:00Z,62.71,5.1,0,0
2015-05-25T09:45:00Z,63.01,4.7,0,0
2015-05-25T10:00:00Z,63.01,4.9,0,0
2015-05-25T10:15:00Z,63.3,5.4,0,0
2015-05-25T10:30:00Z,63.38,7.7,0,0
2015-05-25T10:45:00Z,63.18,5.3,0,0
2015-05-25T11:00:00Z,63.35,5.2,0,0
2015-05-25T11:15:00Z,63.26,5.2,0,0
2015-05-25T11:30:00Z,63.42,5.6,0,0
2015-05-25T11:45:00Z,63.35,5.3,0,0
2015-05-25T12:00:00Z,63.19,5.7,0,0
2015-05-25T12:15:00Z,63.34,5.4,0,0
2015-05-25T12:30:00Z,63.29,5.7,0,0
2015-05-25T12:45:00Z,63.52,5.3,0,0
2015-05-25T13:00:00Z,63.32,5.3,0,0
2015-05-25T13:15:00Z,63.38,7.6,0,0
2015-05-25T13:30:00Z,63.31,5.4,0,0
2015-05-25T13:45:00Z,63.13,7.7,0,0
2015-05-25T14:00:00Z,63.31,5.2,0,0
2015-05-25T14:15:00Z,63.36,5.7,0,0
2015-05-25T14:30:00Z,63.32,5.4,0,0
2015-05-25T14:45:00Z,63.5,5.5,0,0
2015-05-25T15:00:00Z,63.22,5.5,0,0
2015-05-25T15:15:00Z,63.24,5.5,0,0
2015-05-25T15:30:00Z,63.14,5.5,0,0
2015-05-25T15:45:00Z,62.73,5.8,0,0
2015-05-25T16:00:00Z,62.74,5.6,0,0
2015-05-25T16:15:00Z,62.65,5.4,0,0
2015-05-25T16:30:00Z,62.49,4.4,0,0
2015-05-25T16:45:00Z,62.44,5.5,0,0
2015-05-25T17:00:00Z,62.22,5.5,0,0
2015-05-25T17:15:00Z,62.12,5.4,0,0
2015-05-25T17:30:00Z,62.08,6.5,0,0
2015-05-25T17:45:00Z,62.3,5.6,0,0
2015-05-25T18:00:00Z,62.15,7.7,0,0
2015-05-25T18:15:00Z,61.97,5.7,0,0
2015-05-25T18:30:00Z,61.86,5.7,0,0
2015-05-25T18:45:00Z,61.91,7.7,0,0
2015-05-25T19:00:00Z,62.08,5.5,0,0
2015-05-25T19:15:00Z,61.9,5.8,0,0
2015-05-25T19:30:00Z,62.07,7.7,0,0
2015-05-25T19:45:00Z,61.75,5.5,0,0
2015-05-25T20:00:00Z,61.59,5.6,0,0
2015-05-25T20:15:00Z,61.53,6.5,0,0
2015-05-25T20:30:00Z,61.71,5.5,0,0
2015-05-25T20:45:00Z,61.61,5.7,0,0
2015-05-25T21:00:00Z,61.47,5.5,0,0
2015-05-25T21:15:00Z,61.42,6.2,0,0
2015-05-25T21:30:00Z,61.37,5.5,0,0
2015-05-25T21:45:00Z,61.36,5.9,0,0
2015-05-25T22:00:00Z,61.44,5.5,0,0
2015-05-25T22:15:00Z,61.21,5.6,0,0
2015-05-25T22:30:00Z,61.1,5.8,0,0
2015-05-25T22:45:00Z,61.32,5.8,0,0
2015-05-25T23:00:00Z,61.26,5.4,0,0
2015-05-25T23:15:00Z,61.28,5.8,0,0
2015-05-25T23:30:00Z,61.23,5.1,0,0
2015-05-25T23:45:00Z,61.22,6.3,0,0
2015-05-26T00:00:00Z,61.37,5.5,0,0
2015-05-26T00:15:00Z,61.25,5.6,0,0
2015-05-26T00:30:00Z,61.37,5.6,0,0
2015-05-26T00:45:00Z,61.32,5.3,0,0
2015-05-26T01:00:00Z,61.19,6.4,0,0
2015-05-26T01:15:00Z,61.31,5.4,0,0
2015-05-26T01:30:00Z,61.41,5.4,0,0
2015-05-26T01:45:00Z,61.35,5.6,0,0
2015-05-26T02:00:00Z,61.43,7.7,0,0
2015-05-26T02:15:00Z,61.37,5.7,0,0
2015-05-26T02:30:00Z,61.49,5.5,0,0
2015-05-26T02:45:00Z,61.57,5.5,0,0
2015-05-26T03:00:00Z,61.68,5.5,0,0
2015-05-26T03:15:00Z,61.67,8.7,0,0
2015-05-26T03:30:00Z,61.94,6.8,0,0
2015-05-26T03:45:00Z,61.75,8,0,0
2015-05-26T04:00:00Z,61.98,6,0,0
2015-05-26T04:15:00Z,61.73,5.6,0,0
2015-05-26T04:30:00Z,61.88,5.6,0,0
2015-05-26T04:45:00Z,61.97,5.6,0,0
2015-05-26T05:00:00Z,62.01,5.6,0,0
2015-05-26T05:15:00Z,62.09,5.6,0,0
2015-05-26T05:30:00Z,62.19,4.7,0,0
2015-05-26T05:45:00Z,61.82,5.5,0,0
2015-05-26T06:00:00Z,62.05,6,0,0
2015-05-26T06:15:00Z,62.26,5.5,0,0
2015-05-26T06:30:00Z,62.54,6.6,0,0
2015-05-26T06:45:00Z,62.33,5.3,0,0
2015-05-26T07:00:00Z,62.42,5,0,0
2015-05-26T07:15:00Z,62.42,5.1,0,0
2015-05-26T07:30:00Z,62.46,5.5,0,0
