dt,Temp_deg_C,pH_units,SpCond_uS_cm,HDO_mg_l,fdom_qsu_temp,fdom_turb_ife,CDOM_qsu,X_00060_00011
5/20/15 17:45,17.99,7.24,223.1,8.89,29.92331803,68.41723451,32.66890523,789
5/20/15 18:00,17.97,7.22,223.1,8.86,30.09607067,68.91589239,32.86611235,789
5/20/15 18:15,17.93,7.21,223.4,8.83,30.26080083,69.13970972,33.06331948,789
5/20/15 18:30,17.88,7.19,224.7,8.75,30.33360511,69.18404885,33.164588,789
5/20/15 18:45,17.84,7.18,224.5,8.71,30.5467033,69.84334848,33.41509434,789
5/20/15 19:00,17.81,7.17,224.4,8.66,30.68566973,70.34396868,33.58032193,789
5/20/15 19:15,17.75,7.16,224.4,8.62,30.7734469,70.48283883,33.70291014,796
5/20/15 19:30,17.71,7.16,224,8.57,30.97616832,70.80016191,33.94275664,796
5/20/15 19:45,17.68,7.15,223.7,8.53,31.02716836,70.93101658,34.01204562,796
5/20/15 20:00,17.64,7.14,223.3,8.49,31.17122486,71.62419009,34.18793306,796
5/20/15 20:15,17.6,7.13,223.1,8.46,31.31025561,71.98331342,34.35849057,796
5/20/15 20:30,17.56,7.12,222.6,8.42,31.51708581,72.36908614,34.60366699,796
5/20/15 20:45,17.53,7.12,222.4,8.4,31.58713389,72.75952337,34.69427566,796
5/20/15 21:00,17.5,7.11,222.1,8.38,31.68137013,73.03395945,34.81153395,796
5/20/15 21:15,17.46,7.11,221.7,8.37,31.70346083,72.85072671,34.85417333,796
5/20/15 21:30,17.43,7.11,221.2,8.36,31.84600312,73.37062104,35.02473084,796
5/20/15 21:45,17.4,7.11,220.9,8.36,31.86731573,73.42592289,35.06204029,796
5/20/15 22:00,17.36,7.1,220.2,8.35,31.94733586,73.57292417,35.16863874,796
5/20/15 22:15,17.33,7.1,220.1,8.34,32.0411625,74.02991539,35.28589703,796
5/20/15 22:30,17.3,7.1,219.7,8.35,32.06233646,73.62800544,35.32320648,796
5/20/15 22:45,17.26,7.1,218.9,8.35,32.00671421,73.90971499,35.2805671,796
5/20/15 23:00,17.22,7.1,218.7,8.35,32.02362451,73.92321696,35.31787656,796
5/20/15 23:15,17.19,7.1,218.1,8.36,32.17517098,74.22571171,35.49909391,789
5/20/15 23:30,17.14,7.1,217.9,8.36,31.96561213,73.77232931,35.29122695,796
5/20/15 23:45,17.12,7.1,217.5,8.36,32.21294852,75.0023596,35.57371282,789
5/21/15 0:00,17.07,7.1,217.2,8.36,32.20609345,74.18356166,35.58970259,789
5/21/15 0:15,17.04,7.1,216.6,8.36,32.22222056,74.5325113,35.62168212,789
5/21/15 0:30,17,7.1,216.1,8.37,32.13285705,74.17687855,35.54173329,789
5/21/15 0:45,16.96,7.1,216.1,8.36,32.33735617,74.80210556,35.78690971,782
5/21/15 1:00,16.92,7.1,215.6,8.35,32.30575339,74.56550384,35.77091994,782
5/21/15 1:15,16.88,7.09,215.2,8.34,32.43774168,75.93822629,35.93614753,782
5/21/15 1:30,16.85,7.09,214.8,8.32,32.45367134,75.98036625,35.96812707,776
5/21/15 1:45,16.8,7.09,214.6,8.3,32.53303498,75.21984552,36.08005543,776
5/21/15 2:00,16.76,7.08,213.6,8.28,32.64542378,76.48801496,36.22396333,776
5/21/15 2:15,16.72,7.08,213.2,8.25,32.68566216,75.9004362,36.2879224,769
5/21/15 2:30,16.68,7.07,212.6,8.22,32.8553925,77.01280866,36.49578936,769
5/21/15 2:45,16.64,7.07,211.7,8.19,32.91462203,76.85091594,36.58106812,769
5/21/15 3:00,16.61,7.06,210.9,8.16,33.01172228,76.75695509,36.70365633,762
5/21/15 3:15,16.57,7.06,209.8,8.12,33.23847402,77.38588147,36.97548236,762
5/21/15 3:30,16.53,7.05,209,8.08,33.38355739,78.09167765,37.15669971,762
5/21/15 3:45,16.5,7.04,208.2,8.05,33.59517139,79.01305961,37.40720605,756
5/21/15 4:00,16.45,7.03,207.1,8.01,33.55839694,78.58800108,37.39121629,756
5/21/15 4:15,16.42,7.03,206.1,7.97,33.70274312,79.99538929,37.56710372,756
5/21/15 4:30,16.39,7.02,205.5,7.94,33.9568968,79.35028561,37.86557936,749
5/21/15 4:45,16.35,7.02,204.5,7.9,33.95306955,79.60433808,37.88156913,749
5/21/15 5:00,16.31,7.01,203.7,7.87,34.25480314,80.34145901,38.23867392,749
5/21/15 5:15,16.27,7.01,202.8,7.84,34.46075279,80.58830124,38.48918026,743
5/21/15 5:30,16.24,7,202.1,7.81,34.59478419,81.3163889,38.65440785,743
5/21/15 5:45,16.21,6.99,201.5,7.79,34.66194141,81.70002636,38.74501652,736
5/21/15 6:00,16.19,6.99,201,7.78,34.82902865,81.9433517,38.94222364,736
5/21/15 6:15,16.16,6.99,200.6,7.77,34.81025727,82.09816541,38.93689372,736
5/21/15 6:30,16.14,6.99,200.2,7.77,34.92954263,83.38748426,39.08080162,730
5/21/15 6:45,16.12,6.99,200,7.78,35.09638385,82.35050157,39.27800874,730
5/21/15 7:00,16.11,6.99,199.7,7.8,35.20119731,83.60232274,39.40059695,723
5/21/15 7:15,16.11,6.99,199.6,7.82,35.28691057,84.01001141,39.49653555,723
5/21/15 7:30,16.11,6.99,199.5,7.84,35.35833829,84.02838812,39.57648438,723
5/21/15 7:45,16.1,7,199.4,7.86,35.44881764,84.34443154,39.68308283,717
5/21/15 8:00,16.14,7.01,199.5,7.91,35.36780899,83.59874729,39.57115446,717
5/21/15 8:15,16.17,7.01,199.5,7.98,35.48212085,84.04754571,39.68308283,710
5/21/15 8:30,16.15,7.01,199.6,8,35.47737005,83.61439995,39.68841275,710
5/21/15 8:45,16.11,7.01,199.8,7.98,35.56785959,83.682818,39.81100096,710
5/21/15 9:00,16.11,7.02,199.9,7.99,35.62976361,84.37641775,39.88028995,704
5/21/15 9:15,16.13,7.02,200.1,8.05,35.6583786,84.55983749,39.90160964,704
5/21/15 9:30,16.12,7.02,200.4,8.06,35.72979459,84.6116624,39.98688839,704
5/21/15 9:45,16.11,7.02,200.6,8.06,35.68214393,84.58883497,39.93891909,698
5/21/15 10:00,16.14,7.03,200.9,8.12,35.61076099,84.11378374,39.84298049,698
5/21/15 10:15,16.19,7.05,201.2,8.2,35.69184836,84.26203242,39.90693956,698
5/21/15 10:30,16.27,7.07,201.5,8.3,35.38653471,83.54449211,39.52318516,691
5/21/15 10:45,16.32,7.08,201.8,8.36,35.52483327,83.81206266,39.65110329,691
5/21/15 11:00,16.38,7.1,202.1,8.4,35.31440083,83.31545013,39.38460718,691
5/21/15 11:15,16.48,7.11,202.5,8.45,35.40468842,83.14081178,39.43257648,685
5/21/15 11:30,16.55,7.12,202.8,8.51,35.36593194,83.17582002,39.35262765,685
5/21/15 11:45,16.61,7.13,203.2,8.56,35.28398249,83.02538041,39.23003944,685
5/21/15 12:00,16.65,7.13,203.5,8.58,35.33157376,82.97970529,39.26201897,679
5/21/15 12:15,16.65,7.11,203.8,8.6,35.31238834,83.20574373,39.24069929,679
5/21/15 12:30,16.62,7.11,204.2,8.58,35.36539676,83.34821096,39.3153182,679
5/21/15 12:45,16.66,7.12,204.5,8.58,35.26912297,82.91627237,39.18740006,679
5/21/15 13:00,16.71,7.11,204.8,8.63,35.22061102,82.9938448,39.10745123,679
5/21/15 13:15,16.78,7.12,205.3,8.67,35.19577522,82.58181113,39.04349217,672
5/21/15 13:30,16.81,7.12,205.6,8.71,35.04158775,82.47879401,38.85694489,672
5/21/15 13:45,16.78,7.12,205.9,8.67,35.22940784,82.74076536,39.08080162,672
5/21/15 14:00,16.8,7.12,206.2,8.66,35.209943,82.65417135,39.04882209,672
5/21/15 14:15,16.84,7.12,206.8,8.7,35.19500977,82.54532112,39.01151263,666
5/21/15 14:30,16.94,7.12,207,8.73,35.02029593,82.14717505,38.76633621,666
5/21/15 14:45,17.01,7.13,207.5,8.77,35.02391363,82.05414046,38.73435668,666
5/21/15 15:00,17.05,7.13,207.8,8.77,34.99426992,81.83849543,38.68105746,666
5/21/15 15:15,17.08,7.14,208.2,8.8,34.98406317,81.91368605,38.65440785,660
5/21/15 15:30,17.14,7.14,208.6,8.83,35.01669648,82.03488633,38.65973777,660
5/21/15 15:45,17.17,7.14,209,8.85,34.9002025,81.55414656,38.51582987,660
5/21/15 16:00,17.19,7.14,209.5,8.84,34.90460696,81.56585985,38.51049995,660
5/21/15 16:15,17.24,7.15,209.9,8.84,34.94219423,81.80208476,38.52648971,660
5/21/15 16:30,17.25,7.15,210.3,8.84,34.85978867,81.51457889,38.43055111,660
5/21/15 16:45,17.27,7.14,210.7,8.83,34.95121507,81.8602394,38.52115979,654
5/21/15 17:00,17.28,7.14,211.2,8.83,34.91714047,81.70126539,38.47852041,654
5/21/15 17:15,17.28,7.14,211.6,8.83,34.81557164,81.60066074,38.36659205,654
5/21/15 17:30,17.26,7.13,212.2,8.8,34.88857277,81.65920713,38.45720072,654
5/21/15 17:45,17.25,7.13,212.6,8.78,34.94681316,81.61008068,38.52648971,654
5/21/15 18:00,17.24,7.13,213,8.76,34.90835584,81.6098275,38.48918026,647
5/21/15 18:15,17.22,7.12,213.5,8.73,34.88946136,81.5595574,38.47852041,647
5/21/15 18:30,17.21,7.12,213.9,8.71,34.90417672,81.63271609,38.4998401,647
5/21/15 18:45,17.19,7.11,214.3,8.67,34.85629836,81.40348943,38.45720072,647
5/21/15 19:00,17.16,7.11,214.7,8.65,34.85212435,81.25690068,38.46786057,641
5/21/15 19:15,17.16,7.11,215,8.65,34.85212435,81.46024006,38.46786057,641
5/21/15 19:30,17.14,7.11,215.3,8.64,34.91048785,81.44565578,38.54247948,641
5/21/15 19:45,17.12,7.1,215.7,8.61,34.81437117,81.25824171,38.44654088,641
5/21/15 20:00,17.11,7.1,216,8.58,34.76633008,81.09692455,38.39857158,641
5/21/15 20:15,17.09,7.09,216.2,8.56,34.69922924,80.88526117,38.33461251,635
5/21/15 20:30,17.06,7.09,216.6,8.55,34.69026399,81.09750982,38.33994244,635
5/21/15 20:45,17.03,7.09,216.9,8.54,34.67647428,81.06084539,38.33994244,635
5/21/15 21:00,17,7.09,217,8.53,34.72050919,80.90797945,38.4039015,635
5/21/15 21:15,16.98,7.09,217.4,8.53,34.59568212,80.67802679,38.27598337,635
5/21/15 21:30,16.96,7.09,217.5,8.53,34.53352652,80.61386301,38.21735423,635
5/21/15 21:45,16.93,7.09,217.8,8.53,34.67383677,80.88527647,38.38791174,635
5/21/15 22:00,16.92,7.09,217.9,8.52,34.53445345,80.58278097,38.23867392,629
5/21/15 22:15,16.89,7.08,218,8.52,34.49183001,80.23575006,38.20669438,629
5/21/15 22:30,16.86,7.08,218.1,8.51,34.41556117,80.16748287,38.13740539,629
5/21/15 22:45,16.84,7.08,218.3,8.51,34.28620422,79.89172688,38.00415734,629
5/21/15 23:00,16.81,7.08,218.3,8.51,34.34944052,79.8596156,38.08943609,629
5/21/15 23:15,16.78,7.08,218.4,8.5,34.25886633,79.819391,38.00415734,623
5/21/15 23:30,16.75,7.08,218.5,8.5,34.17795896,79.53925317,37.92953843,623
5/21/15 23:45,16.72,7.08,218.5,8.5,34.18832099,79.50052131,37.95618804,623
5/22/15 0:00,16.7,7.08,218.5,8.49,34.04003295,79.33970648,37.8016203,623
5/22/15 0:15,16.66,7.08,218.5,8.5,34.03629579,79.36278908,37.81761006,623
5/22/15 0:30,16.62,7.08,218.4,8.49,33.99898224,79.09959882,37.79629037,623
5/22/15 0:45,16.59,7.08,218.4,8.49,33.98538806,79.12942579,37.79629037,617
5/22/15 1:00,16.55,7.08,218.4,8.49,33.91936285,78.92227118,37.74299115,617
5/22/15 1:15,16.51,7.08,218.1,8.5,33.87732579,78.84407611,37.71634154,617
5/22/15 1:30,16.48,7.08,218.2,8.49,33.74412309,78.46008095,37.58309349,617
5/22/15 1:45,16.45,7.08,218,8.49,33.77365776,78.5379363,37.63106279,617
5/22/15 2:00,16.42,7.08,217.9,8.49,33.63101827,78.03249633,37.48715489,617
5/22/15 2:15,16.37,7.07,217.7,8.49,33.55598353,77.99687157,37.42852574,617
5/22/15 2:30,16.34,7.07,217.7,8.49,33.48997963,77.72635213,37.3698966,617
5/22/15 2:45,16.31,7.07,217.6,8.49,33.35239849,77.4932747,37.23131862,611
5/22/15 3:00,16.27,7.08,217.3,8.48,33.39658078,77.6417025,37.30060761,611
5/22/15 3:15,16.24,7.08,217.3,8.48,33.30684241,77.181314,37.21532886,611
5/22/15 3:30,16.21,7.07,217,8.48,33.26007951,77.12257279,37.1780194,611
5/22/15 3:45,16.18,7.07,217,8.47,33.15614761,77.0411868,37.07675088,611
5/22/15 4:00,16.14,7.07,216.8,8.47,33.30986263,77.44556704,37.26862808,611
5/22/15 4:15,16.11,7.07,216.6,8.47,33.19645943,76.95566902,37.15669971,611
5/22/15 4:30,16.08,7.07,216.5,8.47,33.07361688,76.57018693,37.0341115,611
5/22/15 4:45,16.04,7.07,216.2,8.46,32.87507658,76.11372818,36.83157446,605
5/22/15 5:00,16.01,7.07,216.1,8.46,32.95218307,76.28396806,36.93284298,605
5/22/15 5:15,15.97,7.06,216,8.45,32.94873027,76.27493239,36.94883275,605
5/22/15 5:30,15.94,7.07,215.8,8.45,32.83567022,75.88495621,36.83690438,605
5/22/15 5:45,15.91,7.07,215.7,8.45,32.81292296,75.85693475,36.82624454,605
5/22/15 6:00,15.87,7.07,215.5,8.47,32.82374165,76.01086761,36.85822407,605
5/22/15 6:15,15.84,7.07,215.5,8.48,32.71084838,75.65296655,36.7462957,605
5/22/15 6:30,15.81,7.07,215.4,8.49,32.69288917,75.54355625,36.74096578,605
5/22/15 6:45,15.8,7.08,215.2,8.54,32.66951615,75.60750955,36.71964609,605
5/22/15 7:00,15.77,7.08,215.2,8.56,32.58520738,75.32490365,36.63969726,605
5/22/15 7:15,15.74,7.08,215.1,8.54,32.62888764,75.47011798,36.70365633,599
5/22/15 7:30,15.72,7.08,215.1,8.56,32.44955749,74.90912373,36.51177913,599
5/22/15 7:45,15.74,7.08,215,8.61,32.49147971,75.04934938,36.54908858,599
5/22/15 8:00,15.81,7.1,215,8.7,32.35615906,74.72761096,36.36254131,599
5/22/15 8:15,15.82,7.11,214.9,8.76,32.24667897,74.68880454,36.23462317,599
5/22/15 8:30,15.84,7.12,214.8,8.83,32.20317676,74.45208518,36.17599403,599
5/22/15 8:45,15.9,7.13,214.7,8.86,32.067753,74.0074907,35.99477668,599
5/22/15 9:00,15.94,7.14,214.7,8.92,32.01850086,73.97090481,35.92015777,599
5/22/15 9:15,15.98,7.14,214.8,8.97,31.98343777,73.7882397,35.86152862,599
5/22/15 9:30,16.04,7.15,214.9,9.01,31.95690326,73.71926824,35.80289948,599
5/22/15 9:45,16.07,7.16,215,9.04,31.76989023,73.29394995,35.57904275,599
5/22/15 10:00,16.11,7.17,214.9,9.09,31.85361837,73.5418497,35.65366166,599
5/22/15 10:15,16.17,7.19,215,9.1,31.55043342,72.75426544,35.28589703,599
5/22/15 10:30,16.21,7.22,214.9,9.15,31.60550101,72.74716848,35.3285364,593
5/22/15 10:45,16.23,7.24,215,9.16,31.51381225,72.45007734,35.21660804,593
5/22/15 11:00,16.28,7.26,215,9.2,31.48242301,72.57783636,35.15797889,593
5/22/15 11:15,16.32,7.28,215,9.22,31.4658565,72.41548778,35.12066944,593
5/22/15 11:30,16.39,7.29,215.1,9.24,31.2563438,71.84401285,34.85417333,593
5/22/15 11:45,16.45,7.29,214.9,9.25,31.12834142,71.5723471,34.68361582,593
5/22/15 12:00,16.48,7.26,214.8,9.28,31.15517254,71.31828692,34.69960559,593
5/22/15 12:15,16.48,7.24,214.9,9.26,31.09774665,71.40516986,34.63564652,593
5/22/15 12:30,16.45,7.21,214.8,9.23,31.17617716,71.57806484,34.73691504,593
5/22/15 12:45,16.47,7.24,214.8,9.21,31.02182141,71.12163116,34.55569769,593
5/22/15 13:00,16.56,7.21,214.7,9.24,30.92976105,70.91386232,34.41178979,587
5/22/15 13:15,16.67,7.21,214.7,9.31,30.95115478,71.40792832,34.38514018,587
5/22/15 13:30,16.73,7.22,214.6,9.33,30.82224246,70.63725597,34.21458267,587
5/22/15 13:45,16.79,7.22,214.6,9.35,30.74113776,70.57353758,34.09732438,587
5/22/15 14:00,16.84,7.21,214.4,9.35,30.67021598,70.18885986,33.99605586,587
5/22/15 14:15,16.92,7.21,214.4,9.36,30.57285486,69.82435969,33.85214796,587
5/22/15 14:30,16.94,7.21,214.3,9.34,30.61467612,69.96014677,33.88945741,587
5/22/15 14:45,16.99,7.21,214.3,9.34,30.4519041,70.05897096,33.68692037,587
5/22/15 15:00,17.07,7.21,214.3,9.35,30.44562834,69.44182294,33.64428099,587
5/22/15 15:15,17.11,7.21,214,9.38,30.24942986,68.94083916,33.40976442,581
5/22/15 15:30,17.17,7.22,213.9,9.38,30.19135993,68.93381626,33.31915574,581
5/22/15 15:45,17.2,7.22,213.7,9.37,30.10671384,68.57687513,33.2125573,581
5/22/15 16:00,17.24,7.21,213.6,9.36,30.17581584,68.86585333,33.27118644,581
5/22/15 16:15,17.26,7.21,213.5,9.35,30.13060494,68.91963268,33.2125573,581
5/22/15 16:30,17.29,7.21,213.3,9.33,30.02645649,68.37236559,33.08463916,581
5/22/15 16:45,17.31,7.21,213.2,9.31,29.97148865,68.28827532,33.01535018,581
5/22/15 17:00,17.34,7.2,213.2,9.29,29.88655437,68.09974995,32.90875173,581
5/22/15 17:15,17.36,7.2,213,9.27,29.87507833,67.95913197,32.88743204,581
5/22/15 17:30,17.37,7.19,212.8,9.24,29.68048435,67.51977032,32.66890523,581
5/22/15 17:45,17.37,7.19,212.9,9.22,29.77733159,67.76604969,32.77550368,575
5/22/15 18:00,17.37,7.19,212.8,9.19,29.67564199,67.56272045,32.66357531,575
5/22/15 18:15,17.36,7.18,212.8,9.16,29.59910011,67.31294901,32.58362648,575
5/22/15 18:30,17.35,7.17,212.7,9.13,29.68717426,67.56441354,32.684895,575
5/22/15 18:45,17.33,7.17,212.7,9.1,29.66965747,67.40947244,32.67423516,575
5/22/15 19:00,17.31,7.17,212.9,9.07,29.7392393,67.50324598,32.75951391,575
5/22/15 19:15,17.28,7.16,212.8,9.03,29.61621463,67.3013563,32.6369257,575
5/22/15 19:30,17.24,7.15,213,9,29.56189084,67.21843072,32.59428632,575
5/22/15 19:45,17.21,7.15,213,8.97,29.61298546,67.29315886,32.66357531,575
5/22/15 20:00,17.18,7.14,213.2,8.94,29.64953957,67.4963161,32.71687453,569
5/22/15 20:15,17.14,7.14,213.4,8.91,29.63867754,67.44109302,32.72220446,569
5/22/15 20:30,17.11,7.13,213.4,8.88,29.67034009,67.74298637,32.77017376,569
5/22/15 20:45,17.07,7.13,213.6,8.85,29.73179591,67.62255703,32.85545251,569
5/22/15 21:00,17.04,7.13,213.7,8.84,29.56569799,67.25559927,32.684895,569
5/22/15 21:15,17.01,7.12,213.8,8.82,29.62141324,67.45236393,32.75951391,569
5/22/15 21:30,16.97,7.12,214,8.81,29.57198548,67.27157639,32.72220446,569
5/22/15 21:45,16.93,7.12,214.2,8.8,29.60443569,67.38160239,32.77550368,569
5/22/15 22:00,16.88,7.12,214.4,8.79,29.57997738,67.51244873,32.77017376,569
5/22/15 22:15,16.85,7.11,214.5,8.78,29.62590055,67.35348826,32.83413282,569
5/22/15 22:30,16.81,7.11,214.8,8.77,29.65822041,67.46317873,32.88743204,569
5/22/15 22:45,16.77,7.11,215.1,8.76,29.57999663,67.40211777,32.81814306,564
5/22/15 23:00,16.73,7.1,215.4,8.74,29.62187597,67.5087526,32.88210212,564
5/22/15 23:15,16.69,7.1,215.6,8.73,29.62530268,67.40709035,32.90342181,564
5/22/15 23:30,16.65,7.1,215.8,8.73,29.64789436,67.46452672,32.94606119,564
5/22/15 23:45,16.6,7.1,216.2,8.72,29.69524908,67.52967168,33.0206801,564
5/23/15 0:00,16.57,7.1,216.5,8.71,29.7360762,67.68880923,33.07930924,564
5/23/15 0:15,16.51,7.1,216.8,8.71,29.64046983,67.39049476,32.99936041,564
5/23/15 0:30,16.48,7.09,217.1,8.7,29.70038332,67.62567403,33.07930924,564
5/23/15 0:45,16.43,7.09,217.4,8.69,29.69011854,67.51663419,33.08996909,558
5/23/15 1:00,16.39,7.09,217.6,8.69,29.70292836,67.57682903,33.12194862,558
5/23/15 1:15,16.33,7.09,217.9,8.69,29.78894827,67.8233546,33.24453683,558
5/23/15 1:30,16.29,7.09,218.2,8.69,29.78255223,67.80707558,33.25519667,558
5/23/15 1:45,16.25,7.08,218.4,8.69,29.79522914,67.78383485,33.28717621,558
5/23/15 2:00,16.2,7.09,218.7,8.69,29.70376118,67.60660194,33.20722737,558
5/23/15 2:15,16.16,7.09,218.8,8.69,29.81649248,67.89346813,33.35113527,558
5/23/15 2:30,16.09,7.09,219.2,8.69,29.7932638,67.8343388,33.3564652,558
5/23/15 2:45,16.04,7.09,219.2,8.69,29.84938628,67.92158813,33.44174395,558
5/23/15 3:00,15.99,7.09,219.4,8.69,29.838848,67.92257537,33.45240379,558
5/23/15 3:15,15.96,7.09,219.5,8.68,29.89810012,68.10128329,33.53235263,558
5/23/15 3:30,15.89,7.09,219.7,8.69,29.80823752,67.90024029,33.46306364,558
5/23/15 3:45,15.84,7.08,219.9,8.69,29.81190107,67.88177975,33.48971325,558
5/23/15 4:00,15.79,7.08,219.9,8.69,29.85346388,68.04328939,33.55900224,552
5/23/15 4:15,15.73,7.08,220,8.68,29.89564948,68.09504087,33.63362115,552
5/23/15 4:30,15.69,7.08,220,8.68,29.80376,67.86105594,33.54834239,552
5/23/15 4:45,15.64,7.08,220.3,8.67,29.83569942,67.88676924,33.60697154,552
5/23/15 5:00,15.58,7.08,219.9,8.67,29.75006085,67.94650193,33.53768255,552
5/23/15 5:15,15.53,7.08,219.8,8.67,29.72050713,67.62152559,33.52702271,552
5/23/15 5:30,15.47,7.07,219.8,8.67,29.88522788,68.01278455,33.74021959,552
5/23/15 5:45,15.41,7.07,219.9,8.67,29.88454279,68.06675066,33.7668692,552
5/23/15 6:00,15.36,7.08,219.7,8.68,29.81716203,67.92296938,33.71356998,552
5/23/15 6:15,15.3,7.08,219.6,8.69,29.77878027,67.88077213,33.69758022,552
5/23/15 6:30,15.26,7.08,219.5,8.69,29.81911066,67.95574373,33.76153928,546
5/23/15 6:45,15.2,7.08,219.1,8.71,29.67723219,67.48389019,33.62829123,546
5/23/15 7:00,15.16,7.08,219.2,8.72,29.67990999,67.65657575,33.64961092,546
5/23/15 7:15,15.11,7.08,219.3,8.74,29.70671822,67.78033629,33.70291014,546
5/23/15 7:30,15.09,7.09,219.1,8.77,29.67515359,67.69983981,33.67626053,546
5/23/15 7:45,15.07,7.09,219,8.83,29.53560775,67.31665521,33.52702271,546
5/23/15 8:00,15.1,7.11,218.9,8.92,29.43023369,67.02105573,33.39377465,546
5/23/15 8:15,15.11,7.12,218.8,8.98,29.42953932,66.90978909,33.38844473,546
5/23/15 8:30,15.12,7.12,218.7,9.03,29.32547478,66.67296404,33.26585652,546
5/23/15 8:45,15.15,7.13,218.7,9.08,29.23872893,66.45290332,33.15392815,546
5/23/15 9:00,15.23,7.14,218.7,9.13,29.19053204,66.43916422,33.06331948,546
5/23/15 9:15,15.23,7.15,218.6,9.18,29.13877027,66.25359181,33.00469033,546
5/23/15 9:30,15.3,7.16,218.6,9.23,29.09581745,66.09066709,32.9247415,540
5/23/15 9:45,15.33,7.17,218.6,9.27,28.96158732,65.8313424,32.75951391,540
5/23/15 10:00,15.36,7.18,218.6,9.3,29.01579522,65.91490473,32.80748321,540
5/23/15 10:15,15.38,7.19,218.7,9.33,28.89163618,65.76138014,32.65824539,540
5/23/15 10:30,15.44,7.2,218.7,9.36,28.88209531,65.60317714,32.62093593,540
5/23/15 10:45,15.47,7.22,218.7,9.37,28.75692048,65.36637117,32.46636819,540
5/23/15 11:00,15.49,7.24,218.7,9.41,28.75998303,65.42748602,32.46103827,540
5/23/15 11:15,15.5,7.26,218.7,9.43,28.58912865,64.86231029,32.26383115,540
5/23/15 11:30,15.54,7.27,218.7,9.46,28.6282282,64.8288208,32.29048076,540
5/23/15 11:45,15.58,7.27,218.8,9.48,28.63425745,64.9763291,32.27982091,540
5/23/15 12:00,15.62,7.26,218.9,9.51,28.55985736,64.78837622,32.17855239,540
5/23/15 12:15,15.65,7.26,218.8,9.54,28.44365476,64.49502753,32.03464449,540
5/23/15 12:30,15.71,7.27,218.9,9.55,28.42407196,64.44561646,31.98667519,540
5/23/15 12:45,15.76,7.27,218.9,9.57,28.44798584,64.42716288,31.99200512,540
5/23/15 13:00,15.81,7.25,219,9.59,28.40076595,64.3868204,31.91738621,540
5/23/15 13:15,15.86,7.24,219,9.6,28.4388823,64.40422185,31.93870589,540
5/23/15 13:30,15.93,7.23,219,9.62,28.41818275,64.35206449,31.88540667,535
5/23/15 13:45,15.99,7.23,219.1,9.63,28.33177304,64.18667943,31.76281846,535
5/23/15 14:00,16.05,7.23,219,9.63,28.4259915,64.47672277,31.8427673,535
5/23/15 14:15,16.11,7.23,219,9.65,28.39651693,64.24512494,31.78413815,535
5/23/15 14:30,16.16,7.23,219,9.65,28.3345642,64.14144952,31.69352947,535
5/23/15 14:45,16.22,7.23,219.1,9.66,28.19522079,63.89471997,31.51231212,535
5/23/15 15:00,16.29,7.23,219.1,9.66,28.28849375,64.05153987,31.58693103,535
5/23/15 15:15,16.33,7.23,219.1,9.66,28.18424392,63.76315745,31.45368298,535
5/23/15 15:30,16.39,7.23,219,9.66,28.14473318,63.74157429,31.38439399,535
5/23/15 15:45,16.44,7.23,218.9,9.66,28.18267828,63.811145,31.40571368,535
5/23/15 16:00,16.48,7.23,219,9.64,28.11638585,63.54079388,31.315105,535
5/23/15 16:15,16.54,7.23,218.8,9.63,28.17722664,63.69364096,31.35774438,535
5/23/15 16:30,16.59,7.23,218.9,9.62,28.10496615,63.64146468,31.25647586,535
5/23/15 16:45,16.6,7.23,218.7,9.61,27.97450503,63.23603896,31.10723803,535
5/23/15 17:00,16.65,7.23,218.7,9.59,27.99315225,63.20570006,31.10723803,529
5/23/15 17:15,16.69,7.22,218.7,9.57,27.99847221,63.19333771,31.09657819,535
5/23/15 17:30,16.72,7.22,218.4,9.55,27.85122942,62.84990604,30.92069076,535
5/23/15 17:45,16.73,7.22,218.5,9.54,27.82132624,62.77498793,30.8833813,529
5/23/15 18:00,16.76,7.21,218.3,9.5,27.82282729,62.8809089,30.87272146,529
5/23/15 18:15,16.79,7.21,218.3,9.47,27.71860407,62.61945827,30.74480333,535
5/23/15 18:30,16.8,7.21,218.2,9.44,27.77034945,62.67277648,30.79810255,529
5/23/15 18:45,16.8,7.2,218.1,9.41,27.70787225,62.54169999,30.72881356,529
5/23/15 19:00,16.81,7.2,218,9.39,27.70194317,62.60311653,30.71815371,529
5/23/15 19:15,16.81,7.19,218,9.35,27.66829712,62.44257179,30.68084426,529
5/23/15 19:30,16.8,7.19,218,9.32,27.65020098,62.3972541,30.66485449,529
5/23/15 19:45,16.8,7.18,218,9.29,27.69345443,62.55639912,30.71282379,529
5/23/15 20:00,16.79,7.17,217.9,9.26,27.59847157,62.36900051,30.61155527,529
5/23/15 20:15,16.77,7.17,218,9.21,27.61995567,62.29621501,30.6435348,529
5/23/15 20:30,16.76,7.17,218,9.18,27.63069197,62.323083,30.65952457,529
5/23/15 20:45,16.75,7.16,217.9,9.15,27.64142443,62.42597873,30.67551434,529
5/23/15 21:00,16.75,7.15,217.8,9.12,27.49734211,61.98952195,30.51561667,529
5/23/15 21:15,16.72,7.15,218,9.1,27.51517153,62.00891787,30.54759621,523
5/23/15 21:30,16.72,7.15,218,9.08,27.44795995,61.96662951,30.47297729,529
5/23/15 21:45,16.69,7.15,218.3,9.07,27.48978776,61.9958019,30.53160644,529
